,question,chunks
0,Can you identify any collaborative initiatives or agreements between states to harmonize cybersecurity regulations or share best practices?,"Page 2 of 2 
Tex. Educ. Code § 11.175  
   (g)  The agency, in coordination with the Department of Information R esources, shall establish and 
maintain a system to coordinate the anonymous sharing of information concerning cyber attacks or 
other cybersecurity incidents between participating schools and the state. The system must:  
(1)  include each report made under S ubsection (e);  
(2)  provide for reports made under Subsection (e) to be shared between participating schools 
in as close to real time as possible; and  
(3)  preserve a reporting school’s anonymity by preventing the disclosure through the system 
of the name of the school at which an attack or incident occurred.  
(h)  In establishing the system under Subsection (g), the agency may contract with a qualified third 
party to administer the system.  
(h–1)Notwithstanding Section 2054.5191, Government Code, only the di strict’s cybersecurity 
coordinator is required to complete the cybersecurity training under that section on an annual 
basis. Any other school district employee required to complete the cybersecurity training shall 
complete the training as determined by the  district, in consultation with the district’s cybersecurity 
coordinator.  
(i)  The commissioner shall adopt rules as necessary to implement this section.  
History   
 
Acts 2019, 86th Leg., ch. 605 (S.B. 820), § 1, effective September 1, 2019; Acts 2021, 87th  Leg., ch. 1045 
(S.B. 1267), § 2, effective June 18, 2021; Acts 2021, 87th Leg., ch. 618 (S.B. 1696), § 1, § 2, effective 
September 1, 2021; 2023, 88th Leg., H.B. 4595, § 24.001(9), effective September 1, 2023.  
 
Texas Statutes & Codes Annotated by LexisNex is® 
Copyright © 2024 All rights reserved.  
 
 
End of Document"
1,,"Page 2 of 2 
Tex. Gov’t Code § 2054.512  
   recommendations for addressing immediate workforce deficiencies and ensuring a long -term 
pool of qualified applicants.  
(e)  The cybersecurity council shall provide recommendations to the legislature on any legislation  
necessary to implement cybersecurity best practices and remediation strategies for this state.  
History   
 
Enacted by Acts 2013, 83rd Leg., ch. 32 (S.B. 1102), §  1, effective May 10, 2013; am. Acts 2015, 84th 
Leg., ch. 1236 (S.B. 1296), § 21.001(29), effec tive September 1, 2015 (renumbered from Sec. 2054.552); 
Acts 2017, 85th Leg., ch. 683 (H.B. 8), § 9, effective September 1, 2017; Acts 2021, 87th Leg., ch. 376 
(S.B. 851), § 1, effective September 1, 2021.  
 
Texas Statutes & Codes Annotated by LexisNexis®  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
2,,"Page 2 of 2 
Tex. Gov’t Code § 2157.007  
   (c)  A state agency shall ensure that information resources projects that use cloud computing 
service options meet or exceed required state standards for cybersecurity.  
(d)  Using existing resources, the department may review the process for the coordinated 
development, hosting, and management of computer software for state agencies that use cloud 
computing servic es. 
(e)  Not later than November 15 of each even -numbered year, the department, using existing 
resources, shall submit a report to the governor, lieutenant governor, and speaker of the house of 
representatives on the use of cloud computing service options by state agencies. The report must 
include use cases that provided cost savings and other benefits, including security enhancements. 
A state agency shall cooperate with the department in the creation of the report by providing 
timely and accurate informati on and any assistance required by the department.  
History   
 
Enacted by Acts 2013, 83rd Leg., ch. 1002 (H.B. 2422), §  1, effective June 14, 2013; Acts 2015, 84th 
Leg., ch. 820 (H.B. 3707), § 1, effective September 1, 2015; Acts 2017, 85th Leg., ch. 555 (S. B. 532), § 4, 
effective September 1, 2017; Acts 2019, 86th Leg., ch. 1314 (H.B. 3875), §§ 1, 2, effective September 1, 
2019; Acts 2019, 86th Leg., ch. 604 (S.B. 819), § 4, effective September 1, 2019.  
 
Texas Statutes & Codes Annotated by LexisNexis®  
Copyri ght © 2024 All rights reserved.  
 
 
End of Document"
3,,"Page 1 of 2 
Tex. Gov’t Code § 2054.5181  
    
Tex. Gov’t Code § 2054.5181  
 This document is current through the 2023 Regular Session; the 1st C.S.; the 2nd C.S.; the 3rd C.S. and 
the 4th C.S. of the 88th Legislature; and the November 7, 2023 general election results.  
 
Texas Statutes & Codes Annotated by LexisNexis®   >  Governme nt Code   >  Title 10 General Government 
(Subts. A — Z)  >  Subtitle B Information and Planning (Chs. 2051 — 2100)   >  Chapter 2054 Information 
Resources [Expires September 1, 2025] (Subchs. A — S)  >  Subchapter N -1 Cybersecurity [Expires September 
1, 2025 ] (§§ 2054.511 — 2054.5192)  
 
Sec. 2054.5181. Cyberstar Program; Certificate of Approval.  [Expires September 1, 
2025]   
 
(a)  The state cybersecurity coordinator, in collaboration with the cybersecurity  council and public 
and private entities in this state, shall develop best practices for cybersecurity that include:  
(1)  measureable, flexible, and voluntary cybersecurity risk management programs for public 
and private entities to adopt to prepare for an d respond to cyber incidents that compromise the 
confidentiality, integrity, and availability of the entities’ information systems;  
(2)  appropriate training and information for employees or other individuals who are most 
responsible for maintaining securi ty of the entities’ information systems;  
(3)  consistency with the National Institute of Standards and Technology standards for 
cybersecurity;  
(4)  public service announcements to encourage cybersecurity awareness; and  
(5)  coordination with local and state governmental entities.  
(b)  The state cybersecurity coordinator shall establish a cyberstar certificate program to recognize 
public and private entities that implement the best practices for cybersecurity developed in 
accordance with Subsection (a). The program must allow a public or private entity to submit to the 
department a form certifying that the entity has complied with the best practices and the 
department to issue a certificate of approval to the entity. The entity may include the certificate  of 
approval in advertisements and other public communications.  
History   
 
Acts 2019, 86th Leg., ch. 509 (S.B. 64), § 17, effective September 1, 2019; renumbered from Tex. Gov’t 
Code § 2054.519 by Acts 2021, 87th Leg., ch. 915 (H.B. 3607), § 21.001(49), ef fective September 1, 
2021."
4,,"Page 1 of 2 
Tex. Gov’t Code § 2054.518  
    
Tex. Gov’t Code § 2054.518  
 This document is current through the 2023 Regular Session; the 1st C.S.; the 2nd C.S.; the 3rd C.S. and 
the 4th C.S. of the 88th Legislature; and the November 7, 2023 general election results.  
 
Texas Statutes & Codes Annotated by LexisNexis®   >  Governme nt Code   >  Title 10 General Government 
(Subts. A — Z)  >  Subtitle B Information and Planning (Chs. 2051 — 2100)   >  Chapter 2054 Information 
Resources [Expires September 1, 2025] (Subchs. A — S)  >  Subchapter N -1 Cybersecurity [Expires September 
1, 2025 ] (§§ 2054.511 — 2054.5192)  
 
Sec. 2054.518. Cybersecurity Risks and Incidents.  [Expires September 1, 2025]   
 
(a)  The department shall develop a plan to address cybersecurity  risks and incidents in this state. 
The department may enter into an agreement with a national organization, including the National 
Cybersecurity Preparedness Consortium, to support the department’s efforts in implementing the 
components of the plan for wh ich the department lacks resources to address internally. The 
agreement may include provisions for:  
(1)  providing technical assistance services to support preparedness for and response to 
cybersecurity risks and incidents;  
(2)  conducting cybersecurity si mulation exercises for state agencies to encourage coordination 
in defending against and responding to cybersecurity risks and incidents;  
(3)  assisting state agencies in developing cybersecurity information -sharing programs to 
disseminate information rela ted to cybersecurity risks and incidents; and  
(4)  incorporating cybersecurity risk and incident prevention and response methods into 
existing state emergency plans, including continuity of operation plans and incident response 
plans.  
(b)  In implementing the provisions of the agreement prescribed by Subsection (a), the department 
shall seek to prevent unnecessary duplication of existing programs or efforts of the department or 
another state agency.  
(c)  [Repealed.]  
(d)  The department shall consult with in stitutions of higher education in this state when 
appropriate based on an institution’s expertise in addressing specific cybersecurity risks and 
incidents.  
History   
 
Acts 2017, 85th Leg., ch. 683 (H.B. 8), § 11, effective September 1, 2017; Acts 2019, 86t h Leg., ch. 1308 
(H.B. 3834), §§ 2, 4, effective June 14, 2019."
5,,"Page 2 of 4 
C.R.S. 24 -33.5-1905 
   (d)  Consider establishing relationships with the existing MITRE national cybersecurity 
federally funded research and development center; the aerospace corporation federally funded 
research and development center; or creating a new parallel organization focused on 
cybersecurity for national defense and homeland security requirements;  
(e)  Establishing cooperative relationships with Colorado cyber companies and other 
businesses, local go vernments, institutions of higher education, and other Colorado 
organizations with requirements for cybersecurity participation;  
(f)  Establishing cooperative relations with civilian industrial producers through entities that 
encourage the interstate shar ing of information for cybersecurity;  
(g)  Linking to local and national military, homeland security, and intelligence community 
activities to support research and development, rapid test and evaluation, contracting, and 
production requirements;  
(h)  Establishing protocols for coordinating and sharing information with state and federal law 
enforcement and intelligence agencies responsible for investigating and collecting information 
related to cyber -based criminal and national security threats;  
(i)  Supp orting state and federal law enforcement agencies with their responsibilities to 
investigate and prosecute threats to and attacks against critical infrastructure;  
(j)  Encouraging coordination with the United States department of commerce and the national  
institute of standards and technologies to develop the capability to act as a Colorado in -state 
center of excellence on cybersecurity advice and national institute of standards and 
technologies standards;  
(k)  Studying efforts to protect privacy of perso nal identifying information maintained within 
distributed ledger programs, ensuring that programs make all attempts to follow best practices 
for privacy, and providing advice to all program stakeholders on the requirement to maintain 
privacy in accordance with required regulatory bodies and governing standards; and  
(l)  Encouraging the use of distributed ledger technologies, or blockchains, within their 
proposed curricula for public sector education.  
(3)  The university of Colorado at Colorado Springs sha ll participate in activities in furtherance of 
this section only upon the approval of the board of regents of the university of Colorado, if 
required by the laws and policies of the board of regents.  
(4)   
(a)  The department of higher education shall allocate to the governing boards of the 
institutions of higher education participating in activities related to cybersecurity and 
distributed ledger technologies, such as blockchains, money appropriated to the depar tment of 
higher education by the general assembly for fiscal year 2018 -19 and for each fiscal year 
thereafter.  
(b)  The governing board of each institution of higher education participating in activities 
related to cybersecurity and distributed ledger tec hnologies shall ensure that at least the 
following percentages of the money allocated to the institution pursuant to subsection (4)(a) of 
this section is used to provide scholarships to students at the institution who are doing work in 
connection with cybe rsecurity and distributed ledger technologies:"
6,,"Page 2 of 2 
C.R.S. 24 -33.5-1904 
   (f)  Establish protocols for coordinating and sharing information with state and federal law 
enforcement and intelligence agencies responsible for investigating and collecting information 
related to cyber -based criminal and national security threats;  
(g)  Support state and federal law enforcement agencies with their responsibilities to 
investigate and prosecute threats to and attacks against critical infrastructure; and  
(h)  Include distribute d ledger technologies within its curricula and research and development 
activities.  
(3)  The university of Colorado at Colorado Springs shall participate in activities in furtherance of 
this section only upon the approval of the board of regents of the un iversity of Colorado, if 
required by the laws and policies of the board of regents.  
History     
Source:L.  2016: Entire part added,(HB 16 -1453), ch. 189, p. 669, § 1, effective July 1. L. 2018: IP(2), 
(2)(f), and (2)(g) amended and (2)(h) added,(SB 18 -086), ch . 319, p. 1916, § 3, effective May 30.  
 
Colorado Revised Statutes Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
7,,"Page 2 of 4 
C.R.S. 2 -3-1704 
   (a)  Whether state agencies are collecting or retaining data that exceeds what is necessary a nd 
appropriate for such agencies to perform their functions;  
(b)  Who has access to data, the extent of such access, and appropriate mechanisms to protect 
sensitive data; and  
(c)  Measures to protect data against unauthorized access, disclosure, use, mod ification, or 
destruction.  
(7)  On or before November 1, 2013, and on November 1 of each year thereafter, the judicial 
department, the department of law, the department of state, and the department of the treasury 
shall submit a written report to the comm ittee that details all information technology that such 
department purchased or implemented.  
(8)  A copy of any legislative measure introduced during any legislative session, regular or special, 
commencing on or after January 1, 2014, and determined by th e speaker of the house of 
representatives or by the president of the senate to be dealing with information technology, data 
privacy, or cybersecurity shall be reviewed by the committee. The committee may also request that 
any legislative measure introduced  during a legislative session, regular or special, and determined 
by the committee to be dealing with information technology, data privacy, or cybersecurity be 
reviewed by the committee. The committee may make advisory recommendations about such 
legislativ e measures to the house of representatives, the senate, the joint budget committee, the 
capital development committee, or to any committee of reference, as appropriate, considering any 
such legislative measure.  
(9)  On or before the first day of the regul ar legislative session commencing on or after January 1, 
2014, and on the first day of each regular legislative session thereafter, the joint technology 
committee shall submit a written report on the committee’s findings and recommendations based 
on the co mmittee’s oversight pursuant to subsections (1) to (8) of this section to the joint budget 
committee. Such report may include:  
(a)  Legislation recommended by the committee that addresses any of the committee’s findings 
and recommendations based on the co mmittee’s oversight pursuant to subsections (1) to (8) of 
this section. Any such legislation is exempt from the five -bill limitation specified in rule 24 of 
the joint rules of the senate and the house of representatives; and  
(b)  A report on the status of  any information technology budget request that was previously 
approved for phasing in or for incremental implementation over a period exceeding one year.  
(10)  Upon request, a state agency and the judicial department, the department of law, the 
department of state, and the department of the treasury shall make available to the committee such 
data, reports, or information as are necessary for the performance of th e committee’s duties. If the 
committee requests such data, reports, or information, the state agency or judicial department, the 
department of law, the department of state, or the department of the treasury shall provide the 
requested information no later than November 1 of the calendar year in which the request is made.  
(11)   
(a)  The committee shall study all information technology budget requests pursuant to rule 45 
of the joint rules of the senate and the house of representatives, made by all state ag encies and 
state institutions of higher education. For purposes of institutions of higher education, the 
committee shall only review state -funded information technology budget requests. The"
8,,"Page 2 of 2 
C.R.S. 24 -33.5-1903 
   technology, and participating members of the federal bureau of investigation’s cybersecurity 
task force or successor organization.  
History     
Source:L.  2016: Entire part added,(HB 16 -1453), ch. 189, p. 668, § 1, effective July 1. L. 2021:(2)(f) and 
(2)(g) amended and (2)(h) added,(HB 21 -1236), ch. 211, p. 1096, § 4, effective September 7.  
 
Colorado Revised Statutes Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
9,,"Page 1 of 2 
C.R.S. 24 -33.5-1903 
    
C.R.S. 24 -33.5-1903 
Statutes current through Chapter 52 of the 2024 Regular Session, effective as of April 4, 2024. The 2024 
legislative changes are not final until compared and reconciled to the 2024 work product of the Colorado 
Office of Legislative Services later in 2024.  
 
Colorado Revised Statutes Annotated   >  Title 24 . Government - State  (§§ 24 -1-101 — 24-116-102)  >  
Principal Departments  (Arts. 30 — 36)  >  Article 33.5 .Public Safety  (Pts. 1 — 27)  >  Part 19 . Colorado 
Cybersecurity  (§§ 24 -33.5-1901 — 24-33.5-1906)  
 
24-33.5-1903. Cyber operation center - coordination of missions.   
 
(1)  The department of public safety, using the office of prevention and security within the division 
of homeland security and emergency management, and using any other facilities deemed 
necessary and appropriate by the department of public safety, may coordina te with the division of 
homeland security and emergency management, the Colorado bureau of investigation, the federal 
bureau of investigation, the Colorado National Guard and other relevant military organizations, 
and other relevant information -sharing org anizations to define the operational requirements for in -
state and interstate operational and training networks.  
(2)  In furtherance of the provisions of subsection (1) of this section, the coordinating entities may:  
(a)  Consider establishing appropriat e memoranda of understanding or interstate compacts with 
entities that encourage the interstate sharing of information for cybersecurity;  
(b)  Support the requirements for the fusion of cyber defense, cyber surveillance, and 
international and domestic int elligence and law enforcement operations;  
(c)  Consider secure, distributed, and interactive network infrastructures for interstate cyber 
training and operations;  
(d)  Support secure Colorado requirements to identify threats and vulnerabilities and protect 
state cyber infrastructures;  
(e)  Conduct training, inspections, and operational exercises;  
(f)  Establish protocols for coordinating and sharing information with st ate and federal law 
enforcement and intelligence agencies responsible for investigating and collecting information 
related to cyber -based criminal and national security threats;  
(g)  Support state and federal law enforcement agencies with their responsibi lities to 
investigate and prosecute threats to and attacks against critical infrastructure; and  
(h)  Ensure the coordination of cybersecurity threat information sharing among the Colorado 
bureau of investigation, the office of prevention and security, the  office of information"
