,question,chunks
0,"Do the regulations impose clear requirements for breach notification and communication with affected individuals, or are there loopholes that could allow organizations to delay or obscure such notifications?","Page 4 of 5 
§ 1349.19 Disclosure or notification of breach of security of computerized personal information system.  
   (2)  Electronic notice, if the person’s primary method of communication with the resident to 
whom the disclosure must be made is by electronic means;  
(3)  Telephone notice;  
(4)  Substitute notice in accordance with this di vision, if the person required to disclose 
demonstrates that the person does not have sufficient contact information to provide notice in a 
manner described in division (E)(1), (2), or (3) of this section, or that the cost of providing 
disclosure or notice  to residents to whom disclosure or notification is required would exceed 
two hundred fifty thousand dollars, or that the affected class of subject residents to whom 
disclosure or notification is required exceeds five hundred thousand persons. Substitute n otice 
under this division shall consist of all of the following:  
(a)  Electronic mail notice if the person has an electronic mail address for the resident to 
whom the disclosure must be made;  
(b)  Conspicuous posting of the disclosure or notice on the pers on’s web site, if the person 
maintains one;  
(c)  Notification to major media outlets, to the extent that the cumulative total of the 
readership, viewing audience, or listening audience of all of the outlets so notified equals 
or exceeds seventy -five per cent of the population of this state.  
(5)  Substitute notice in accordance with this division, if the person required to disclose 
demonstrates that the person is a business entity with ten employees or fewer and that the cost 
of providing the disclosures o r notices to residents to whom disclosure or notification is 
required will exceed ten thousand dollars. Substitute notice under this division shall consist of 
all of the following:  
(a)  Notification by a paid advertisement in a local newspaper that is dist ributed in the 
geographic area in which the business entity is located, which advertisement shall be of 
sufficient size that it covers at least one -quarter of a page in the newspaper and shall be 
published in the newspaper at least once a week for three co nsecutive weeks;  
(b)  Conspicuous posting of the disclosure or notice on the business entity’s web site, if the 
entity maintains one;  
(c)  Notification to major media outlets in the geographic area in which the business entity 
is located.  
(F)   
(1)  A financial institution, trust company, or credit union or any affiliate of a financial 
institution, trust company, or credit union that is required by federal law, including, but not 
limited to, any federal statute, regulation, regulatory guidance, or oth er regulatory action, to 
notify its customers of an information security breach with respect to information about those 
customers and that is subject to examination by its functional government regulatory agency 
for compliance with the applicable federal l aw, is exempt from the requirements of this 
section.  
(2)  This section does not apply to any person or entity that is a covered entity as defined in 45 
C.F.R. 160.103, as amended."
1,,"Page 3 of 5 
§ 1349.19 Disclosure or notification of breach of security of computerized personal information system.  
   the name of the individual or by some identifying number , symbol, or other identifier assigned 
to the individual. “System” does not include any published directory, any reference material or 
newsletter, or any routine information that is maintained for the purpose of internal office 
administration of the person , if the use of the directory, material, newsletter, or information 
would not adversely affect an individual, and there has been no unauthorized external breach 
of the directory, material, newsletter, or information.  
(B)   
(1)  Any person that owns or lice nses computerized data that includes personal information 
shall disclose any breach of the security of the system, following its discovery or notification 
of the breach of the security of the system, to any resident of this state whose personal 
information  was, or reasonably is believed to have been, accessed and acquired by an 
unauthorized person if the access and acquisition by the unauthorized person causes or 
reasonably is believed will cause a material risk of identity theft or other fraud to the resid ent. 
The disclosure described in this division may be made pursuant to any provision of a contract 
entered into by the person with another person prior to the date the breach of the security of the 
system occurred if that contract does not conflict with an y provision of this section and does 
not waive any provision of this section. For purposes of this section, a resident of this state is 
an individual whose principal mailing address as reflected in the records of the person is in this 
state.  
(2)  The perso n shall make the disclosure described in division (B)(1) of this section in the 
most expedient time possible but not later than forty -five days following its discovery or 
notification of the breach in the security of the system, subject to the legitimate n eeds of law 
enforcement activities described in division (D) of this section and consistent with any 
measures necessary to determine the scope of the breach, including which residents’ personal 
information was accessed and acquired, and to restore the reas onable integrity of the data 
system.  
(C)  Any person that, on behalf of or at the direction of another person or on behalf of or at the 
direction of any governmental entity, is the custodian of or stores computerized data that includes 
personal information  shall notify that other person or governmental entity of any breach of the 
security of the system in an expeditious manner, if the personal information was, or reasonably is 
believed to have been, accessed and acquired by an unauthorized person and if the  access and 
acquisition by the unauthorized person causes or reasonably is believed will cause a material risk 
of identity theft or other fraud to a resident of this state.  
(D)  The person may delay the disclosure or notification required by division (B), (C), or (G) of 
this section if a law enforcement agency determines that the disclosure or notification will impede 
a criminal investigation or jeopardize homeland or national security, in which case, the person 
shall make the disclosure or notification aft er the law enforcement agency determines that 
disclosure or notification will not compromise the investigation or jeopardize homeland or national 
security.  
(E)  For purposes of this section, a person may disclose or make a notification by any of the 
follow ing methods:  
(1)  Written notice;"
2,,"Page 5 of 5 
§ 1349.19 Disclosure or notification of breach of security of computerized personal information system.  
   (G)  If a person discovers circumstances that require disclosure under this section to more than one 
thousand residents of this state involved in a single occurrence of a breach of the security of the 
system, the person shall notify, without unreasonable delay, all consumer reporting agencies that 
compile and maintain files on con sumers on a nationwide basis of the timing, distribution, and 
content of the disclosure given by the person to the residents of this state. In no case shall a person 
that is required to make a notification required by this division delay any disclosure or notification 
required by division (B) or (C) of this section in order to make the notification required by this 
division.  
(H)  Any waiver of this section is contrary to public policy and is void and unenforceable.  
(I)  The attorney general may conduct purs uant to sections 1349.191 and 1349.192 of the Revised 
Code an investigation and bring a civil action upon an alleged failure by a person to comply with 
the requirements of this section.  
History   
 
151 v H 104, §  1, eff. 2 -17-06; 151 v S 126, §  1, eff. 3 -30-07. 
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
3,,"Trayce Hockstad   
ORC Ann. 1349.192  
Current through File 26 of the 135th General Assembly (2023 -2024).  
 
Page’s Ohio Revised Code Annotated   >  Title 13: Commercial Transactions — Other Commercial Transactions 
(Chs. 1301 — 1355)   >  Chapter 1349: Consumer Protection (§§ 1349 .01 — 1349.99)   >  Disclosure or 
Notification of Breach of Security of Personal Information System (§§ 1349.19 — 1349.192)  
 
§ 1349.192 Civil action by attorney general; penalties; liability for costs of 
investigation and action.   
 
(A)   
(1)  The attorney general shall have the exclusive authority to bring a civil action in a court of 
common pleas for appropriate relief under this section, including a temporary restraining order, 
preliminary or permanent injunction, and civil penalties, if it a ppears that a state agency or an 
agency of a political subdivision has failed or is failing to comply with section 1347.12 of the 
Revised Code or that a person has failed or is failing to comply with section 1349.19 of the 
Revised Code. Upon its finding th at a state agency or an agency of a political subdivision has 
failed to comply with section 1347.12 of the Revised Code or that a person has failed to 
comply with section 1349.19 of the Revised Code, the court shall impose a civil penalty upon 
the state ag ency, agency of a political subdivision, or person as follows:  
(a)  For each day that the state agency, agency of a political subdivision, or person has 
intentionally or recklessly failed to comply with the applicable section, subject to divisions 
(A)(1)(b ) and (c) of this section, a civil penalty of up to one thousand dollars for each day 
the agency or person fails to comply with the section;  
(b)  If the state agency, agency of a political subdivision, or person has intentionally or 
recklessly failed to co mply with the applicable section for more than sixty days, subject to 
division (A)(1)(c) of this section, a civil penalty in the amount specified in division 
(A)(1)(a) of this section for each day of the first sixty days that the agency or person fails 
to comply with the section and, for each day commencing with the sixty -first day that the 
state agency, agency of a political subdivision, or person has failed to comply with the 
section, a civil penalty of up to five thousand dollars for each such day the ag ency or 
person fails to comply with the section;  
(c)  If the state agency, agency of a political subdivision, or person has intentionally or 
recklessly failed to comply with the applicable section for more than ninety days, a civil 
penalty in the amount sp ecified in division (A)(1)(a) of this section for each day of the first 
sixty days that the agency or person fails to comply with the section, a civil penalty of up 
to five thousand dollars for each day commencing with the sixty -first day and continuing 
through the ninetieth day that the agency or person fails to comply with the section, and, 
for each day commencing with the ninety -first day that the state agency, agency of a"
4,,"Page 3 of 4 
ORC Ann. 3965.04  
   investigation requirements imposed under section 3965.03 of the Revised Code or notice 
requirements imposed under this section.  
(E)   
(1)  In the case of a cybersecurity event involving nonpublic information that is used by or in 
the possession,  custody, or control of a licensee that is acting as an assuming insurer, including 
an assuming insurer that is domiciled in another state or jurisdiction, and that does not have a 
direct contractual relationship with the affected consumers, both of the fo llowing apply:  
(a)  The assuming insurer shall notify its affected ceding insurers and the insurance 
commissioner of its state or jurisdiction of domicile within three business days of making 
the determination that a cybersecurity event has occurred.  
(b)  The ceding insurers that have a direct contractual relationship with affected consumers 
shall fulfill the consumer notification requirements imposed under section 1349.19 of the 
Revised Code and any other notification requirements relating to a cybersecuri ty event 
imposed under this section.  
(2)  In the case of a cybersecurity event involving nonpublic information that is in the 
possession, custody, or control of a licensee’s third -party service provider, when the licensee is 
acting as an assuming insurer, including an assuming insurer that is domiciled in another state 
or jurisdiction, both of the following apply:  
(a)  The assuming insurer shall notify its affected ceding insurers and the insurance 
commissioner of its state or jurisdiction of domicile withi n three business days of receiving 
notice from its third -party service provider that a cybersecurity event has occurred.  
(b)  The ceding insurers that have a direct contractual relationship with affected consumers 
shall fulfill the consumer notification requirements imposed under section 1349.19 of the 
Revised Code and any other notification requirements relating to a cybersecuri ty event 
imposed under this section.  
(3)  Any licensee acting as an assuming insurer shall have no other notice obligations relating 
to a cybersecurity event or other data breach under division (A) of this section.  
(F)  In the case of a cybersecurity event  involving nonpublic information that is in the possession, 
custody, or control of a licensee that is an insurer or its third -party service provider, that was 
obtained by the insurer from a consumer accessing the insurer’s services through an independent 
insurance agent, and for which disclosure or notice is required under section 1349.19 of the 
Revised Code, the insurer shall notify the independent insurance agents of record of all affected 
consumers.  
The insurer is excused from this obligation for any ind ependent insurance agents who are not 
authorized by law or contract to sell, solicit, or negotiate on behalf of the insurer, and for those 
instances in which the insurer does not have the current independent insurance agent of record 
information for an ind ividual consumer.  
History   
 
2018 sb273, § 1, effective March 20, 2019."
5,,"Page 2 of 3 
ALM GL ch. 93H, § 3  
 Trayce Hockstad   shall file a report with the attorney general and the director of consumer affairs and business 
regulation certifying their credit monitoring services comply with section 3 A.  
Upon receipt of this notice, the director of consumer affairs and business regulation shall identify 
any relevant consumer reporting agency or state agency, as deemed appropriate by said director, 
and forward the names of the identified consumer reporting agencies and state agencies to the 
notifying person or agency. Such person or agency shall, as soon as practicable and without 
unreasonable delay, also provide notice, in accordance with this chapter, to the consumer reporting 
agencies and state agencies identified by the director of consumer affairs and business regulation.  
The notice to be provided to the resident shall include, but shall not be limited to: (i) the resident’s 
right to obtain a police report; (ii) how a resident may request a sec urity freeze and the necessary 
information to be provided when requesting the security freeze; (iii) that there shall be no charge 
for a security freeze; and (iv) mitigation services to be provided pursuant to this chapter; provided, 
however, that said not ice shall not include the nature of the breach of security or unauthorized 
acquisition or use, or the number of residents of the commonwealth affected by said breach of 
security or unauthorized access or use. The person or agency that experienced the breac h of 
security shall provide a sample copy of the notice it sent to consumers to the attorney general and 
the office of consumer affairs and business regulation. A notice provided pursuant to this section 
shall not be delayed on grounds that the total numbe r of residents affected is not yet ascertained. In 
such case, and where otherwise necessary to update or correct the information required, a person 
or agency shall provide additional notice as soon as practicable and without unreasonable delay 
upon learnin g such additional information.  
(c)  As practicable and as not to impede active investigation by the attorney general or other law 
enforcement agency, the office of consumer affairs and business regulation shall: (i) make 
available electronic copies of the  sample notice sent to consumers on its website and post such 
notice within 1 business day upon receipt from the person that experienced a breach of security; 
(ii) update the breach of security notification report on its website as soon as practically poss ible 
after the information has been verified by said office but not more than 10 business days after 
receipt unless the information provided is not verifiable; provided, however, that the office shall 
post said notice as soon as verified; (iii) amend, on a  recurring basis, the breach of security 
notification report to include new information discovered through the investigation process or new 
subsequent findings from a previously reported breach of security; and (iv) instruct consumers on 
how they may file a public records request to obtain a copy of the notice provided to the attorney 
general and said director from the person who experienced a breach of security.  
(d)  If the person or agency that experienced a breach of security is owned by another person or 
corporation, the notice to the consumer shall include the name of the parent or affiliated 
corporation.  
(e)  If an agency is within the executive department, it shall provide written notification of the 
nature and circumstances of the breach of securit y or unauthorized acquisition or use to the 
executive office of technology services and security and the division of public records in the office 
of the state secretary as soon as practicable and without unreasonable delay following the 
discovery of a brea ch of security or unauthorized acquisition or use, and shall comply with all 
policies and procedures adopted by the executive office of technology services and security 
pertaining to the reporting and investigation of such an incident."
6,,"Trayce Hockstad   
ALM GL ch. 93H, § 3  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 3. Notice of Security Breach Required.   
 
(a)  A person or agency that maintains or stores, but does not own or license data that includes 
personal information about a resident of the commonwealth, shall provide notice, as soon as 
practicable and  without unreasonable delay, when such person or agency (1) knows or has reason 
to know of a breach of security or (2) when the person or agency knows or has reason to know that 
the personal information of such resident was acquired or used by an unauthori zed person or used 
for an unauthorized purpose, to the owner or licensor in accordance with this chapter. In addition 
to providing notice as provided herein, such person or agency shall cooperate with the owner or 
licensor of such information. Such coopera tion shall include, but not be limited to, informing the 
owner or licensor of the breach of security or unauthorized acquisition or use, the date or 
approximate date of such incident and the nature thereof, and any steps the person or agency has 
taken or p lans to take relating to the incident, except that such cooperation shall not be deemed to 
require the disclosure of confidential business information or trade secrets, or to provide notice to 
a resident that may have been affected by the breach of securit y or unauthorized acquisition or use.  
(b)  A person or agency that owns or licenses data that includes personal information about a 
resident of the commonwealth, shall provide notice, as soon as practicable and without 
unreasonable delay, when such person or agency (1) knows or has reason to know of a breach of 
security or (2) when the person or agency knows or has reason to know that the personal 
information of such resident was acquired or used by an unauthorized person or used for an 
unauthorized purpose , to the attorney general, the director of consumer affairs and business 
regulation and to such resident, in accordance with this chapter. The notice to be provided to the 
attorney general and said director, and consumer reporting agencies or state agencie s if any, shall 
include, but not be limited to: (i) the nature of the breach of security or unauthorized acquisition or 
use; (ii) the number of residents of the commonwealth affected by such incident at the time of 
notification; (iii) the name and address of the person or agency that experienced the breach of 
security; (iv) name and title of the person or agency reporting the breach of security, and their 
relationship to the person or agency that experienced the breach of security ; (v) the type of person 
or agency reporting the breach of security; (vi) the person responsible for the breach of security, if 
known; (vii) the type of personal information compromised, including, but not limited to, social 
security number, driver’s license number, financial accou nt number, credit or debit card number or 
other data; (viii) whether the person or agency maintains a written information security program; 
and (ix) any steps the person or agency has taken or plans to take relating to the incident, including 
updating the written information security program. A person who experienced a breach of security"
7,,"Page 2 of 2 
ALM GL ch. 93H, § 1  
 Trayce Hockstad   Massachusetts residents to be notified exceeds 500,000 residents, or that the person or agency 
does not have sufficient contact information to provide notice.  
“Person”, a natural person, c orporation, association, partnership or other legal entity.  
“Personal information” a resident’s first name and last name or first initial and last name in 
combination with any 1 or more of the following data elements that relate to such resident:  
(a)  Social Security number;  
(b)  driver’s license number or state -issued identification card number; or  
(c)  financial account number, or credit or debit card number, with or without any required security 
code, access code, personal identification number or passwo rd, that would permit access to a 
resident’s financial account; provided, however, that “Personal information” shall not include 
information that is lawfully obtained from publicly available information, or from federal, state or 
local government records l awfully made available to the general public.  
“Substitute notice”, shall consist of all of the following: — 
(i)  electronic mail notice, if the person or agency has electronic mail addresses for the 
members of the affected class of Massachusetts residents;  
(ii)  clear and conspicuous posting of the notice on the home page of the person or agency if 
the person or agency maintains a website; and  
(iii)  publication in or broadcast through media or medium that provides notice throughout the 
commonwealth.  
(b)  The department of consumer affairs and business regulation may adopt regulations, from time 
to time, to revise the definition of “encrypted”, as used in this chapter, to reflect applicable 
technological advancements.  
History   
 
2007, 82, § 16.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 Matthew Bender & Company, Inc.,  
a member of the LexisNexis Group All rights reserved.  
 
 
End of Document"
8,,"Page 1 of 2 
HRS § 431:3B -302 
    
HRS § 431:3B -302 
 This document is current through Act 2 of the 2024 Legislative Session. Subject to changes by Revisor 
pursuant to HRS 23G -15. 
 
Michie's™ Hawaii Revised Statutes Annotated   >  Division 2. Business (Titles 22 — 27)  >  Title 24 Insurance 
(Chs. 431 — 435H)   >  Chapter 431 Insurance Code (Arts. 1 — 31)  >  Article 3B Insurance Data Security Law 
(Pts. I — III)  >  Part III. Cybersecurity Events (§§ 431:3B -301 — 431:3B -306) 
 
[§ 431:3B -302.] Notification of a cybersecurity event.   
 
(a)  Each licensee shall notify the commissioner as promptly as possible, but in no event later than 
three business days from a determination that a cybersecurity event impacting two hundred fifty or 
more consumers has occurred. If law enforcement officials ins truct a licensee not to distribute 
information regarding a cybersecurity event, the licensee shall not be required to provide 
notification until instructed to do so by law enforcement officials. Notification shall be provided 
when either of the following c riteria has been met:  
(1)  The licensee is domiciled in the State, in the case of an insurer, or the licensee’s home 
state is Hawaii, in the case of an independent insurance producer; or  
(2)  The licensee reasonably believes that the nonpublic information involved is of two 
hundred fifty or more consumers residing in the State and is a cybersecurity event that has a 
reasonable likelihood of materially harming:  
(A)  Any consumer residing in the State; or  
(B)  Any material part of the normal operation of the licensee.  
(b)  The licensee shall provide as much of the following information as possible and practicable 
and as promptly as possible:  
(1)  The date of the cybersecurity event;  
(2)  The description of how the nonpublic information was exposed, lost, stole n, or breached, 
including the specific roles and responsibilities of third -party service providers, if any;  
(3)  How the cybersecurity event was discovered;  
(4)  Whether any lost, stolen, or breached information has been recovered and, if so, how it 
was re covered;  
(5)  The identity of the source of the cybersecurity event;  
(6)  Whether the licensee has filed a police report or has notified any regulatory, government, 
or law enforcement agencies and, if so, when the notification was provided;"
9,,"Page 2 of 2 
HRS § 431:3B -302 
   (7)  A descript ion of the specific types of information acquired without authorization. For 
purposes of this paragraph, “specific types of information” means particular data elements, 
including but not limited to types of medical information, types of financial informati on, or 
types of information allowing identification of the consumer;  
(8)  The period during which the information system was compromised by the cybersecurity 
event;  
(9)  The number of total consumers in the State affected by the cybersecurity event. The 
licensee shall provide the best estimate in the initial notification to the commissioner and 
update this estimate with each subsequent notification to the commissioner pursuant to this 
section;  
(10)  The results of any internal review identifying a lapse in either automated controls or 
internal procedures, or confirming that all automated controls or internal procedures were 
followed;  
(11)  A description of efforts being undertaken to remediate the situation that permitted the 
cybersecurity event to occur;  
(12)  A copy of the licensee’s privacy policy and a statement outlining the steps the licensee 
will take to investigate and notify consumers affected by the cybersecurity event; and  
(13)  The name of a contact person who is both familiar with the cybersecuri ty event and 
authorized to act for the licensee.  
(c)  The licensee shall provide the information in electronic form as directed by the commissioner.  
(d)  The licensee shall have a continuing obligation to update and supplement initial and 
subsequent notifi cations to the commissioner regarding material changes to previously provided 
information concerning the cybersecurity event.  
(e)  This section shall not supersede any reporting requirements in chapter 487N.  
History   
 
L 2021, c 112, § 2, effective July 1,  2021.  
 
Michie's™ Hawaii Revised Statutes Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
