,question,chunks
0,"Are there any gaps in the requirements for incident response planning and reporting, potentially leading to delays or inadequate responses to cyber incidents?","Page 4 of 5 
ORC Ann. 3965.02  
   (3)  Internal or external threats to information;  
(4)  The licensee’s own changing business arrangements, such as mergers and acquisitions, 
alliances and joint ventures, outsourcing arrangements, and changes to information systems.  
(H)   
(1)  As part of its information security program, each licensee shall establish a written incident 
response plan designed to promptly respond to, and recover from, any cybersecurity event that 
compromises the confidentiality, integrity, or availability of nonpublic information in its 
possession, the licensee’s information systems, or the continuing functionality of any aspect of 
the licensee’s business or opera tions.  
(2)  The incident response plan described in division (H) (1) of this section shall address all of 
the following areas:  
(a)  The internal process for responding to a cybersecurity event;  
(b)  The goals of the incident response plan;  
(c)  The definit ion of clear roles, responsibilities, and levels of decision -making authority;  
(d)  External and internal communications and information sharing;  
(e)  Identification of requirements for the remediation of any identified weaknesses in 
information systems an d associated controls;  
(f)  Documentation and reporting regarding cybersecurity events and related incident 
response activities;  
(g)  The evaluation and revision as necessary of the incident response plan following a 
cybersecurity event.  
(I)   
(1)  By the fifteenth day of February of each year, unless otherwise permitted to file on the first 
day of June in division (I)(2) of this section, each insurer domiciled in this state shall submit to 
the superintendent of insurance a written statement certifying that  the insurer is in compliance 
with the requirements set forth in this section. Each insurer shall maintain for examination by 
the department of insurance all records, schedules, and data supporting this certificate for a 
period of five years. To the extent  an insurer has identified areas, systems, or processes that 
require material improvement, updating, or redesign, the insurer shall document the 
identification and the remedial efforts planned and underway to address such areas, systems, or 
processes. Such  documentation must be available for inspection by the superintendent.  
(2)  Notwithstanding division (I)(1) of this section, an insurer domiciled in this state and 
licensed exclusively to conduct business in this state and no other state shall be permitted  to 
submit to the superintendent of insurance a written statement certifying that the insurer is in 
compliance with the requirements set forth in this section as part of the insurer’s corporate 
governance annual disclosure required by section 3901.073 of t he Revised Code.  
(J)  A licensee that meets the requirements of this chapter shall be deemed to have implemented a 
cybersecurity program that reasonably conforms to an industry -recognized cybersecurity 
framework for the purposes of Chapter 1354. of the Rev ised Code."
1,,"Page 2 of 4 
ORC Ann. 3965.04  
   (d)  Whether any lost, stolen, or breached infor mation has been recovered and if so, how 
this was done;  
(e)  The identity of the source of the cybersecurity event;  
(f)  Whether the licensee has filed a police report or has notified any regulatory, 
government, or law enforcement agencies and, if so, when  such notification was provided;  
(g)  A description of the specific types of information acquired without authorization. 
“Specific types of information” means particular data elements, including types of medical 
information, types of financial information,  or types of information allowing identification 
of the consumer.  
(h)  The period during which the information system was compromised by the 
cybersecurity event;  
(i)  The number of total consumers in this state affected by the cybersecurity  event. The 
licensee shall provide the best estimate in the initial report to the superintendent and update 
this estimate with each subsequent report to the superintendent pursuant to this section.  
(j)  The results of any internal review identifying a laps e in either automated controls or 
internal procedures, or confirming that all automated controls or internal procedures were 
followed;  
(k)  A description of efforts being undertaken to remediate the situation that permitted the 
cybersecurity event to occur ; 
(l)  A copy of the licensee’s privacy policy and a statement outlining the steps the licensee 
will take to investigate and notify consumers affected by the cybersecurity event;  
(m)  The name of a contact person who is both familiar with the cybersecurity  event and 
authorized to act for the licensee.  
(2)  The licensee shall provide the information in electronic form as directed by the 
superintendent. The licensee shall have a continuing obligation to update and supplement 
initial and subsequent notificatio ns to the superintendent regarding material developments 
relating to the cybersecurity event.  
(C)  A licensee shall comply with section 1349.19 of the Revised Code as applicable and provide a 
copy of the notice sent to consumers under that section to the s uperintendent, when the licensee is 
required to notify the superintendent under division (A) of this section.  
(D)   
(1)  If a licensee becomes aware of a cybersecurity event in a system maintained by a third -
party service provider, the licensee shall treat  the event as it would under division (A) of this 
section.  
(2)  The computation of the licensee’s deadlines specified in this section shall begin on the day 
after the third -party service provider notifies the licensee of the cybersecurity event or the 
licensee otherwise has actual knowledge of the cybersecurity event, whichever is sooner.  
(3)  Nothing in this chapter shall prevent or abrogate an agreement between a licensee and 
another licensee, a third -party service provider, or any other party to fulfill any of the"
2,,"Page 1 of 2 
R.I. Gen. Laws § 42 -7-9 
    
R.I. Gen. Laws § 42 -7-9 
Current through Chapter 24 of the 2024 Session  
 
General Laws of Rhode Island   >  Title 42 State Affairs and Government (Chs. 1 — 42-165)  >  Chapter 7 
Executive Department (§§ 42 -7-1 — 42-7-9) 
 
42-7-9. Cybersecurity incident response group.   
 
(a)  The governor shall establish a cybersecurity  incident response group, which shall include the 
superintendent of the Rhode Island state police, or designee; the adjutant general of the Rhode 
Island national guard, or designee; the director of the Rhode Island division of information 
technology, or de signee; the director of the Rhode Island emergency management agency, or 
designee; the executive director of the Rhode Island League of Cities and Towns, or designee; and 
the secretary of state, or designee.  
(b)  The cybersecurity incident response group s hall: 
(1)  Establish communication protocols in the event of a breach of cybersecurity in any agency 
or public body. The protocols shall include, but not be limited to:  
(i)  A list of potential cybersecurity breaches that would require reporting;  
(ii)  State and local entities covered within the communication plan;  
(iii)  Mechanisms to communicate a cybersecurity breach in a timely manner to members 
of the public and other relevant parties who may be affected by the breach; and  
(iv)  Primary contact at each  agency or public body.  
(c)  The cybersecurity incident response group shall also establish long -term policy planning and 
goals for the state and municipalities regarding evolving cybersecurity threats and how to address 
them in a coordinated manner.  
(d)  The cybersecurity incident response group shall be subject to chapter 46 of this title (open 
meetings) and chapter 2 of title 38 (access to public records).  
History   
 
P.L. 2022, ch. 59, § 3, effective June 15, 2022; P.L. 2022, ch. 60, § 3, effective June 15, 2022.  
 
General Laws of Rhode Island  
Copyright © 2024 All rights reserved."
3,,"Page 2 of 2 
HRS § 128B -1 
   (3)  Improving the State’s cybersecurity by using existing resources within the State;  
(4)  Examining spec ific requirements and actions to accelerate the growth of the cybersecurity 
industry in the State;  
(5)  Defining the requirements and opportunities to secure state, federal, and private moneys 
for cybersecurity activities and related educational programs;  
(6)  Forming partnerships to implement cyber resiliency structures and protocol to identify and 
share information about possible cyber -attacks and mitigate damage and recover quickly and 
efficiently from cyber -attacks; and  
(7)  Expanding the State’s cybers ecurity and cyber resiliency understanding and workforce 
through education.  
(e)  The coordinator may request the assistance of other departments, agencies, and private 
companies, both inside and outside of the State to carry out its duties.  
(f)  For the pu rposes of this section:  
“Coordinator” shall mean the Hawaii cybersecurity, economic, education, and infrastructure 
security coordinator.  
“Cyber resiliency” shall mean the ability to complete vulnerability assessments, identify 
potential cyber -attacks, miti gate losses from cyber -attacks, and recover quickly and efficiently 
from cyber -attacks.  
History   
 
L 2014, c 129, § 2, effective July 1, 2014; am L 2020, c 70, § 3, effective September 15, 2020; am L 2022, 
c 278, § 40, effective January 1, 2024.  
 
Michie's™  Hawaii Revised Statutes Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
4,,"Page 3 of 4 
Wis. Stat. § 601.952  
   (e)  No less than annually, assess the effectiveness of security safeguards, including key 
controls, systems, and procedures.  
(f)  Include cybersecurity risks in the licensee’s enterprise risk management process.  
(g)  Utilize reasonable security measures when sharing information, taking into consideration 
the character of the sharing and the type of information shared.  
(h)  Provide personnel with cybersecurity awareness training that is updated as necessary.  
(4) Progr am adjustments.   The licensee shall monitor, evaluate, and adjust the information 
security program under sub. (1) consistent with changes in technology, the sensitivity of the 
nonpublic information, internal and external threats to nonpublic information, and changes to the 
licensee’s business operations, outsourcing arrangements, and information systems. If a licensee 
identifies areas, systems, or processes that require material improvement, updating, or redesign, 
the licensee shall document the identifica tion and remedial efforts to address the areas, systems, or 
processes. The licensee shall maintain the documentation for a period of at least 5 years starting 
from the date the documentation was created and shall produce the documentation upon demand of 
the commissioner.  
(5) Incident response plan.   As part of its information security program, a licensee shall develop 
an incident response plan to promptly respond to, and recover from, a cybersecurity event that 
compromises the confidentiality, integrity, o r availability of nonpublic information, the licensee’s 
information systems, or the continuing functionality of any aspect of the licensee’s business or 
operations. The incident response plan shall be in writing and address all of the following:  
(a)  The g oals of the incident response plan.  
(b)  The internal process for responding to a cybersecurity event.  
(c)  The identification of clear roles, responsibilities, and levels of decision -making authority 
during and immediately following a cybersecurity event.  
(d)  The external and internal communications and information sharing during and 
immediately following a cybersecurity event.  
(e)  Requirements for the remediation of identified weaknesses in the information systems and 
associated controls.  
(f)  The repor ting and documentation of a cybersecurity event and related incident response 
activities.  
(g)  The evaluation and revision of the incident response plan following a cybersecurity event.  
(6) Oversight of 3rd -party service provider arrangements.   If applica ble, no later than 2 years 
after the effective date of this subsection.... [LRB inserts date], a licensee shall exercise due 
diligence when selecting any 3rd -party service provider. The licensee shall make reasonable 
efforts to require a 3rd -party service provider to do all of the following:  
(a)  Implement appropriate administrative, technical, and physical measures to protect and 
secure the information systems and nonpublic information that are accessible to or held by the 
3rd-party service provider.  
(b)  Report a cybersecurity event under s. 601.954."
5,,"Page 2 of 4 
Wis. Stat. § 601.954  
   6.  A description of efforts to address the circumstances that allowed the cybersecurity 
event to occur.  
7.  The results of any internal review related to the cybersecurity event, including the 
identification of a lapse in automated controls or internal procedures.  
8.  Whether the licensee notified a government body, self -regulatory agency, or o ther 
supervisory entity of the cybersecurity event and, if applicable, the date the notification 
was provided.  
9.  A copy of the licensee’s privacy policy and a statement outlining the steps the licensee 
will take, or has taken, to investigate and notify c onsumers affected by the cybersecurity 
event.  
10.  The name of a contact person who is familiar with the cybersecurity event and 
authorized to act for the licensee.  
(c)  The licensee shall update and supplement the information provided under par. (b) to 
address material changes to the information as additional information becomes available to the 
licensee.  
(2)   
(a) Notice to consumers and producers of record.   Notice to consumers. If a licensee knows 
that nonpublic information of a consumer in the licensee’s possession has been acquired by a 
person whom the licensee has not authorized to acquire the nonpublic information, the licensee 
shall make reasonable efforts to notify each consumer who is the subject of the nonpublic 
information. The notice sh all indicate that the licensee knows of the unauthorized acquisition 
of nonpublic information pertaining to the consumer.  
(b) Notice to consumer reporting agencies.   If, as the result of a single incident, a licensee is 
required under par. (a) to notify 1 ,000 or more consumers, the licensee shall without 
unreasonable delay notify all consumer reporting agencies that compile and maintain files on 
consumers on a nationwide basis, as defined in 15 USC 1681a (p), of the timing, distribution, 
and content of the  notices sent to the consumers.  
(c) Exceptions.   Notwithstanding pars. (a) and (b), a licensee is not required to provide notice 
of the acquisition of nonpublic information if any of the following applies:  
1.  The acquisition of nonpublic information does  not create a material risk of identity theft 
or fraud to the individual who is the subject of the nonpublic information.  
2.  The nonpublic information was acquired in good faith by an employee or agent of the 
licensee and is used for a lawful purpose of t he licensee.  
(d) Timing and manner of notice; other requirements.   
1.  Subject to par. (h), a licensee shall provide the notice required under par. (a) within a 
reasonable time, not to exceed 45 days after the licensee learns of the acquisition of 
nonpubl ic information. A determination as to reasonableness under this subdivision shall 
include consideration of the number of notices that the licensee must provide and the 
methods of communication available to the licensee."
6,,"Trayce Hockstad   
Md. State Finance and Procurement Code Ann. § 3.5-407 
 Current through all legislation from the 2023 Regular Session of the General Assembly.  
 
Michie’s™ Annotated Code of Maryland   >  State Finance and Procurement (Divs. I — II)  >  Division I. State 
Finance. (Titles 1 — 10A)   >  Title 3.5. Departmen t of Information Technology. (Subts. 1 — 7)  >  Subtitle 4. 
Telecommunications. (§§ 3.5 -401 — 3.5-407) 
 
§ 3.5 -407. Local cybersecurity preparedness and response plans — Report of 
incidents.    
 
(a)  This section does not apply to municipal governments.  
(b)  In a manner and frequency established in regulations adopted by the Department, each county 
government, local school system, and local health department shall:  
(1)  in consultation with the local emergency manager, create or update a cybersecurity  
preparedness and response plan; and  
(2)  complete a cybersecurity preparedness assessment.  
(c)  The assessment required under paragraph (b)(2) of this section may, in accordance with the 
preference of each county government, be performed by the Department  or by a vendor authorized 
by the Department.  
(d)   
(1)  Each local government shall report a cybersecurity incident, including an attack on a State 
system being used by the local government, to the appropriate local emergency manager and 
the State Securit y Operations Center in the Department in accordance with paragraph (2) of 
this subsection.  
(2)  For the reporting of cybersecurity incidents to local emergency managers under 
subparagraph (i) of this paragraph, the State Chief Information Security Officer shall 
determine:  
(i)  the criteria for determining when an incident must be reported;  
(ii)  the manner in which to report; and  
(iii)  the time period within which a report must be made.  
(3)  The State Security Operations Center shall immediately notify the  appropriate agencies of 
a cybersecurity incident reported under this subsection through the State Security Operations 
Center.  
History"
7,,"Page 2 of 2 
Md. State Finance and Procurement Code Ann. § 3.5 -406 
 Trayce Hockstad   9.  cybersecurity;  
(x)  any major information technology initiatives to modernize the unit’s information 
technology systems or improve customer access to State and local services;  
(xi)  the unit’s plans for future fiscal years to implement the unit’s information technology 
goals;  
(xii)  compliance with timelines and metrics provided in the Departm ent’s master plan; and  
(xiii)  any other key performance indicators required by the Office of Security 
Management to track compliance or consistency with the Department’s statewide 
information technology master plan.  
(b)   
(1)  Each unit of State governmen t shall report a cybersecurity incident in accordance with 
paragraph (2) of this subsection to the State Chief Information Security Officer.  
(2)  For the reporting of cybersecurity incidents under paragraph (1) of this subsection, the 
State Chief Informati on Security Officer shall determine:  
(i)  the criteria for determining when an incident must be reported;  
(ii)  the manner in which to report; and  
(iii)  the time period within which a report must be made.  
History   
 
2022, ch. 242, § 2.  
 
Michie’s™ Annotated Code of Maryland  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
8,,"Page 2 of 2 
Md. Public Utility Companies Code Ann. § 5 -306 
 Trayce Hockstad   (1)  Each public service company shall report, in accordance with the process established 
under paragraph (2) of this subsection, a cybersecurity incident, including an attack on a 
system being used by the public ser vice company, to the State Security Operations Center in 
the Department of Information Technology.  
(2)  The State Chief Information Security Officer, in consultation with the Commission, shall 
establish a process for a public service company to report cybersecurity incidents under 
paragraph (1) of this subsection, including establishing:  
(i)  the criteria for determining the circumstances under which a cybersecurity incident 
must be reported;  
(ii)  the manner in which a cybersecurity incident must be re ported; and  
(iii)  the time period within which a cybersecurity incident must be reported.  
(3)  The State Security Operations Center shall immediately notify appropriate State and local 
agencies of a cybersecurity incident reported under this subsection.  
History   
 
2023, ch. 499, § 1.  
 
Michie’s™ Annotated Code of Maryland  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
9,,"Page 4 of 5 
Md. Insurance Code Ann. § 33 -103 
 Trayce Hockstad   (ii)  receive a report from the delegates that complies with the requirements for the report 
to the board of directors under paragraph (1) of this subsection.  
(h)  A carrier shall require a third -party service provider to implement appropriate administrative, 
technical, and physical measures to protect and secure the information systems and nonpublic 
information that are accessible to or held by the third -party service provider.  
(i)   
(1)  Each carrier shall establish a written incident response plan designed to promptly respond 
to, and recover from, any cybersecurity event that compromises the confidentiality, integrity, 
or availability of nonpublic information in its possession, the carrier’s information systems, or 
the continuing functionality of any aspect of the carrier’s business  or operations.  
(2)  The incident response plan shall address the following areas:  
(i)  the internal process for responding to a cybersecurity event;  
(ii)  the goals of the incident response plan;  
(iii)  the definition of clear roles, responsibilities, and  levels of decision -making authority;  
(iv)  external and internal communications and information sharing;  
(v)  identification of requirements for the remediation of identified weaknesses in 
information systems and associated controls;  
(vi)  documentation a nd reporting regarding cybersecurity events and related incident 
response activities; and  
(vii)  the evaluation and revision, as necessary, of the incident response plan following a 
cybersecurity event.  
(j)   
(1)  Except as provided in subsection (k) of this section, on or before April 15 each year, each 
carrier shall submit to the Commissioner a written statement certifying that the carrier is in 
compliance with the requirements set forth in this section.  
(2)  Each carrier shall maintain for examination by the Commissioner all records, schedules, 
and data supporting this certificate for a period of 5 years.  
(k)  A carrier that is not domiciled in the State is exempt from the provisions of subsection (j)(1) 
of this section if the carrier:  
(1)   
(i)  is dom iciled in another United States insuring jurisdiction that has adopted a law or 
regulation that is substantially similar to this section;  
(ii)  is subject to that law or regulation;  
(iii)  is required to file a certification of compliance with its domestic  regulator under that 
law or regulation; and  
(iv)  actually files the required certification with its domestic regulator; or  
(2)"
