,question,chunks
0,How do state cybersecurity regulations address the security requirements for emerging technologies such as artificial intelligence or blockchain?,"Page 2 of 2 
ORC Ann. 1354.03  
   (a)  The security requirements of the “Health Insurance Portability and Accountability 
Act of 1996,” as set forth in 45  CFR Part 164 Subpart C;  
(b)  Title V of the “Gramm -Leach -Bliley Act of 1999,” Public Law 106 -102, as 
amended;  
(c)  The “Federal Information Security Modernization Act of 2014,” Public Law 113 -
283; 
(d)  The “Health Information Technology for Economic and C linical Health Act,” as 
set forth in 45 CFR part 162.  
(2)  When a framework listed in division (B)(1) of this section is amended, a covered entity 
whose cybersecurity program reasonably conforms to that framework shall reasonably 
conform to the amended fra mework not later than one year after the effective date of the 
amended framework.  
(C)   
(1)  The cybersecurity program reasonably complies with both the current version of the 
“payment card industry (PCI) data security standard” and conforms to the current  version 
of another applicable industry recognized cybersecurity framework listed in division (A) of 
this section, subject to divisions (C)(2) and (D) of this section.  
(2)  When a final revision to the “PCI data security standard” is published, a covered entity 
whose cybersecurity program reasonably complies with that standard shall reasonably 
comply with the revised standard not later than one year after the publication date  stated in 
the revision.  
(D)  If a covered entity’s cybersecurity program reasonably conforms to a combination of 
industry recognized cybersecurity frameworks, or complies with a standard, as in the case of 
the payment card industry (PCI) data security sta ndard, as described in division (A) or (C) of 
this section, and two or more of those frameworks are revised, the covered entity whose 
cybersecurity program reasonably conforms to or complies with, as applicable, those 
frameworks shall reasonably conform to  or comply with, as applicable, all of the revised 
frameworks not later than one year after the latest publication date stated in the revisions.  
History   
 
2018 sb220, § 1, effective November 2, 2018.  
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 Al l rights reserved.  
 
 
End of Document"
1,,"Page 3 of 5 
ORC Ann. 3965.02  
   (i)  Include audit trails within the information security program designed to detect and 
respond to cybersecurity events and designed to reconstruct material financial transactions 
sufficient to support normal oper ations and obligations of the licensee;  
(j)  Implement measures to protect against destruction, loss, or damage of nonpublic 
information due to environmental hazards, such as fire and water damage or other 
catastrophes or technological failures;  
(k)  Devel op, implement, and maintain procedures for the secure disposal of nonpublic 
information in any format.  
(3)  Include cybersecurity risks in the licensee’s enterprise risk management process;  
(4)  Stay informed regarding emerging threats or vulnerabilities a nd utilize reasonable security 
measures when sharing information relative to the character of the sharing and the type of 
information shared;  
(5)  Provide its personnel with cybersecurity awareness training that is updated as necessary to 
reflect risks ide ntified by the licensee in the risk assessment.  
(E)  If the licensee has a board of directors, the board or an appropriate committee of the board 
shall, at a minimum, do all of the following:  
(1)  Require the licensee’s executive management or its delegate s to develop, implement, and 
maintain the licensee’s information security program;  
(2)  Require the licensee’s executive management or its delegates to report in writing at least 
annually, all of the following information:  
(a)  The overall status of the information security program and the licensee’s compliance 
with this chapter;  
(b)  Material matters related to the information security program, addressing issues such as 
risk assessment, risk management and control decisions, third -party service provider 
arrangements, results of testing, cybersecurity events or violations and management’s 
responses thereto, and recommendations for changes in the information security program.  
(3)  If executive management delegates any of its responsibilities under this sect ion, it shall 
oversee the development, implementation, and maintenance of the licensee’s information 
security program prepared by the delegates and shall require the delegates to submit a report 
that complies with the requirements of division (E)(2) of thi s section.  
(F)   
(1)  A licensee shall exercise due diligence in selecting its third -party service provider.  
(2)  A licensee shall require a third -party service provider to implement appropriate 
administrative, technical, and physical measures to protect a nd secure the information systems 
and nonpublic information that are accessible to, or held by, the third -party service provider.  
(G)  The licensee shall monitor, evaluate, and adjust, as appropriate, the information security 
program consistent with all of  the following:  
(1)  Any relevant changes in technology;  
(2)  The sensitivity of its nonpublic information;"
2,,"Page 2 of 4 
ORC Ann. 125.18  
   (6)  Employ a chief information security officer who is responsible for the impl ementation of 
the policies and procedures described in division (B)(5) of this section and for coordinating the 
implementation of those policies and procedures in all of the state agencies;  
(7)  Employ a chief privacy officer who is responsible for advisin g state agencies when 
establishing policies and procedures for the security of personal information and developing 
education and training programs regarding the state’s security procedures;  
(8)  Establish policies on the purchasing, use, and reimbursement for use of handheld 
computing and telecommunications devices by state agency employees;  
(9)  Establish policies for the reduction of printing and for the increased use of electronic 
records by state agencies;  
(10)  Establish policies for the reduction of e nergy consumption by state agencies;  
(11)  Compute the amount of revenue attributable to the amortization of all equipment 
purchases and capitalized systems from information technology service delivery and major 
information technology purchases, MARCS admi nistration, and enterprise applications 
operating appropriation items and major computer purchases capital appropriation items that is 
recovered as part of the information technology services rates the department of administrative 
services charges and depo sits into the information technology fund created in section 125.15 of 
the Revised Code, and the user fees the department of administrative services charges and 
deposits in the MARCS administration fund created in section 4501.29 of the Revised Code, 
the rates the department of administrative services charges to benefiting agencies for the 
operation and management of information technology applications and deposits in the 
enterprise applications fund. The enterprise applications fund is hereby created in th e state 
treasury.  
(12)  Regularly review and make recommendations regarding improving the infrastructure of 
the state’s cybersecurity operations with existing resources and through partnerships between 
government, business, and institutions of higher educa tion; 
(13)  Assist, as needed, with general state efforts to grow the cybersecurity industry in this 
state.  
(C)   
(1)  The chief information security officer shall assist each state agency with the development 
of an information technology security strategi c plan and review that plan, and each state 
agency shall submit that plan to the state chief information officer. The chief information 
security officer may require that each state agency update its information technology security 
strategic plan annually a s determined by the state chief information officer.  
(2)  Prior to the implementation of any information technology data system, a state agency 
shall prepare or have prepared a privacy impact statement for that system.  
(D)  When a state agency requests a p urchase of information technology supplies or services under 
Chapter 125. of the Revised Code, the state chief information officer may review and reject the 
requested purchase for noncompliance with information technology direction, plans, policies, 
standa rds, or project -alignment criteria."
3,,"Page 1 of 2 
ORC Ann. 1354.02  
    
ORC Ann. 1354.02  
Current through File 21 of the 135th General Assembly (2023 -2024).  
 
Page’s Ohio Revised Code Annotated   >  Title 13: Commercial Transactions — Other Commercial Transactions 
(Chs. 1301 — 1355)   >  Chapter 1354: Safe Harbor for Cybersecurity Programs  (§§ 1354.01 — 1354.05)  
 
§ 1354.02 Cybersecurity requirements to seek affirmative defense.   
 
(A)  A covered entity seeking an affirmative defense under sections 1354.01 to 1354.05 of the 
Revised Code shall do one of the following:  
(1)  Create, maintain, and comply with a written cybersecurity program that contains 
administrative, technical, and physical  safeguards for the protection of personal information 
and that reasonably conforms to an industry recognized cybersecurity framework, as described 
in section 1354.03 of the Revised Code; or  
(2)  Create, maintain, and comply with a written cybersecurity pr ogram that contains 
administrative, technical, and physical safeguards for the protection of both personal 
information and restricted information and that reasonably conforms to an industry recognized 
cybersecurity framework, as described in section 1354.0 3 of the Revised Code.  
(B)  A covered entity’s cybersecurity program shall be designed to do all of the following with 
respect to the information described in division (A)(1) or (2) of this section, as applicable:  
(1)  Protect the security and confidential ity of the information;  
(2)  Protect against any anticipated threats or hazards to the security or integrity of the 
information;  
(3)  Protect against unauthorized access to and acquisition of the information that is likely to 
result in a material risk of identity theft or other fraud to the individual to whom the 
information relates.  
(C)  The scale and scope of a covered entity’s cybersecurity program under division (A)(1) or (2) 
of this section, as applicable, is appropriate if it is based on all of the f ollowing factors:  
(1)  The size and complexity of the covered entity;  
(2)  The nature and scope of the activities of the covered entity;  
(3)  The sensitivity of the information to be protected;  
(4)  The cost and availability of tools to improve information  security and reduce 
vulnerabilities;  
(5)  The resources available to the covered entity.  
(D)"
4,,"Page 1 of 2 
ORC Ann. 1354.03  
    
ORC Ann. 1354.03  
Current through File 21 of the 135th General Assembly (2023 -2024).  
 
Page’s Ohio Revised Code Annotated   >  Title 13: Commercial Transactions — Other Commercial Transactions 
(Chs. 1301 — 1355)   >  Chapter 1354: Safe Harbor for Cybersecurity Programs  (§§ 1354.01 — 1354.05)  
 
§ 1354.03 Reasonably confirms to industry standard.   
 
A covered entity’s cybersecurity program, as described in section 1354.02 of the Revised Code, 
reasonably conforms to an industry recognized cybersecurity framework for purposes of that 
section if division (A), (B), or (C) of this section is satisfied.  
(A)   
(1)  The cyberse curity program reasonably conforms to the current version of any of the 
following or any combination of the following, subject to divisions (A)(2) and (D) of this 
section:  
(a)  The “framework for improving critical infrastructure cybersecurity” developed b y 
the “national institute of standards and technology” (NIST);  
(b)  “NIST special publication 800 -171”;  
(c)  “NIST special publications 800 -53 and 800 -53a”;  
(d)  The “federal risk and authorization management program (FedRAMP) security 
assessment framework ”; 
(e)  The “center for internet security critical security controls for effective cyber 
defense”;  
(f)  The “international organization for standardization/international electrotechnical 
commission 27000 family - information security management systems.”  
(2)  When a final revision to a framework listed in division (A)(1) of this section is 
published, a covered entity whose cybersecurity program reasonably conforms to that 
framework shall reasonably conform to the revised framework not later than one year a fter 
the publication date stated in the revision.  
(B)   
(1)  The covered entity is regulated by the state, by the federal government, or both, or is 
otherwise subject to the requirements of any of the laws or regulations listed below, and the 
cybersecurity  program reasonably conforms to the entirety of the current version of any of 
the following, subject to division (B)(2) of this section:"
5,,"Trayce Hockstad   
ALM GL ch. 93H, § 2  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 2. Rules and Regulations.   
 
(a)  The department of consumer affairs and business regulation shall adopt regulations relative to 
any person that owns or licenses personal information about a resident of the commonwealth. Such 
regulations shall be  designed to safeguard the personal information of residents of the 
commonwealth and shall be consistent with the safeguards for protection of personal information 
set forth in the federal regulations by which the person is regulated. The objectives of the  
regulations shall be to: insure the security and confidentiality of customer information in a manner 
fully consistent with industry standards; protect against anticipated threats or hazards to the 
security or integrity of such information; and protect aga inst unauthorized access to or use of such 
information that may result in substantial harm or inconvenience to any consumer. The regulations 
shall take into account the person’s size, scope and type of business, the amount of resources 
available to such pe rson, the amount of stored data, and the need for security and confidentiality of 
both consumer and employee information.  
(b)  The supervisor of records, with the advice and consent of the information technology division 
to the extent of its jurisdiction t o set information technology standards under paragraph (d) of 
section 4A of chapter 7, shall establish rules or regulations designed to safeguard the personal 
information of residents of the commonwealth that is owned or licensed. Such rules or regulations  
shall be applicable to: (1) executive offices and any agencies, departments, boards, commissions 
and instrumentalities within an executive office; and (2) any authority created by the General 
Court, and the rules and regulations shall take into account th e size, scope and type of services 
provided thereby, the amount of resources available thereto, the amount of stored data, and the 
need for security and confidentiality of both consumer and employee information. The objectives 
of the rules or regulations s hall be to: insure the security and confidentiality of personal 
information; protect against anticipated threats or hazards to the security or integrity of such 
information; and to protect against unauthorized access to or use of such information that coul d 
result in substantial harm or inconvenience to any resident of the commonwealth.  
(c)  The legislative branch, the judicial branch, the attorney general, the state secretary, the state 
treasurer and the state auditor shall adopt rules or regulations designed to safeguard the personal 
information of residents of the commonwealth for their respective departments and shall take into 
account the size, scope and type of services provided by their departments, the amount of 
resources available thereto, the amount of stored data, and the need for security and confidentiality 
of both consumer and employee information. The objectives of the rules or regulations shall be to:"
6,,"Trayce Hockstad   
ALM GL ch. 7D, § 7  
Current through Chapter 59 of the 2024 Legislative Session of the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE II EXECUTIVE AND ADMINISTRATIVE OFFICERS OF THE COMMONWEALTH (Chs. 6 - 28A)   >  
TITLE II EXECUTIVE AND ADMINISTRATIVE OFFICERS OF THE COMMONWEALTH (Chs. 6 — 28A)   
>  Chapter 7D Massachusetts Office of [Technology Services and Security] (§§ 1 — 11) 
 
§ 7. Contracts for IT Expenditures; Project Oversight; Policies, Standards and 
Guidelines.   
 
(a)  The CIO shall determine and set a minimum financial threshold above which any proposed IT 
expenditure by a state agency shall be reviewed and approved by the office. The CIO may suspend 
an expenditure related to IT until approval has been granted by the office. The operational services 
division and the comptroller shall adopt procedures and policies to ensure cooperation with the 
executive office of technology services and security’s IT procurement review policies and shall 
assist in enforcing them.  
(b)  All state agency contracts for IT sh all require the approval of the CIO. The executive office of 
technology services and security may require that it be named as a party to any IT contract that any 
agency or office within the executive department enters into. The CIO may negotiate state agen cy 
IT contracts and amendments to existing contracts entered into by a state agency for information 
technology services in order to expand the scope of the contract, extend the term of the contract, 
improve delivery of services under the contract or to saf eguard information from threats to cyber 
security. The office shall review long -term contracts for information technology services on a 
quarterly basis to ensure that services delivered pursuant to those contracts are provided in a 
timely and cost -effectiv e manner to the commonwealth. If the CIO determines that information 
technology services under any such contract could be improved, the office shall consult and 
negotiate with each agency and contractor who is a party to the existing contract to obtain ter ms 
and conditions more favorable to the commonwealth.  
(c)  For IT projects that present a complex set of challenges as defined in an administrative 
directive promulgated by the executive office of technology services and security, the executive 
office of technology services and security may establish a project oversight function that may 
include the formation of a committee to develop criteria and benchmarks to evaluate the project 
and advise the executive office of technology services and security as to w hether the project is 
accomplishing its objectives.  A committee established pursuant to this section may include 
members from the private sector; provided, however, that members shall have no financial interest 
in the project overseen by the committee.  
(d)  The CIO shall adopt policies, standards and guidelines governing information technology 
procurement, development and maintenance, specifically including provisions for:"
7,,"Trayce Hockstad   
ALM GL ch. 40J, § 4H  
Current through Chapter 59 of the 2024 Legislative Session of the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE VII CITIES, TOWNS AND DISTRICTS (Chs. 39 - 49A)   >  TITLE VII CITIES, TOWNS AND 
DISTRICTS (Chs. 39 — 49A)   >  Chapter 40J Massa chusetts Technology Park Corporation (§§ 1 — 13) 
 
§ 4H. Massachusetts Cybersecurity Innovation Fund.   
 
(a)  In order to grow the cybersecurity industry cluster in the commonwealth and protect against 
cybersecurity  threats, there is hereby established and set up on the books of the corporation the 
Massachusetts Cybersecurity Innovation Fund, hereinafter referred to as the fund, to which shall 
be credited the proceeds of any bonds or notes of the commonwealth issued for the purpose, and 
any appropriations designated by the general court to be credited thereto. The fund shall be 
administered by the corporation. The corporation shall hold the fund in an account or accounts 
separate from other funds of the corporation. T he purpose of the fund shall be to: (i) support 
facilities, hardware and software used to develop or test cybersecurity solutions and enable the 
growth of innovative ideas to address cybersecurity threats; (ii) accelerate the growth of the 
cybersecurity cl uster and related clusters; (iii) expand employment opportunities and address talent 
pipeline needs in the cybersecurity industry and related industries for the residents of the 
commonwealth, including, but not limited to, women, minorities, veterans, and unemployed and 
underemployed individuals, through workforce training; (iv) match public and private universities 
with industry participants to develop cybersecurity technology and expand other relevant 
capabilities; (v) provide for the monitoring and detec tion of threat activity in order to investigate 
or mitigate cybersecurity incidents; and (vi) promote the development and implementation of 
educational programs within the commonwealth’s public schools, kindergarten to grade 12, 
inclusive, and public insti tutions of higher education through collaboration with Massachusetts 
Computing Attainment Network.  
[There is no subsection (b).]  
History   
 
2018, 228, § 11, effective August 3, 2018; 2021, 24, § 21, effective July 1, 2021.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
8,,"Page 2 of 2 
ALM GL ch. 40J, § 4G  
 Trayce Hockstad   (b)  To support effective planning and implementation of the matching grant fund, the corporation 
shall develop program guidelines or regulations in consultation with the University of 
Massachusetts  and such other institutions or persons as deemed appropriate by the corporation. 
The corporation shall annually file a report with the joint committee on higher education and the 
house and senate committees on ways and means detailing the grants awarded u nder this section.  
(c)  Notwithstanding the requirements of subsections (a) and (b), the fund may be used to support 
technology and innovation ecosystems through grants or loans for facilities that foster innovation, 
demonstration, research and product development in emerging tec hnologies and systems of 
strategic importance to the commonwealth including, but not limited to, artificial intelligence, 
robotics, quantum computing, advanced manufacturing, cyber security, financial technology, 
blockchain and marine technologies. Grants may be made to public entities, public or private 
universities or private business entities; provided, however, that a private university or business 
entity shall not be eligible for assistance from the fund unless the corporation has made a finding 
that a  grant to such university or entity will result in a significant public benefit and the private 
benefit is incidental to a legitimate public purpose. Capital assets acquired with grant funds may be 
privately -owned or leased to a private entity if necessary  to achieve the public purpose of the 
grant.  
(d)  Annually, not later than October 1, the corporation shall file a report with clerks of the senate 
and house of representatives, the joint committee on higher education, the joint committee on 
economic devel opment and emerging technologies and the senate and house committees on ways 
and means detailing the grants and loans issued under this section.  
History   
 
2012, 238, § 18; 2016, 219, § 33, effective August 10, 2016; 2021, 29, § 13, effective July 29, 2021 . 
 
Annotated Laws of Massachusetts  
Copyright © 2024 Matthew Bender & Company, Inc.,  
a member of the LexisNexis Group All rights reserved.  
 
 
End of Document"
9,,"Trayce Hockstad   
ALM GL ch. 40J, § 6J  
Current through Chapter 59 of the 2024 Legislative Session of the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE VII CITIES, TOWNS AND DISTRICTS (Chs. 39 - 49A)   >  TITLE VII CITIES, TOWNS AND 
DISTRICTS (Chs. 39 — 49A)   >  Chapter 40J Massa chusetts Technology Park Corporation (§§ 1 — 13) 
 
§ 6J. Massachusetts Cybersecurity Center.   
 
(a)  There shall be established within the corporation a Massachusetts cybersecurity  center. The 
purpose of the center shall be to enhance the conditions for economic growth through outreach to 
the cybersecurity industry cluster in the commonwealth and to foster cybersecurity resiliency 
through communication, collaboration and outreach wi th state agencies, municipalities, 
educational institutions and private partners.  
(b)  The center shall carry out the purposes of the fund established in section 4H.  
(c)  The center shall be responsible for convening state and local officials and private sector 
participants to recommend actions needed to address the cybersecurity resiliency of the 
commonwealth. The center may also convene regional hubs for business developm ent to support 
cybersecurity entrepreneurs that are establishing innovative technologies to support resiliency.  
(d)  The center shall work in collaboration with private sector entities, educational institutions and 
state and local government to address cyb ersecurity issues, including, but not limited to: (i) 
improving the cybersecurity of organizations across the commonwealth, particularly 
municipalities, small businesses and non -profits, without access to affordable resources to defend 
against cybersecurit y threats and to maintain cyber resiliency; (ii) the shortage of trained workers 
available to meet the cybersecurity industry’s workforce demands, with a particular focus on 
increasing the diversity of the cybersecurity workforce; and (iii) the lack of aff ordable 
cybersecurity training for employees in all types of businesses.  
History   
 
2022, 268, § 44, effective November 10, 2022.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
