,question,chunks
0,"What are the challenges faced by states in implementing and enforcing cybersecurity regulations, and how do they vary across jurisdictions?","Page 2 of 4 
ORC Ann. 125.18  
   (6)  Employ a chief information security officer who is responsible for the impl ementation of 
the policies and procedures described in division (B)(5) of this section and for coordinating the 
implementation of those policies and procedures in all of the state agencies;  
(7)  Employ a chief privacy officer who is responsible for advisin g state agencies when 
establishing policies and procedures for the security of personal information and developing 
education and training programs regarding the state’s security procedures;  
(8)  Establish policies on the purchasing, use, and reimbursement for use of handheld 
computing and telecommunications devices by state agency employees;  
(9)  Establish policies for the reduction of printing and for the increased use of electronic 
records by state agencies;  
(10)  Establish policies for the reduction of e nergy consumption by state agencies;  
(11)  Compute the amount of revenue attributable to the amortization of all equipment 
purchases and capitalized systems from information technology service delivery and major 
information technology purchases, MARCS admi nistration, and enterprise applications 
operating appropriation items and major computer purchases capital appropriation items that is 
recovered as part of the information technology services rates the department of administrative 
services charges and depo sits into the information technology fund created in section 125.15 of 
the Revised Code, and the user fees the department of administrative services charges and 
deposits in the MARCS administration fund created in section 4501.29 of the Revised Code, 
the rates the department of administrative services charges to benefiting agencies for the 
operation and management of information technology applications and deposits in the 
enterprise applications fund. The enterprise applications fund is hereby created in th e state 
treasury.  
(12)  Regularly review and make recommendations regarding improving the infrastructure of 
the state’s cybersecurity operations with existing resources and through partnerships between 
government, business, and institutions of higher educa tion; 
(13)  Assist, as needed, with general state efforts to grow the cybersecurity industry in this 
state.  
(C)   
(1)  The chief information security officer shall assist each state agency with the development 
of an information technology security strategi c plan and review that plan, and each state 
agency shall submit that plan to the state chief information officer. The chief information 
security officer may require that each state agency update its information technology security 
strategic plan annually a s determined by the state chief information officer.  
(2)  Prior to the implementation of any information technology data system, a state agency 
shall prepare or have prepared a privacy impact statement for that system.  
(D)  When a state agency requests a p urchase of information technology supplies or services under 
Chapter 125. of the Revised Code, the state chief information officer may review and reject the 
requested purchase for noncompliance with information technology direction, plans, policies, 
standa rds, or project -alignment criteria."
1,,"Page 4 of 5 
ORC Ann. 3965.02  
   (3)  Internal or external threats to information;  
(4)  The licensee’s own changing business arrangements, such as mergers and acquisitions, 
alliances and joint ventures, outsourcing arrangements, and changes to information systems.  
(H)   
(1)  As part of its information security program, each licensee shall establish a written incident 
response plan designed to promptly respond to, and recover from, any cybersecurity event that 
compromises the confidentiality, integrity, or availability of nonpublic information in its 
possession, the licensee’s information systems, or the continuing functionality of any aspect of 
the licensee’s business or opera tions.  
(2)  The incident response plan described in division (H) (1) of this section shall address all of 
the following areas:  
(a)  The internal process for responding to a cybersecurity event;  
(b)  The goals of the incident response plan;  
(c)  The definit ion of clear roles, responsibilities, and levels of decision -making authority;  
(d)  External and internal communications and information sharing;  
(e)  Identification of requirements for the remediation of any identified weaknesses in 
information systems an d associated controls;  
(f)  Documentation and reporting regarding cybersecurity events and related incident 
response activities;  
(g)  The evaluation and revision as necessary of the incident response plan following a 
cybersecurity event.  
(I)   
(1)  By the fifteenth day of February of each year, unless otherwise permitted to file on the first 
day of June in division (I)(2) of this section, each insurer domiciled in this state shall submit to 
the superintendent of insurance a written statement certifying that  the insurer is in compliance 
with the requirements set forth in this section. Each insurer shall maintain for examination by 
the department of insurance all records, schedules, and data supporting this certificate for a 
period of five years. To the extent  an insurer has identified areas, systems, or processes that 
require material improvement, updating, or redesign, the insurer shall document the 
identification and the remedial efforts planned and underway to address such areas, systems, or 
processes. Such  documentation must be available for inspection by the superintendent.  
(2)  Notwithstanding division (I)(1) of this section, an insurer domiciled in this state and 
licensed exclusively to conduct business in this state and no other state shall be permitted  to 
submit to the superintendent of insurance a written statement certifying that the insurer is in 
compliance with the requirements set forth in this section as part of the insurer’s corporate 
governance annual disclosure required by section 3901.073 of t he Revised Code.  
(J)  A licensee that meets the requirements of this chapter shall be deemed to have implemented a 
cybersecurity program that reasonably conforms to an industry -recognized cybersecurity 
framework for the purposes of Chapter 1354. of the Rev ised Code."
2,,"Page 3 of 5 
ORC Ann. 3965.02  
   (i)  Include audit trails within the information security program designed to detect and 
respond to cybersecurity events and designed to reconstruct material financial transactions 
sufficient to support normal oper ations and obligations of the licensee;  
(j)  Implement measures to protect against destruction, loss, or damage of nonpublic 
information due to environmental hazards, such as fire and water damage or other 
catastrophes or technological failures;  
(k)  Devel op, implement, and maintain procedures for the secure disposal of nonpublic 
information in any format.  
(3)  Include cybersecurity risks in the licensee’s enterprise risk management process;  
(4)  Stay informed regarding emerging threats or vulnerabilities a nd utilize reasonable security 
measures when sharing information relative to the character of the sharing and the type of 
information shared;  
(5)  Provide its personnel with cybersecurity awareness training that is updated as necessary to 
reflect risks ide ntified by the licensee in the risk assessment.  
(E)  If the licensee has a board of directors, the board or an appropriate committee of the board 
shall, at a minimum, do all of the following:  
(1)  Require the licensee’s executive management or its delegate s to develop, implement, and 
maintain the licensee’s information security program;  
(2)  Require the licensee’s executive management or its delegates to report in writing at least 
annually, all of the following information:  
(a)  The overall status of the information security program and the licensee’s compliance 
with this chapter;  
(b)  Material matters related to the information security program, addressing issues such as 
risk assessment, risk management and control decisions, third -party service provider 
arrangements, results of testing, cybersecurity events or violations and management’s 
responses thereto, and recommendations for changes in the information security program.  
(3)  If executive management delegates any of its responsibilities under this sect ion, it shall 
oversee the development, implementation, and maintenance of the licensee’s information 
security program prepared by the delegates and shall require the delegates to submit a report 
that complies with the requirements of division (E)(2) of thi s section.  
(F)   
(1)  A licensee shall exercise due diligence in selecting its third -party service provider.  
(2)  A licensee shall require a third -party service provider to implement appropriate 
administrative, technical, and physical measures to protect a nd secure the information systems 
and nonpublic information that are accessible to, or held by, the third -party service provider.  
(G)  The licensee shall monitor, evaluate, and adjust, as appropriate, the information security 
program consistent with all of  the following:  
(1)  Any relevant changes in technology;  
(2)  The sensitivity of its nonpublic information;"
3,,"Page 2 of 5 
ORC Ann. 3965.02  
   consideration of such threats in each relevant area of the licensee’s operations, including all of 
the following:  
(a)  Employee training and management;  
(b)  Information systems, including network and software design, as well as information 
classification, g overnance, processing, storage, transmission, and disposal;  
(c)  Detecting, preventing, and responding to attacks, intrusions, or other systems failures.  
(5)  Implement information safeguards to manage the threats identified in its ongoing 
assessment;  
(6)  Not less than annually, assess the effectiveness of the safeguards’ key controls, systems, 
and procedures.  
(D)  Based on its risk assessment, the licensee shall do all of the following:  
(1)  Design its information security program to mitigate the identifi ed risks in a way that is 
commensurate with the size and complexity of the licensee, the nature and scope of the 
licensee’s activities including its use of third -party service providers, and the sensitivity of the 
nonpublic information used by the licensee  or in the licensee’s possession, custody, or control;  
(2)  Determine which of the following security measures are appropriate and implement such 
security measures:  
(a)  Place access controls on information systems, including controls to authenticate and 
permit access only to authorized individuals, to protect against the unauthorized acquisition 
of nonpublic information;  
(b)  Identify and manage the data, personnel, devices, systems, and facilities that enable the 
organization to achieve business purposes in accordance with their relative importance to 
business objectives and the organization’s risk strategy;  
(c)  Restrict access at physical locations containing nonpublic information to authorized 
individuals;  
(d)  Protect by encryption or other appropriate  means all nonpublic information while such 
information is being transmitted over an external network and all nonpublic information 
stored on a laptop computer or other portable computing or storage device or media;  
(e)  Adopt secure development practices for in -house developed applications utilized by the 
licensee and procedures for evaluating, assessing, or testing the security of externally 
developed applications utilized by the licensee;  
(f)  Modify the information system in accordance with the licensee ’s information security 
program;  
(g)  Utilize effective controls, which may include multifactor authentication procedures for 
accessing nonpublic information;  
(h)  Regularly test and monitor systems and procedures to detect actual and attempted 
attacks on,  or intrusions into, information systems;"
4,,"Page 2 of 2 
ORC Ann. 1354.03  
   (a)  The security requirements of the “Health Insurance Portability and Accountability 
Act of 1996,” as set forth in 45  CFR Part 164 Subpart C;  
(b)  Title V of the “Gramm -Leach -Bliley Act of 1999,” Public Law 106 -102, as 
amended;  
(c)  The “Federal Information Security Modernization Act of 2014,” Public Law 113 -
283; 
(d)  The “Health Information Technology for Economic and C linical Health Act,” as 
set forth in 45 CFR part 162.  
(2)  When a framework listed in division (B)(1) of this section is amended, a covered entity 
whose cybersecurity program reasonably conforms to that framework shall reasonably 
conform to the amended fra mework not later than one year after the effective date of the 
amended framework.  
(C)   
(1)  The cybersecurity program reasonably complies with both the current version of the 
“payment card industry (PCI) data security standard” and conforms to the current  version 
of another applicable industry recognized cybersecurity framework listed in division (A) of 
this section, subject to divisions (C)(2) and (D) of this section.  
(2)  When a final revision to the “PCI data security standard” is published, a covered entity 
whose cybersecurity program reasonably complies with that standard shall reasonably 
comply with the revised standard not later than one year after the publication date  stated in 
the revision.  
(D)  If a covered entity’s cybersecurity program reasonably conforms to a combination of 
industry recognized cybersecurity frameworks, or complies with a standard, as in the case of 
the payment card industry (PCI) data security sta ndard, as described in division (A) or (C) of 
this section, and two or more of those frameworks are revised, the covered entity whose 
cybersecurity program reasonably conforms to or complies with, as applicable, those 
frameworks shall reasonably conform to  or comply with, as applicable, all of the revised 
frameworks not later than one year after the latest publication date stated in the revisions.  
History   
 
2018 sb220, § 1, effective November 2, 2018.  
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 Al l rights reserved.  
 
 
End of Document"
5,,"Trayce Hockstad   
ALM GL ch. 40J, § 6J  
Current through Chapter 59 of the 2024 Legislative Session of the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE VII CITIES, TOWNS AND DISTRICTS (Chs. 39 - 49A)   >  TITLE VII CITIES, TOWNS AND 
DISTRICTS (Chs. 39 — 49A)   >  Chapter 40J Massa chusetts Technology Park Corporation (§§ 1 — 13) 
 
§ 6J. Massachusetts Cybersecurity Center.   
 
(a)  There shall be established within the corporation a Massachusetts cybersecurity  center. The 
purpose of the center shall be to enhance the conditions for economic growth through outreach to 
the cybersecurity industry cluster in the commonwealth and to foster cybersecurity resiliency 
through communication, collaboration and outreach wi th state agencies, municipalities, 
educational institutions and private partners.  
(b)  The center shall carry out the purposes of the fund established in section 4H.  
(c)  The center shall be responsible for convening state and local officials and private sector 
participants to recommend actions needed to address the cybersecurity resiliency of the 
commonwealth. The center may also convene regional hubs for business developm ent to support 
cybersecurity entrepreneurs that are establishing innovative technologies to support resiliency.  
(d)  The center shall work in collaboration with private sector entities, educational institutions and 
state and local government to address cyb ersecurity issues, including, but not limited to: (i) 
improving the cybersecurity of organizations across the commonwealth, particularly 
municipalities, small businesses and non -profits, without access to affordable resources to defend 
against cybersecurit y threats and to maintain cyber resiliency; (ii) the shortage of trained workers 
available to meet the cybersecurity industry’s workforce demands, with a particular focus on 
increasing the diversity of the cybersecurity workforce; and (iii) the lack of aff ordable 
cybersecurity training for employees in all types of businesses.  
History   
 
2022, 268, § 44, effective November 10, 2022.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
6,,"Trayce Hockstad   
ALM GL ch. 93H, § 2  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 2. Rules and Regulations.   
 
(a)  The department of consumer affairs and business regulation shall adopt regulations relative to 
any person that owns or licenses personal information about a resident of the commonwealth. Such 
regulations shall be  designed to safeguard the personal information of residents of the 
commonwealth and shall be consistent with the safeguards for protection of personal information 
set forth in the federal regulations by which the person is regulated. The objectives of the  
regulations shall be to: insure the security and confidentiality of customer information in a manner 
fully consistent with industry standards; protect against anticipated threats or hazards to the 
security or integrity of such information; and protect aga inst unauthorized access to or use of such 
information that may result in substantial harm or inconvenience to any consumer. The regulations 
shall take into account the person’s size, scope and type of business, the amount of resources 
available to such pe rson, the amount of stored data, and the need for security and confidentiality of 
both consumer and employee information.  
(b)  The supervisor of records, with the advice and consent of the information technology division 
to the extent of its jurisdiction t o set information technology standards under paragraph (d) of 
section 4A of chapter 7, shall establish rules or regulations designed to safeguard the personal 
information of residents of the commonwealth that is owned or licensed. Such rules or regulations  
shall be applicable to: (1) executive offices and any agencies, departments, boards, commissions 
and instrumentalities within an executive office; and (2) any authority created by the General 
Court, and the rules and regulations shall take into account th e size, scope and type of services 
provided thereby, the amount of resources available thereto, the amount of stored data, and the 
need for security and confidentiality of both consumer and employee information. The objectives 
of the rules or regulations s hall be to: insure the security and confidentiality of personal 
information; protect against anticipated threats or hazards to the security or integrity of such 
information; and to protect against unauthorized access to or use of such information that coul d 
result in substantial harm or inconvenience to any resident of the commonwealth.  
(c)  The legislative branch, the judicial branch, the attorney general, the state secretary, the state 
treasurer and the state auditor shall adopt rules or regulations designed to safeguard the personal 
information of residents of the commonwealth for their respective departments and shall take into 
account the size, scope and type of services provided by their departments, the amount of 
resources available thereto, the amount of stored data, and the need for security and confidentiality 
of both consumer and employee information. The objectives of the rules or regulations shall be to:"
7,,"Trayce Hockstad   
ALM GL ch. 40J, § 4H  
Current through Chapter 59 of the 2024 Legislative Session of the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE VII CITIES, TOWNS AND DISTRICTS (Chs. 39 - 49A)   >  TITLE VII CITIES, TOWNS AND 
DISTRICTS (Chs. 39 — 49A)   >  Chapter 40J Massa chusetts Technology Park Corporation (§§ 1 — 13) 
 
§ 4H. Massachusetts Cybersecurity Innovation Fund.   
 
(a)  In order to grow the cybersecurity industry cluster in the commonwealth and protect against 
cybersecurity  threats, there is hereby established and set up on the books of the corporation the 
Massachusetts Cybersecurity Innovation Fund, hereinafter referred to as the fund, to which shall 
be credited the proceeds of any bonds or notes of the commonwealth issued for the purpose, and 
any appropriations designated by the general court to be credited thereto. The fund shall be 
administered by the corporation. The corporation shall hold the fund in an account or accounts 
separate from other funds of the corporation. T he purpose of the fund shall be to: (i) support 
facilities, hardware and software used to develop or test cybersecurity solutions and enable the 
growth of innovative ideas to address cybersecurity threats; (ii) accelerate the growth of the 
cybersecurity cl uster and related clusters; (iii) expand employment opportunities and address talent 
pipeline needs in the cybersecurity industry and related industries for the residents of the 
commonwealth, including, but not limited to, women, minorities, veterans, and unemployed and 
underemployed individuals, through workforce training; (iv) match public and private universities 
with industry participants to develop cybersecurity technology and expand other relevant 
capabilities; (v) provide for the monitoring and detec tion of threat activity in order to investigate 
or mitigate cybersecurity incidents; and (vi) promote the development and implementation of 
educational programs within the commonwealth’s public schools, kindergarten to grade 12, 
inclusive, and public insti tutions of higher education through collaboration with Massachusetts 
Computing Attainment Network.  
[There is no subsection (b).]  
History   
 
2018, 228, § 11, effective August 3, 2018; 2021, 24, § 21, effective July 1, 2021.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
8,,"Trayce Hockstad   
ALM GL ch. 7D, § 7  
Current through Chapter 59 of the 2024 Legislative Session of the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE II EXECUTIVE AND ADMINISTRATIVE OFFICERS OF THE COMMONWEALTH (Chs. 6 - 28A)   >  
TITLE II EXECUTIVE AND ADMINISTRATIVE OFFICERS OF THE COMMONWEALTH (Chs. 6 — 28A)   
>  Chapter 7D Massachusetts Office of [Technology Services and Security] (§§ 1 — 11) 
 
§ 7. Contracts for IT Expenditures; Project Oversight; Policies, Standards and 
Guidelines.   
 
(a)  The CIO shall determine and set a minimum financial threshold above which any proposed IT 
expenditure by a state agency shall be reviewed and approved by the office. The CIO may suspend 
an expenditure related to IT until approval has been granted by the office. The operational services 
division and the comptroller shall adopt procedures and policies to ensure cooperation with the 
executive office of technology services and security’s IT procurement review policies and shall 
assist in enforcing them.  
(b)  All state agency contracts for IT sh all require the approval of the CIO. The executive office of 
technology services and security may require that it be named as a party to any IT contract that any 
agency or office within the executive department enters into. The CIO may negotiate state agen cy 
IT contracts and amendments to existing contracts entered into by a state agency for information 
technology services in order to expand the scope of the contract, extend the term of the contract, 
improve delivery of services under the contract or to saf eguard information from threats to cyber 
security. The office shall review long -term contracts for information technology services on a 
quarterly basis to ensure that services delivered pursuant to those contracts are provided in a 
timely and cost -effectiv e manner to the commonwealth. If the CIO determines that information 
technology services under any such contract could be improved, the office shall consult and 
negotiate with each agency and contractor who is a party to the existing contract to obtain ter ms 
and conditions more favorable to the commonwealth.  
(c)  For IT projects that present a complex set of challenges as defined in an administrative 
directive promulgated by the executive office of technology services and security, the executive 
office of technology services and security may establish a project oversight function that may 
include the formation of a committee to develop criteria and benchmarks to evaluate the project 
and advise the executive office of technology services and security as to w hether the project is 
accomplishing its objectives.  A committee established pursuant to this section may include 
members from the private sector; provided, however, that members shall have no financial interest 
in the project overseen by the committee.  
(d)  The CIO shall adopt policies, standards and guidelines governing information technology 
procurement, development and maintenance, specifically including provisions for:"
9,,"Page 1 of 2 
R.I. Gen. Laws § 42 -7-9 
    
R.I. Gen. Laws § 42 -7-9 
Current through Chapter 24 of the 2024 Session  
 
General Laws of Rhode Island   >  Title 42 State Affairs and Government (Chs. 1 — 42-165)  >  Chapter 7 
Executive Department (§§ 42 -7-1 — 42-7-9) 
 
42-7-9. Cybersecurity incident response group.   
 
(a)  The governor shall establish a cybersecurity  incident response group, which shall include the 
superintendent of the Rhode Island state police, or designee; the adjutant general of the Rhode 
Island national guard, or designee; the director of the Rhode Island division of information 
technology, or de signee; the director of the Rhode Island emergency management agency, or 
designee; the executive director of the Rhode Island League of Cities and Towns, or designee; and 
the secretary of state, or designee.  
(b)  The cybersecurity incident response group s hall: 
(1)  Establish communication protocols in the event of a breach of cybersecurity in any agency 
or public body. The protocols shall include, but not be limited to:  
(i)  A list of potential cybersecurity breaches that would require reporting;  
(ii)  State and local entities covered within the communication plan;  
(iii)  Mechanisms to communicate a cybersecurity breach in a timely manner to members 
of the public and other relevant parties who may be affected by the breach; and  
(iv)  Primary contact at each  agency or public body.  
(c)  The cybersecurity incident response group shall also establish long -term policy planning and 
goals for the state and municipalities regarding evolving cybersecurity threats and how to address 
them in a coordinated manner.  
(d)  The cybersecurity incident response group shall be subject to chapter 46 of this title (open 
meetings) and chapter 2 of title 38 (access to public records).  
History   
 
P.L. 2022, ch. 59, § 3, effective June 15, 2022; P.L. 2022, ch. 60, § 3, effective June 15, 2022.  
 
General Laws of Rhode Island  
Copyright © 2024 All rights reserved."
