,question,chunks
0,How do state cybersecurity regulations address the cybersecurity workforce shortage and promote education and training initiatives?,"Page 2 of 4 
ORC Ann. 125.18  
   (6)  Employ a chief information security officer who is responsible for the impl ementation of 
the policies and procedures described in division (B)(5) of this section and for coordinating the 
implementation of those policies and procedures in all of the state agencies;  
(7)  Employ a chief privacy officer who is responsible for advisin g state agencies when 
establishing policies and procedures for the security of personal information and developing 
education and training programs regarding the state’s security procedures;  
(8)  Establish policies on the purchasing, use, and reimbursement for use of handheld 
computing and telecommunications devices by state agency employees;  
(9)  Establish policies for the reduction of printing and for the increased use of electronic 
records by state agencies;  
(10)  Establish policies for the reduction of e nergy consumption by state agencies;  
(11)  Compute the amount of revenue attributable to the amortization of all equipment 
purchases and capitalized systems from information technology service delivery and major 
information technology purchases, MARCS admi nistration, and enterprise applications 
operating appropriation items and major computer purchases capital appropriation items that is 
recovered as part of the information technology services rates the department of administrative 
services charges and depo sits into the information technology fund created in section 125.15 of 
the Revised Code, and the user fees the department of administrative services charges and 
deposits in the MARCS administration fund created in section 4501.29 of the Revised Code, 
the rates the department of administrative services charges to benefiting agencies for the 
operation and management of information technology applications and deposits in the 
enterprise applications fund. The enterprise applications fund is hereby created in th e state 
treasury.  
(12)  Regularly review and make recommendations regarding improving the infrastructure of 
the state’s cybersecurity operations with existing resources and through partnerships between 
government, business, and institutions of higher educa tion; 
(13)  Assist, as needed, with general state efforts to grow the cybersecurity industry in this 
state.  
(C)   
(1)  The chief information security officer shall assist each state agency with the development 
of an information technology security strategi c plan and review that plan, and each state 
agency shall submit that plan to the state chief information officer. The chief information 
security officer may require that each state agency update its information technology security 
strategic plan annually a s determined by the state chief information officer.  
(2)  Prior to the implementation of any information technology data system, a state agency 
shall prepare or have prepared a privacy impact statement for that system.  
(D)  When a state agency requests a p urchase of information technology supplies or services under 
Chapter 125. of the Revised Code, the state chief information officer may review and reject the 
requested purchase for noncompliance with information technology direction, plans, policies, 
standa rds, or project -alignment criteria."
1,,"Page 4 of 5 
ORC Ann. 3965.02  
   (3)  Internal or external threats to information;  
(4)  The licensee’s own changing business arrangements, such as mergers and acquisitions, 
alliances and joint ventures, outsourcing arrangements, and changes to information systems.  
(H)   
(1)  As part of its information security program, each licensee shall establish a written incident 
response plan designed to promptly respond to, and recover from, any cybersecurity event that 
compromises the confidentiality, integrity, or availability of nonpublic information in its 
possession, the licensee’s information systems, or the continuing functionality of any aspect of 
the licensee’s business or opera tions.  
(2)  The incident response plan described in division (H) (1) of this section shall address all of 
the following areas:  
(a)  The internal process for responding to a cybersecurity event;  
(b)  The goals of the incident response plan;  
(c)  The definit ion of clear roles, responsibilities, and levels of decision -making authority;  
(d)  External and internal communications and information sharing;  
(e)  Identification of requirements for the remediation of any identified weaknesses in 
information systems an d associated controls;  
(f)  Documentation and reporting regarding cybersecurity events and related incident 
response activities;  
(g)  The evaluation and revision as necessary of the incident response plan following a 
cybersecurity event.  
(I)   
(1)  By the fifteenth day of February of each year, unless otherwise permitted to file on the first 
day of June in division (I)(2) of this section, each insurer domiciled in this state shall submit to 
the superintendent of insurance a written statement certifying that  the insurer is in compliance 
with the requirements set forth in this section. Each insurer shall maintain for examination by 
the department of insurance all records, schedules, and data supporting this certificate for a 
period of five years. To the extent  an insurer has identified areas, systems, or processes that 
require material improvement, updating, or redesign, the insurer shall document the 
identification and the remedial efforts planned and underway to address such areas, systems, or 
processes. Such  documentation must be available for inspection by the superintendent.  
(2)  Notwithstanding division (I)(1) of this section, an insurer domiciled in this state and 
licensed exclusively to conduct business in this state and no other state shall be permitted  to 
submit to the superintendent of insurance a written statement certifying that the insurer is in 
compliance with the requirements set forth in this section as part of the insurer’s corporate 
governance annual disclosure required by section 3901.073 of t he Revised Code.  
(J)  A licensee that meets the requirements of this chapter shall be deemed to have implemented a 
cybersecurity program that reasonably conforms to an industry -recognized cybersecurity 
framework for the purposes of Chapter 1354. of the Rev ised Code."
2,,"Page 2 of 2 
HRS § 128B -1 
   (3)  Improving the State’s cybersecurity by using existing resources within the State;  
(4)  Examining spec ific requirements and actions to accelerate the growth of the cybersecurity 
industry in the State;  
(5)  Defining the requirements and opportunities to secure state, federal, and private moneys 
for cybersecurity activities and related educational programs;  
(6)  Forming partnerships to implement cyber resiliency structures and protocol to identify and 
share information about possible cyber -attacks and mitigate damage and recover quickly and 
efficiently from cyber -attacks; and  
(7)  Expanding the State’s cybers ecurity and cyber resiliency understanding and workforce 
through education.  
(e)  The coordinator may request the assistance of other departments, agencies, and private 
companies, both inside and outside of the State to carry out its duties.  
(f)  For the pu rposes of this section:  
“Coordinator” shall mean the Hawaii cybersecurity, economic, education, and infrastructure 
security coordinator.  
“Cyber resiliency” shall mean the ability to complete vulnerability assessments, identify 
potential cyber -attacks, miti gate losses from cyber -attacks, and recover quickly and efficiently 
from cyber -attacks.  
History   
 
L 2014, c 129, § 2, effective July 1, 2014; am L 2020, c 70, § 3, effective September 15, 2020; am L 2022, 
c 278, § 40, effective January 1, 2024.  
 
Michie's™  Hawaii Revised Statutes Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
3,,"Page 1 of 2 
HRS § 128B -1 
    
HRS § 128B -1 
 This document is current through Act 2 of the 2024 Legislative Session. Subject to changes by Revisor 
pursuant to HRS 23G -15. 
 
Michie's™ Hawaii Revised Statutes Annotated   >  Division 1. Government (Titles 1 — 21)  >  Title 10 Public 
Safety and Internal S ecurity (Chs. 121 — 138)  >  Chapter 128B Cybersecurity (§ 128B -1) 
 
§ 128B -1. Cybersecurity, economic, education, and infrastructure security 
coordinator; powers and duties.   
 
(a)  There is established the full -time Hawaii cybersecurity , economic, education, and 
infrastructure security coordinator to oversee cybersecurity and cyber resiliency matters, including 
cybersecurity, economic, education, and infrastructure security for the State. The coordinator shall 
be placed within the depart ment of law enforcement.  
(b)  The coordinator shall be selected by the director of law enforcement based on the 
recommendations of the various agencies, departments, and private entities that will partner with 
the coordinator.  
(c)  The coordinator shall pa rtner with representatives from the following entities:  
(1)  The Hawaii state fusion center;  
(2)  The Hawaii state cyber resiliency center;  
(3)  Federal government agencies;  
(4)  State government agencies;  
(5)  The counties of the State;  
(6)  Institutions of higher education; and  
(7)  Other entities within the power, water, communications, transportation, and finance 
sectors, including public utilities, private telecommunications companies, airlines, financial 
institutions, and private information technolog y companies.  
(d)  Notwithstanding any law to the contrary, the coordinator, through its various partnerships, 
shall develop the requirements and methods for:  
(1)  Improving cyber resiliency within the State through the development of a structure that 
shall  include education, cybersecurity, and critical infrastructure protection;  
(2)  Improving the State’s critical infrastructure network and resiliency, including identifying 
interdependencies of critical infrastructures, points of connection between critical  
infrastructures, the most critical nodes, and the cascading effects of a cyber -attack on these 
points of connection between critical infrastructure;"
4,,"Page 2 of 2 
HRS § 431:3B -203 
   (H)  Regularly test and monitor systems and procedures to detect actual and attempte d 
attacks on, or intrusions into, information systems;  
(I)  Include audit trails within the information security program designed to detect and 
respond to cybersecurity events and reconstruct material financial transactions sufficient to 
support normal ope rations and obligations of the licensee;  
(J)  Implement measures to protect against destruction, loss, or damage of nonpublic 
information due to environmental hazards, such as fire and water damage or other 
catastrophes or technological failures; and  
(K)  Develop, implement, and maintain procedures for the secure disposal of nonpublic 
information in any format;  
(3)  Include cybersecurity risks in the licensee’s enterprise risk management process;  
(4)  Stay informed regarding emerging threats or vulnerabilit ies and use reasonable security 
measures when sharing information relative to the character of the sharing and the type of 
information shared; and  
(5)  Provide its personnel with cybersecurity awareness training that is updated as necessary to 
reflect risk s identified by the licensee in the risk assessment.  
History   
 
L 2021, c 112, § 2, effective July 1, 2021.  
 
Michie's™ Hawaii Revised Statutes Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
5,,"Page 2 of 2 
HRS § 431:3B -302 
   (7)  A descript ion of the specific types of information acquired without authorization. For 
purposes of this paragraph, “specific types of information” means particular data elements, 
including but not limited to types of medical information, types of financial informati on, or 
types of information allowing identification of the consumer;  
(8)  The period during which the information system was compromised by the cybersecurity 
event;  
(9)  The number of total consumers in the State affected by the cybersecurity event. The 
licensee shall provide the best estimate in the initial notification to the commissioner and 
update this estimate with each subsequent notification to the commissioner pursuant to this 
section;  
(10)  The results of any internal review identifying a lapse in either automated controls or 
internal procedures, or confirming that all automated controls or internal procedures were 
followed;  
(11)  A description of efforts being undertaken to remediate the situation that permitted the 
cybersecurity event to occur;  
(12)  A copy of the licensee’s privacy policy and a statement outlining the steps the licensee 
will take to investigate and notify consumers affected by the cybersecurity event; and  
(13)  The name of a contact person who is both familiar with the cybersecuri ty event and 
authorized to act for the licensee.  
(c)  The licensee shall provide the information in electronic form as directed by the commissioner.  
(d)  The licensee shall have a continuing obligation to update and supplement initial and 
subsequent notifi cations to the commissioner regarding material changes to previously provided 
information concerning the cybersecurity event.  
(e)  This section shall not supersede any reporting requirements in chapter 487N.  
History   
 
L 2021, c 112, § 2, effective July 1,  2021.  
 
Michie's™ Hawaii Revised Statutes Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
6,,"Page 1 of 2 
HRS § 431:3B -302 
    
HRS § 431:3B -302 
 This document is current through Act 2 of the 2024 Legislative Session. Subject to changes by Revisor 
pursuant to HRS 23G -15. 
 
Michie's™ Hawaii Revised Statutes Annotated   >  Division 2. Business (Titles 22 — 27)  >  Title 24 Insurance 
(Chs. 431 — 435H)   >  Chapter 431 Insurance Code (Arts. 1 — 31)  >  Article 3B Insurance Data Security Law 
(Pts. I — III)  >  Part III. Cybersecurity Events (§§ 431:3B -301 — 431:3B -306) 
 
[§ 431:3B -302.] Notification of a cybersecurity event.   
 
(a)  Each licensee shall notify the commissioner as promptly as possible, but in no event later than 
three business days from a determination that a cybersecurity event impacting two hundred fifty or 
more consumers has occurred. If law enforcement officials ins truct a licensee not to distribute 
information regarding a cybersecurity event, the licensee shall not be required to provide 
notification until instructed to do so by law enforcement officials. Notification shall be provided 
when either of the following c riteria has been met:  
(1)  The licensee is domiciled in the State, in the case of an insurer, or the licensee’s home 
state is Hawaii, in the case of an independent insurance producer; or  
(2)  The licensee reasonably believes that the nonpublic information involved is of two 
hundred fifty or more consumers residing in the State and is a cybersecurity event that has a 
reasonable likelihood of materially harming:  
(A)  Any consumer residing in the State; or  
(B)  Any material part of the normal operation of the licensee.  
(b)  The licensee shall provide as much of the following information as possible and practicable 
and as promptly as possible:  
(1)  The date of the cybersecurity event;  
(2)  The description of how the nonpublic information was exposed, lost, stole n, or breached, 
including the specific roles and responsibilities of third -party service providers, if any;  
(3)  How the cybersecurity event was discovered;  
(4)  Whether any lost, stolen, or breached information has been recovered and, if so, how it 
was re covered;  
(5)  The identity of the source of the cybersecurity event;  
(6)  Whether the licensee has filed a police report or has notified any regulatory, government, 
or law enforcement agencies and, if so, when the notification was provided;"
7,,"Page 3 of 4 
Wis. Stat. § 601.952  
   (e)  No less than annually, assess the effectiveness of security safeguards, including key 
controls, systems, and procedures.  
(f)  Include cybersecurity risks in the licensee’s enterprise risk management process.  
(g)  Utilize reasonable security measures when sharing information, taking into consideration 
the character of the sharing and the type of information shared.  
(h)  Provide personnel with cybersecurity awareness training that is updated as necessary.  
(4) Progr am adjustments.   The licensee shall monitor, evaluate, and adjust the information 
security program under sub. (1) consistent with changes in technology, the sensitivity of the 
nonpublic information, internal and external threats to nonpublic information, and changes to the 
licensee’s business operations, outsourcing arrangements, and information systems. If a licensee 
identifies areas, systems, or processes that require material improvement, updating, or redesign, 
the licensee shall document the identifica tion and remedial efforts to address the areas, systems, or 
processes. The licensee shall maintain the documentation for a period of at least 5 years starting 
from the date the documentation was created and shall produce the documentation upon demand of 
the commissioner.  
(5) Incident response plan.   As part of its information security program, a licensee shall develop 
an incident response plan to promptly respond to, and recover from, a cybersecurity event that 
compromises the confidentiality, integrity, o r availability of nonpublic information, the licensee’s 
information systems, or the continuing functionality of any aspect of the licensee’s business or 
operations. The incident response plan shall be in writing and address all of the following:  
(a)  The g oals of the incident response plan.  
(b)  The internal process for responding to a cybersecurity event.  
(c)  The identification of clear roles, responsibilities, and levels of decision -making authority 
during and immediately following a cybersecurity event.  
(d)  The external and internal communications and information sharing during and 
immediately following a cybersecurity event.  
(e)  Requirements for the remediation of identified weaknesses in the information systems and 
associated controls.  
(f)  The repor ting and documentation of a cybersecurity event and related incident response 
activities.  
(g)  The evaluation and revision of the incident response plan following a cybersecurity event.  
(6) Oversight of 3rd -party service provider arrangements.   If applica ble, no later than 2 years 
after the effective date of this subsection.... [LRB inserts date], a licensee shall exercise due 
diligence when selecting any 3rd -party service provider. The licensee shall make reasonable 
efforts to require a 3rd -party service provider to do all of the following:  
(a)  Implement appropriate administrative, technical, and physical measures to protect and 
secure the information systems and nonpublic information that are accessible to or held by the 
3rd-party service provider.  
(b)  Report a cybersecurity event under s. 601.954."
8,,"Page 2 of 4 
Wis. Stat. § 601.952  
   3.  Processes for detecting, preventing, and responding to attacks, intrusions, and other 
system failures.  
(3) Risk management.   Based on the risk assessment under sub. (2), the licensee shall do all of 
the following:  
(a)  Design an information security p rogram to mitigate the identified threats, commensurate 
with the size and complexity of the licensee, the nature and scope of the licensee’s activities, 
including its use of 3rd -party service providers, and the sensitivity of the nonpublic 
information.  
(b)  Implement the following security measures, as appropriate:  
1.  Place access controls on information systems.  
2.  Identify and manage the data, personnel, devices, systems, and facilities that enable the 
licensee to achieve its business purposes, taking i nto consideration the relative importance 
of the data, personnel, devices, systems, and facilities to the business objectives and risk 
strategy of the licensee.  
3.  Restrict physical access to nonpublic information to authorized individuals only.  
4.  Prote ct, by encryption or other means, nonpublic information being transmitted over an 
external network and nonpublic information stored on a portable computer or storage 
device or media.  
5.  Adopt secure development practices for applications that are develope d in-house and 
utilized by the licensee.  
6.  Modify information systems in accordance with the licensee’s information security 
program.  
7.  Utilize effective controls, which may include multifactor authentication procedures for 
employees accessing nonpubli c information.  
8.  Implement regular testing and monitoring of systems and procedures to detect actual 
and attempted attacks on, or intrusions into, an information system.  
9.  Include audit trails within the information security program that are designed to detect 
and respond to cybersecurity events and to reconstruct material financial transactions 
sufficient to support the normal operations and obligations of the licensee.  
10.  Implement measures to protect against the destruction, loss, or damage of nonpublic 
information due to environmental hazards, natural and other disasters, and technological 
failures.  
11.  Develop, implement, and maintain practices for the secure disposal  of nonpublic 
information in all formats.  
(c)  Designate at least one employee, affiliate, or outside vendor as responsible for the 
information security program.  
(d)  Stay informed regarding emerging threats and vulnerabilities and implement safeguards to 
manage the threats and vulnerabilities."
9,,"Page 2 of 2 
N.M. Stat. Ann. § 9 -27A-3 
   (6)  serve as a cybersecurity resource for local governments;  
(7)  develop a ser vice catalog of cybersecurity services to be offered to agencies and to 
political subdivisions of the state;  
(8)  collaborate with agencies in developing standards, functions and services in order to 
ensure the agency regulatory environments are understood  and considered as part of a 
cybersecurity incident response;  
(9)  establish core services to support minimum security standards and policies;  
(10)  establish minimum data classification policies and standards and design controls to 
support compliance with  classifications and report on exceptions;  
(11)  develop and issue cybersecurity awareness policies and training standards and develop 
and offer cybersecurity training services; and  
(12)  establish a centralized cybersecurity and data breach reporting proc ess for agencies and 
political subdivisions of the state.  
History   
 
2023, ch. 115, § 3, effective July 1, 2023.  
 
Michie’s ™ Annotated Statutes of New Mexico  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
