,question,chunks
0,Are there any limitations in the regulations regarding cross-border data transfers and international cooperation in cybersecurity matters?,"Page 4 of 5 
ORC Ann. 3965.02  
   (3)  Internal or external threats to information;  
(4)  The licensee’s own changing business arrangements, such as mergers and acquisitions, 
alliances and joint ventures, outsourcing arrangements, and changes to information systems.  
(H)   
(1)  As part of its information security program, each licensee shall establish a written incident 
response plan designed to promptly respond to, and recover from, any cybersecurity event that 
compromises the confidentiality, integrity, or availability of nonpublic information in its 
possession, the licensee’s information systems, or the continuing functionality of any aspect of 
the licensee’s business or opera tions.  
(2)  The incident response plan described in division (H) (1) of this section shall address all of 
the following areas:  
(a)  The internal process for responding to a cybersecurity event;  
(b)  The goals of the incident response plan;  
(c)  The definit ion of clear roles, responsibilities, and levels of decision -making authority;  
(d)  External and internal communications and information sharing;  
(e)  Identification of requirements for the remediation of any identified weaknesses in 
information systems an d associated controls;  
(f)  Documentation and reporting regarding cybersecurity events and related incident 
response activities;  
(g)  The evaluation and revision as necessary of the incident response plan following a 
cybersecurity event.  
(I)   
(1)  By the fifteenth day of February of each year, unless otherwise permitted to file on the first 
day of June in division (I)(2) of this section, each insurer domiciled in this state shall submit to 
the superintendent of insurance a written statement certifying that  the insurer is in compliance 
with the requirements set forth in this section. Each insurer shall maintain for examination by 
the department of insurance all records, schedules, and data supporting this certificate for a 
period of five years. To the extent  an insurer has identified areas, systems, or processes that 
require material improvement, updating, or redesign, the insurer shall document the 
identification and the remedial efforts planned and underway to address such areas, systems, or 
processes. Such  documentation must be available for inspection by the superintendent.  
(2)  Notwithstanding division (I)(1) of this section, an insurer domiciled in this state and 
licensed exclusively to conduct business in this state and no other state shall be permitted  to 
submit to the superintendent of insurance a written statement certifying that the insurer is in 
compliance with the requirements set forth in this section as part of the insurer’s corporate 
governance annual disclosure required by section 3901.073 of t he Revised Code.  
(J)  A licensee that meets the requirements of this chapter shall be deemed to have implemented a 
cybersecurity program that reasonably conforms to an industry -recognized cybersecurity 
framework for the purposes of Chapter 1354. of the Rev ised Code."
1,,"Page 2 of 2 
ORC Ann. 1354.03  
   (a)  The security requirements of the “Health Insurance Portability and Accountability 
Act of 1996,” as set forth in 45  CFR Part 164 Subpart C;  
(b)  Title V of the “Gramm -Leach -Bliley Act of 1999,” Public Law 106 -102, as 
amended;  
(c)  The “Federal Information Security Modernization Act of 2014,” Public Law 113 -
283; 
(d)  The “Health Information Technology for Economic and C linical Health Act,” as 
set forth in 45 CFR part 162.  
(2)  When a framework listed in division (B)(1) of this section is amended, a covered entity 
whose cybersecurity program reasonably conforms to that framework shall reasonably 
conform to the amended fra mework not later than one year after the effective date of the 
amended framework.  
(C)   
(1)  The cybersecurity program reasonably complies with both the current version of the 
“payment card industry (PCI) data security standard” and conforms to the current  version 
of another applicable industry recognized cybersecurity framework listed in division (A) of 
this section, subject to divisions (C)(2) and (D) of this section.  
(2)  When a final revision to the “PCI data security standard” is published, a covered entity 
whose cybersecurity program reasonably complies with that standard shall reasonably 
comply with the revised standard not later than one year after the publication date  stated in 
the revision.  
(D)  If a covered entity’s cybersecurity program reasonably conforms to a combination of 
industry recognized cybersecurity frameworks, or complies with a standard, as in the case of 
the payment card industry (PCI) data security sta ndard, as described in division (A) or (C) of 
this section, and two or more of those frameworks are revised, the covered entity whose 
cybersecurity program reasonably conforms to or complies with, as applicable, those 
frameworks shall reasonably conform to  or comply with, as applicable, all of the revised 
frameworks not later than one year after the latest publication date stated in the revisions.  
History   
 
2018 sb220, § 1, effective November 2, 2018.  
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 Al l rights reserved.  
 
 
End of Document"
2,,"Page 2 of 2 
HRS § 128B -1 
   (3)  Improving the State’s cybersecurity by using existing resources within the State;  
(4)  Examining spec ific requirements and actions to accelerate the growth of the cybersecurity 
industry in the State;  
(5)  Defining the requirements and opportunities to secure state, federal, and private moneys 
for cybersecurity activities and related educational programs;  
(6)  Forming partnerships to implement cyber resiliency structures and protocol to identify and 
share information about possible cyber -attacks and mitigate damage and recover quickly and 
efficiently from cyber -attacks; and  
(7)  Expanding the State’s cybers ecurity and cyber resiliency understanding and workforce 
through education.  
(e)  The coordinator may request the assistance of other departments, agencies, and private 
companies, both inside and outside of the State to carry out its duties.  
(f)  For the pu rposes of this section:  
“Coordinator” shall mean the Hawaii cybersecurity, economic, education, and infrastructure 
security coordinator.  
“Cyber resiliency” shall mean the ability to complete vulnerability assessments, identify 
potential cyber -attacks, miti gate losses from cyber -attacks, and recover quickly and efficiently 
from cyber -attacks.  
History   
 
L 2014, c 129, § 2, effective July 1, 2014; am L 2020, c 70, § 3, effective September 15, 2020; am L 2022, 
c 278, § 40, effective January 1, 2024.  
 
Michie's™  Hawaii Revised Statutes Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
3,,"Page 1 of 2 
HRS § 431:3B -302 
    
HRS § 431:3B -302 
 This document is current through Act 2 of the 2024 Legislative Session. Subject to changes by Revisor 
pursuant to HRS 23G -15. 
 
Michie's™ Hawaii Revised Statutes Annotated   >  Division 2. Business (Titles 22 — 27)  >  Title 24 Insurance 
(Chs. 431 — 435H)   >  Chapter 431 Insurance Code (Arts. 1 — 31)  >  Article 3B Insurance Data Security Law 
(Pts. I — III)  >  Part III. Cybersecurity Events (§§ 431:3B -301 — 431:3B -306) 
 
[§ 431:3B -302.] Notification of a cybersecurity event.   
 
(a)  Each licensee shall notify the commissioner as promptly as possible, but in no event later than 
three business days from a determination that a cybersecurity event impacting two hundred fifty or 
more consumers has occurred. If law enforcement officials ins truct a licensee not to distribute 
information regarding a cybersecurity event, the licensee shall not be required to provide 
notification until instructed to do so by law enforcement officials. Notification shall be provided 
when either of the following c riteria has been met:  
(1)  The licensee is domiciled in the State, in the case of an insurer, or the licensee’s home 
state is Hawaii, in the case of an independent insurance producer; or  
(2)  The licensee reasonably believes that the nonpublic information involved is of two 
hundred fifty or more consumers residing in the State and is a cybersecurity event that has a 
reasonable likelihood of materially harming:  
(A)  Any consumer residing in the State; or  
(B)  Any material part of the normal operation of the licensee.  
(b)  The licensee shall provide as much of the following information as possible and practicable 
and as promptly as possible:  
(1)  The date of the cybersecurity event;  
(2)  The description of how the nonpublic information was exposed, lost, stole n, or breached, 
including the specific roles and responsibilities of third -party service providers, if any;  
(3)  How the cybersecurity event was discovered;  
(4)  Whether any lost, stolen, or breached information has been recovered and, if so, how it 
was re covered;  
(5)  The identity of the source of the cybersecurity event;  
(6)  Whether the licensee has filed a police report or has notified any regulatory, government, 
or law enforcement agencies and, if so, when the notification was provided;"
4,,"Page 3 of 4 
Wis. Stat. § 601.952  
   (e)  No less than annually, assess the effectiveness of security safeguards, including key 
controls, systems, and procedures.  
(f)  Include cybersecurity risks in the licensee’s enterprise risk management process.  
(g)  Utilize reasonable security measures when sharing information, taking into consideration 
the character of the sharing and the type of information shared.  
(h)  Provide personnel with cybersecurity awareness training that is updated as necessary.  
(4) Progr am adjustments.   The licensee shall monitor, evaluate, and adjust the information 
security program under sub. (1) consistent with changes in technology, the sensitivity of the 
nonpublic information, internal and external threats to nonpublic information, and changes to the 
licensee’s business operations, outsourcing arrangements, and information systems. If a licensee 
identifies areas, systems, or processes that require material improvement, updating, or redesign, 
the licensee shall document the identifica tion and remedial efforts to address the areas, systems, or 
processes. The licensee shall maintain the documentation for a period of at least 5 years starting 
from the date the documentation was created and shall produce the documentation upon demand of 
the commissioner.  
(5) Incident response plan.   As part of its information security program, a licensee shall develop 
an incident response plan to promptly respond to, and recover from, a cybersecurity event that 
compromises the confidentiality, integrity, o r availability of nonpublic information, the licensee’s 
information systems, or the continuing functionality of any aspect of the licensee’s business or 
operations. The incident response plan shall be in writing and address all of the following:  
(a)  The g oals of the incident response plan.  
(b)  The internal process for responding to a cybersecurity event.  
(c)  The identification of clear roles, responsibilities, and levels of decision -making authority 
during and immediately following a cybersecurity event.  
(d)  The external and internal communications and information sharing during and 
immediately following a cybersecurity event.  
(e)  Requirements for the remediation of identified weaknesses in the information systems and 
associated controls.  
(f)  The repor ting and documentation of a cybersecurity event and related incident response 
activities.  
(g)  The evaluation and revision of the incident response plan following a cybersecurity event.  
(6) Oversight of 3rd -party service provider arrangements.   If applica ble, no later than 2 years 
after the effective date of this subsection.... [LRB inserts date], a licensee shall exercise due 
diligence when selecting any 3rd -party service provider. The licensee shall make reasonable 
efforts to require a 3rd -party service provider to do all of the following:  
(a)  Implement appropriate administrative, technical, and physical measures to protect and 
secure the information systems and nonpublic information that are accessible to or held by the 
3rd-party service provider.  
(b)  Report a cybersecurity event under s. 601.954."
5,,"Page 2 of 3 
ORS § 276A.555  
   (b)  Provide to public, private and nonprofit sectors in this state information and recomme nd 
best practices concerning cybersecurity, cyber resilience and recovery measures, including 
legal, insurance and other topics.  
(c)  Coordinate the sharing of information related to cybersecurity threats, risks, warnings and 
incidents, and promote public awareness and shared, real -time situational awareness among 
public, private and nonprofit sector entities.  
(d)  Provide cybersecurity assessment, scanning and analysis, monitoring and incident 
response services to public bodies, with priority given to publ ic bodies with the greatest need 
for services, including local governments, regional governments, special districts, education 
service districts, school districts and libraries.  
(e)  Collaborate with public bodies to coordinate cybersecurity efforts with o ngoing 
information technology modernization and resilience projects.  
(f)  Identify and participate in appropriate federal, multistate, regional, state, local or private 
sector programs and efforts that support or complement the center’s purpose.  
(g)  Pursu e and leverage federal sources of cybersecurity and cyber resilience funding to 
achieve state goals related to cybersecurity and cyber resilience.  
(h)  Manage and award funds distributed to the center for cybersecurity and cyber resilience 
initiatives.  
(i)  Encourage the development of Oregon’s cybersecurity workforce by, at a minimum:  
(A)  Identifying gaps and needs in workforce programs.  
(B)  Fostering the growth and development of cybersecurity  workforce development 
programs and career and technical education in school districts, community colleges 
operated under ORS chapter 341, and public universities listed in ORS 352.002.  
(C)  Assisting in curriculum review and standardization and providing recommendations to 
improve programs.  
(D)  Fostering industry involvement in internships, mentorship and apprenticeship 
programs and experiential learning programs.  
(E)  Building awareness of industry and career opportunities to recruit students into cyber -
related educational tracks.  
(4)   
(a)  Portland State University, Oregon State University and the University of Oregon shall 
enter into an operating agreement for administering the center, including the provision of 
administrative and staff support and fac ilities.  
(b)  A public university listed in ORS 352.002, or a community college operated under ORS 
chapter 341, not listed in paragraph (a) of this subsection may join the operating agreement and 
provide administrative and staff support and facilities. The  process for joining the operating 
agreement shall be described in the operating agreement or the charter developed under 
subsection (5) of this section."
6,,"Page 2 of 5 
Md. Public Utility Companies Code Ann. § 2 -108 
 Trayce Hockstad   (i)  advise the Chairman of the Commission and the commissioners on measures to 
improve oversight of the cybersecurity practices of public service companies;  
(ii)  consult with the Office of Security Management on cybersecurity issues related to 
utility regulation;  
(iii)  assist the Commission in monitoring the minimum security standar ds developed under 
§ 5-306 of this article;  
(iv)  participate in briefings to discuss cybersecurity practices based on:  
1.  applicable National Association of Regulatory Utility Commissioners guidance; and  
2.  improvements to cybersecurity  practices recommended in the cybersecurity 
assessments required under § 5 -306 of this article; and  
(v)  support public service companies that do not meet minimum security standards with 
remediating vulnerabilities or addressing cybersecurity assessment fi ndings.  
(4)  The Commission may retain on a case by case basis additional experts as required for a 
particular matter.  
(5)  The lawyers who represent the Commission staff in proceedings before the Commission 
shall be appointed by the Commission and shall b e organized and operate independently of the 
office of General Counsel.  
(6)   
(i)  As required, the Commission shall hire public utility law judges.  
(ii)  Public utility law judges are a separate organizational unit and shall report directly to 
the Commiss ion. 
(7)  The Commission shall hire personal staff members for each commissioner as required to 
provide advice, draft proposed orders and rulings, and perform other personal staff functions.  
(8)   
(i)  The Commission shall:  
1.  collaborate with the Office of Security Management to establish cybersecurity 
standards and best practices for regulated entities, taking into account utility needs and 
capabilities based on size;  
2.  periodically share information on cybersecurity initiatives and best practices with  
municipal electric utilities; and  
3.  beginning on or before January 1, 2025, and every 2 years thereafter:  
A.  collect certifications of a public service company’s compliance with standards 
used in the assessments conducted under § 5 -306 of this article for cybersecurity -
related policies and procedures; and  
B.  submit a report to the State Chief Information Security Officer, or the Officer’s 
designee.  
(ii)  The report required under subparagraph (i) of this paragraph shall include:"
7,,"Page 2 of 3 
Md. State Government Code Ann. § 9 -2901 
 Trayce Hockstad   (ii)  four representatives from statewide or regional business associations;  
(iii)  up to ten represe ntatives from institutions of higher education located in the State;  
(iv)  one representative of a crime victims organization;  
(v)  four representatives from industries that may be susceptible to attacks on 
cybersecurity, including at least one representat ive of a bank, whether or not State -
chartered, that has a branch in the State;  
(vi)  two representatives of organizations that have expertise in electronic health care 
records; and  
(vii)  any other stakeholder that the Attorney General determines appropria te. 
(d)  The President of the Senate may appoint up to two members of the Senate to serve on the 
Council.  
(e)  The Speaker of the House of Delegates may appoint up to two members of the House to serve 
on the Council.  
(f)  The Attorney General also shall in vite, as appropriate, the following representatives of federal 
agencies to serve on the Council:  
(1)  the Director of the National Security Agency, or the Director’s designee;  
(2)  the Secretary of Homeland Security, or the Secretary’s designee;  
(3)  the Director of the Defense Information Systems Agency, or the Director’s designee;  
(4)  the Director of the Intelligence Advanced Research Projects Activity, or the Director’s 
designee; and  
(5)  any other federal agency that the Attorney General determines ap propriate.  
(g)  The Attorney General, or the Attorney General’s designee, shall chair the Council.  
(h)  The University of Maryland Global Campus shall provide staff for the Council.  
(i)  A member of the Council:  
(1)  may not receive compensation as a membe r of the Council; but  
(2)  is entitled to reimbursement for expenses under the Standard State Travel Regulations, as 
provided in the State budget.  
(j)  The Council shall work with the National Institute of Standards and Technology and other 
federal agencie s, private sector businesses, and private cybersecurity experts to:  
(1)  for critical infrastructure not covered by federal law or the Executive Order, review and 
conduct risk assessments to determine which local infrastructure sectors are at the greatest risk 
of cyber attacks and need the most enhanced cybersecurity measures;  
(2)  use federal guidance to identify categories of critical infrastructure as critical cyber 
infrastructure if cyber damage or unauthorized cyber access to the infrastructure could 
reasonably result in catastrophic consequences, including:"
8,,"Trayce Hockstad   
Md. State Finance and Procurement Code Ann. § 3.5-406 
 Current through all legislation from the 2023 Regular Session of the General Assembly.  
 
Michie’s™ Annotated Code of Maryland   >  State Finance and Procurement (Divs. I — II)  >  Division I. State 
Finance. (Titles 1 — 10A)   >  Title 3.5. Departmen t of Information Technology. (Subts. 1 — 7)  >  Subtitle 4. 
Telecommunications. (§§ 3.5 -401 — 3.5-407) 
 
§ 3.5 -406. Annual reports — Items included — Cybersecurity preparedness 
assessments performed — Cybersecurity incidents.   
 
(a)  On or before December 1  each year, each unit of State government shall:  
(1)  report the results of any cybersecurity preparedness assessments performed in the prior 
year to the Office of Security Management in accordance with guidelines developed by the 
Office; and  
(2)  submit a  report to the Governor and the Office of Security Management that includes:  
(i)  an inventory of all information systems and applications used or maintained by the unit;  
(ii)  a full data inventory of the unit;  
(iii)  a list of all cloud or statistical an alysis system solutions used by the unit;  
(iv)  a list of all permanent and transient vendor interconnections that are in place;  
(v)  the number of unit employees who have received cybersecurity training;  
(vi)  the total number of unit employees who use th e network;  
(vii)  the number of information technology staff positions, including vacancies;  
(viii)  the number of noninformation technology staff positions, including vacancies;  
(ix)  the unit’s information technology budget, itemized to include the follo wing 
categories:  
1.  services;  
2.  equipment;  
3.  applications;  
4.  personnel;  
5.  software licensing;  
6.  development;  
7.  network projects;  
8.  maintenance; and"
9,,"Page 4 of 5 
Md. Insurance Code Ann. § 33 -103 
 Trayce Hockstad   (ii)  receive a report from the delegates that complies with the requirements for the report 
to the board of directors under paragraph (1) of this subsection.  
(h)  A carrier shall require a third -party service provider to implement appropriate administrative, 
technical, and physical measures to protect and secure the information systems and nonpublic 
information that are accessible to or held by the third -party service provider.  
(i)   
(1)  Each carrier shall establish a written incident response plan designed to promptly respond 
to, and recover from, any cybersecurity event that compromises the confidentiality, integrity, 
or availability of nonpublic information in its possession, the carrier’s information systems, or 
the continuing functionality of any aspect of the carrier’s business  or operations.  
(2)  The incident response plan shall address the following areas:  
(i)  the internal process for responding to a cybersecurity event;  
(ii)  the goals of the incident response plan;  
(iii)  the definition of clear roles, responsibilities, and  levels of decision -making authority;  
(iv)  external and internal communications and information sharing;  
(v)  identification of requirements for the remediation of identified weaknesses in 
information systems and associated controls;  
(vi)  documentation a nd reporting regarding cybersecurity events and related incident 
response activities; and  
(vii)  the evaluation and revision, as necessary, of the incident response plan following a 
cybersecurity event.  
(j)   
(1)  Except as provided in subsection (k) of this section, on or before April 15 each year, each 
carrier shall submit to the Commissioner a written statement certifying that the carrier is in 
compliance with the requirements set forth in this section.  
(2)  Each carrier shall maintain for examination by the Commissioner all records, schedules, 
and data supporting this certificate for a period of 5 years.  
(k)  A carrier that is not domiciled in the State is exempt from the provisions of subsection (j)(1) 
of this section if the carrier:  
(1)   
(i)  is dom iciled in another United States insuring jurisdiction that has adopted a law or 
regulation that is substantially similar to this section;  
(ii)  is subject to that law or regulation;  
(iii)  is required to file a certification of compliance with its domestic  regulator under that 
law or regulation; and  
(iv)  actually files the required certification with its domestic regulator; or  
(2)"
