,question,chunks
0,"Are there any ambiguities or inconsistencies in the definitions of key terms such as ""cyber incident,"" ""data breach,"" or ""protected information"" within the regulations?","Page 2 of 4 
ORC Ann. 3965.04  
   (d)  Whether any lost, stolen, or breached infor mation has been recovered and if so, how 
this was done;  
(e)  The identity of the source of the cybersecurity event;  
(f)  Whether the licensee has filed a police report or has notified any regulatory, 
government, or law enforcement agencies and, if so, when  such notification was provided;  
(g)  A description of the specific types of information acquired without authorization. 
“Specific types of information” means particular data elements, including types of medical 
information, types of financial information,  or types of information allowing identification 
of the consumer.  
(h)  The period during which the information system was compromised by the 
cybersecurity event;  
(i)  The number of total consumers in this state affected by the cybersecurity  event. The 
licensee shall provide the best estimate in the initial report to the superintendent and update 
this estimate with each subsequent report to the superintendent pursuant to this section.  
(j)  The results of any internal review identifying a laps e in either automated controls or 
internal procedures, or confirming that all automated controls or internal procedures were 
followed;  
(k)  A description of efforts being undertaken to remediate the situation that permitted the 
cybersecurity event to occur ; 
(l)  A copy of the licensee’s privacy policy and a statement outlining the steps the licensee 
will take to investigate and notify consumers affected by the cybersecurity event;  
(m)  The name of a contact person who is both familiar with the cybersecurity  event and 
authorized to act for the licensee.  
(2)  The licensee shall provide the information in electronic form as directed by the 
superintendent. The licensee shall have a continuing obligation to update and supplement 
initial and subsequent notificatio ns to the superintendent regarding material developments 
relating to the cybersecurity event.  
(C)  A licensee shall comply with section 1349.19 of the Revised Code as applicable and provide a 
copy of the notice sent to consumers under that section to the s uperintendent, when the licensee is 
required to notify the superintendent under division (A) of this section.  
(D)   
(1)  If a licensee becomes aware of a cybersecurity event in a system maintained by a third -
party service provider, the licensee shall treat  the event as it would under division (A) of this 
section.  
(2)  The computation of the licensee’s deadlines specified in this section shall begin on the day 
after the third -party service provider notifies the licensee of the cybersecurity event or the 
licensee otherwise has actual knowledge of the cybersecurity event, whichever is sooner.  
(3)  Nothing in this chapter shall prevent or abrogate an agreement between a licensee and 
another licensee, a third -party service provider, or any other party to fulfill any of the"
1,,"Page 4 of 5 
ORC Ann. 3965.02  
   (3)  Internal or external threats to information;  
(4)  The licensee’s own changing business arrangements, such as mergers and acquisitions, 
alliances and joint ventures, outsourcing arrangements, and changes to information systems.  
(H)   
(1)  As part of its information security program, each licensee shall establish a written incident 
response plan designed to promptly respond to, and recover from, any cybersecurity event that 
compromises the confidentiality, integrity, or availability of nonpublic information in its 
possession, the licensee’s information systems, or the continuing functionality of any aspect of 
the licensee’s business or opera tions.  
(2)  The incident response plan described in division (H) (1) of this section shall address all of 
the following areas:  
(a)  The internal process for responding to a cybersecurity event;  
(b)  The goals of the incident response plan;  
(c)  The definit ion of clear roles, responsibilities, and levels of decision -making authority;  
(d)  External and internal communications and information sharing;  
(e)  Identification of requirements for the remediation of any identified weaknesses in 
information systems an d associated controls;  
(f)  Documentation and reporting regarding cybersecurity events and related incident 
response activities;  
(g)  The evaluation and revision as necessary of the incident response plan following a 
cybersecurity event.  
(I)   
(1)  By the fifteenth day of February of each year, unless otherwise permitted to file on the first 
day of June in division (I)(2) of this section, each insurer domiciled in this state shall submit to 
the superintendent of insurance a written statement certifying that  the insurer is in compliance 
with the requirements set forth in this section. Each insurer shall maintain for examination by 
the department of insurance all records, schedules, and data supporting this certificate for a 
period of five years. To the extent  an insurer has identified areas, systems, or processes that 
require material improvement, updating, or redesign, the insurer shall document the 
identification and the remedial efforts planned and underway to address such areas, systems, or 
processes. Such  documentation must be available for inspection by the superintendent.  
(2)  Notwithstanding division (I)(1) of this section, an insurer domiciled in this state and 
licensed exclusively to conduct business in this state and no other state shall be permitted  to 
submit to the superintendent of insurance a written statement certifying that the insurer is in 
compliance with the requirements set forth in this section as part of the insurer’s corporate 
governance annual disclosure required by section 3901.073 of t he Revised Code.  
(J)  A licensee that meets the requirements of this chapter shall be deemed to have implemented a 
cybersecurity program that reasonably conforms to an industry -recognized cybersecurity 
framework for the purposes of Chapter 1354. of the Rev ised Code."
2,,"Page 2 of 2 
ORC Ann. 1354.03  
   (a)  The security requirements of the “Health Insurance Portability and Accountability 
Act of 1996,” as set forth in 45  CFR Part 164 Subpart C;  
(b)  Title V of the “Gramm -Leach -Bliley Act of 1999,” Public Law 106 -102, as 
amended;  
(c)  The “Federal Information Security Modernization Act of 2014,” Public Law 113 -
283; 
(d)  The “Health Information Technology for Economic and C linical Health Act,” as 
set forth in 45 CFR part 162.  
(2)  When a framework listed in division (B)(1) of this section is amended, a covered entity 
whose cybersecurity program reasonably conforms to that framework shall reasonably 
conform to the amended fra mework not later than one year after the effective date of the 
amended framework.  
(C)   
(1)  The cybersecurity program reasonably complies with both the current version of the 
“payment card industry (PCI) data security standard” and conforms to the current  version 
of another applicable industry recognized cybersecurity framework listed in division (A) of 
this section, subject to divisions (C)(2) and (D) of this section.  
(2)  When a final revision to the “PCI data security standard” is published, a covered entity 
whose cybersecurity program reasonably complies with that standard shall reasonably 
comply with the revised standard not later than one year after the publication date  stated in 
the revision.  
(D)  If a covered entity’s cybersecurity program reasonably conforms to a combination of 
industry recognized cybersecurity frameworks, or complies with a standard, as in the case of 
the payment card industry (PCI) data security sta ndard, as described in division (A) or (C) of 
this section, and two or more of those frameworks are revised, the covered entity whose 
cybersecurity program reasonably conforms to or complies with, as applicable, those 
frameworks shall reasonably conform to  or comply with, as applicable, all of the revised 
frameworks not later than one year after the latest publication date stated in the revisions.  
History   
 
2018 sb220, § 1, effective November 2, 2018.  
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 Al l rights reserved.  
 
 
End of Document"
3,,"Page 3 of 5 
ORC Ann. 3965.02  
   (i)  Include audit trails within the information security program designed to detect and 
respond to cybersecurity events and designed to reconstruct material financial transactions 
sufficient to support normal oper ations and obligations of the licensee;  
(j)  Implement measures to protect against destruction, loss, or damage of nonpublic 
information due to environmental hazards, such as fire and water damage or other 
catastrophes or technological failures;  
(k)  Devel op, implement, and maintain procedures for the secure disposal of nonpublic 
information in any format.  
(3)  Include cybersecurity risks in the licensee’s enterprise risk management process;  
(4)  Stay informed regarding emerging threats or vulnerabilities a nd utilize reasonable security 
measures when sharing information relative to the character of the sharing and the type of 
information shared;  
(5)  Provide its personnel with cybersecurity awareness training that is updated as necessary to 
reflect risks ide ntified by the licensee in the risk assessment.  
(E)  If the licensee has a board of directors, the board or an appropriate committee of the board 
shall, at a minimum, do all of the following:  
(1)  Require the licensee’s executive management or its delegate s to develop, implement, and 
maintain the licensee’s information security program;  
(2)  Require the licensee’s executive management or its delegates to report in writing at least 
annually, all of the following information:  
(a)  The overall status of the information security program and the licensee’s compliance 
with this chapter;  
(b)  Material matters related to the information security program, addressing issues such as 
risk assessment, risk management and control decisions, third -party service provider 
arrangements, results of testing, cybersecurity events or violations and management’s 
responses thereto, and recommendations for changes in the information security program.  
(3)  If executive management delegates any of its responsibilities under this sect ion, it shall 
oversee the development, implementation, and maintenance of the licensee’s information 
security program prepared by the delegates and shall require the delegates to submit a report 
that complies with the requirements of division (E)(2) of thi s section.  
(F)   
(1)  A licensee shall exercise due diligence in selecting its third -party service provider.  
(2)  A licensee shall require a third -party service provider to implement appropriate 
administrative, technical, and physical measures to protect a nd secure the information systems 
and nonpublic information that are accessible to, or held by, the third -party service provider.  
(G)  The licensee shall monitor, evaluate, and adjust, as appropriate, the information security 
program consistent with all of  the following:  
(1)  Any relevant changes in technology;  
(2)  The sensitivity of its nonpublic information;"
4,,"Page 1 of 3 
ORC Ann. 3965.01  
    
ORC Ann. 3965.01  
Current through File 21 of the 135th General Assembly (2023 -2024).  
 
Page’s Ohio Revised Code Annotated   >  Title 39: Insurance (Chs. 3901 — 3999)   >  Chapter 3965 Cybersecurity 
framework. (§§ 3965.01 — 3965.11)  
 
§ 3965.01 Definitions.   
 
As used in this chapter:  
(A)  “Assuming insurer” has the same meaning as in section 3901.61 of the Revised Code.  
(B)  “Authorized individual” means an individual authorized by the licensee to access 
nonpublic information held by the licensee and its information systems.  
(C)  “Ceding insurer” has the same meaning as in section 3901.61 of the Revised Code.  
(D)  “Consumer” means an individual who is a resident of this state and whose nonpublic 
information is in a licensee’s possession, custody, or control. “Consumer” includes an 
applicant, policyholder, insured, beneficiary, claimant, and certificate holder.  
(E)  “Cybersecurity event” means an event resulting in unauthorized access to, disruption of, 
or misuse of an information system or nonpublic information stored on an information system 
that has a reasonable likelihood of materially harming any consumer residing  in this state or 
any material part of the normal operations of the licensee. “Cybersecurity event” does not 
include the unauthorized acquisition of encrypted nonpublic information if the encryption, 
process, or key is not also acquired, released, or used without authorization. “Cybersecurity 
event” does not include an event with regard to which the licensee has determined that the 
nonpublic information accessed by an unauthorized person has not been used or released and 
has been returned or destroyed.  
(F)  “Encrypted” means the transformation of data into a form that results in a low probability 
of assigning meaning without the use of a protective process or key.  
(G)  “Family” means an individual’s spouse, child, stepchild, foster child, parent, stepparent,  
foster parent, grandparent, grandchild, sibling, half sibling, stepsibling, parent -in-law, brother -
in-law, or sister -in-law. 
(H)  “HIPAA” means the “Health Insurance Portability and Accountability Act of 1996,” Pub. 
L. No. 104 -191, 110 Stat. 1936, as amen ded. 
(I)  “Independent insurance agent” has the same meaning as in section 3905.49 of the Revised 
Code."
5,,"Trayce Hockstad   
ALM GL ch. 93H, § 2  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 2. Rules and Regulations.   
 
(a)  The department of consumer affairs and business regulation shall adopt regulations relative to 
any person that owns or licenses personal information about a resident of the commonwealth. Such 
regulations shall be  designed to safeguard the personal information of residents of the 
commonwealth and shall be consistent with the safeguards for protection of personal information 
set forth in the federal regulations by which the person is regulated. The objectives of the  
regulations shall be to: insure the security and confidentiality of customer information in a manner 
fully consistent with industry standards; protect against anticipated threats or hazards to the 
security or integrity of such information; and protect aga inst unauthorized access to or use of such 
information that may result in substantial harm or inconvenience to any consumer. The regulations 
shall take into account the person’s size, scope and type of business, the amount of resources 
available to such pe rson, the amount of stored data, and the need for security and confidentiality of 
both consumer and employee information.  
(b)  The supervisor of records, with the advice and consent of the information technology division 
to the extent of its jurisdiction t o set information technology standards under paragraph (d) of 
section 4A of chapter 7, shall establish rules or regulations designed to safeguard the personal 
information of residents of the commonwealth that is owned or licensed. Such rules or regulations  
shall be applicable to: (1) executive offices and any agencies, departments, boards, commissions 
and instrumentalities within an executive office; and (2) any authority created by the General 
Court, and the rules and regulations shall take into account th e size, scope and type of services 
provided thereby, the amount of resources available thereto, the amount of stored data, and the 
need for security and confidentiality of both consumer and employee information. The objectives 
of the rules or regulations s hall be to: insure the security and confidentiality of personal 
information; protect against anticipated threats or hazards to the security or integrity of such 
information; and to protect against unauthorized access to or use of such information that coul d 
result in substantial harm or inconvenience to any resident of the commonwealth.  
(c)  The legislative branch, the judicial branch, the attorney general, the state secretary, the state 
treasurer and the state auditor shall adopt rules or regulations designed to safeguard the personal 
information of residents of the commonwealth for their respective departments and shall take into 
account the size, scope and type of services provided by their departments, the amount of 
resources available thereto, the amount of stored data, and the need for security and confidentiality 
of both consumer and employee information. The objectives of the rules or regulations shall be to:"
6,,"Trayce Hockstad   
ALM GL ch. 93H, § 1  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 1. Definitions.   
 
(a)  As used in this chapter, the following words shall, unless the context clearly requires 
otherwise, have the following meanings: — 
“Agency”, any agency, executive office, department, board, commission, bureau, division or 
authority of the commonwealth, or any of its branches, or of any political subdivision thereof.  
“Breach of security”, the unauthorized acquisition or unauthorized use of unencrypted data or, 
encrypted electronic data and the confidential process or key tha t is capable of compromising the 
security, confidentiality, or integrity of personal information, maintained by a person or agency 
that creates a substantial risk of identity theft or fraud against a resident of the commonwealth. A 
good faith but unauthori zed acquisition of personal information by a person or agency, or 
employee or agent thereof, for the lawful purposes of such person or agency, is not a breach of 
security unless the personal information is used in an unauthorized manner or subject to furth er 
unauthorized disclosure.  
“Data” any material upon which written, drawn, spoken, visual, or electromagnetic information or 
images are recorded or preserved, regardless of physical form or characteristics.  
“Electronic”, relating to technology having electrical, digital, magnetic, wireless, optical, 
electromagnetic or similar capabilities.  
“Encrypted” transformation of data through the use of a 128 -bit or higher algorithmic process into 
a form in which there is a low probability of assigning meaning wi thout use of a confidential 
process or key, unless further defined by regulation of the department of consumer affairs and 
business regulation.  
“Notice” shall include: — 
(i)  written notice;  
(ii)  electronic notice, if notice provided is consistent with the  provisions regarding electronic 
records and signatures set forth in § 7001 (c) of Title 15 of the United States Code; and chapter 
110G; or  
(iii)  substitute notice, if the person or agency required to provide notice demonstrates that the 
cost of providing  written notice will exceed $250,000, or that the affected class of"
7,,"Trayce Hockstad   
ALM GL ch. 93H, § 3  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 3. Notice of Security Breach Required.   
 
(a)  A person or agency that maintains or stores, but does not own or license data that includes 
personal information about a resident of the commonwealth, shall provide notice, as soon as 
practicable and  without unreasonable delay, when such person or agency (1) knows or has reason 
to know of a breach of security or (2) when the person or agency knows or has reason to know that 
the personal information of such resident was acquired or used by an unauthori zed person or used 
for an unauthorized purpose, to the owner or licensor in accordance with this chapter. In addition 
to providing notice as provided herein, such person or agency shall cooperate with the owner or 
licensor of such information. Such coopera tion shall include, but not be limited to, informing the 
owner or licensor of the breach of security or unauthorized acquisition or use, the date or 
approximate date of such incident and the nature thereof, and any steps the person or agency has 
taken or p lans to take relating to the incident, except that such cooperation shall not be deemed to 
require the disclosure of confidential business information or trade secrets, or to provide notice to 
a resident that may have been affected by the breach of securit y or unauthorized acquisition or use.  
(b)  A person or agency that owns or licenses data that includes personal information about a 
resident of the commonwealth, shall provide notice, as soon as practicable and without 
unreasonable delay, when such person or agency (1) knows or has reason to know of a breach of 
security or (2) when the person or agency knows or has reason to know that the personal 
information of such resident was acquired or used by an unauthorized person or used for an 
unauthorized purpose , to the attorney general, the director of consumer affairs and business 
regulation and to such resident, in accordance with this chapter. The notice to be provided to the 
attorney general and said director, and consumer reporting agencies or state agencie s if any, shall 
include, but not be limited to: (i) the nature of the breach of security or unauthorized acquisition or 
use; (ii) the number of residents of the commonwealth affected by such incident at the time of 
notification; (iii) the name and address of the person or agency that experienced the breach of 
security; (iv) name and title of the person or agency reporting the breach of security, and their 
relationship to the person or agency that experienced the breach of security ; (v) the type of person 
or agency reporting the breach of security; (vi) the person responsible for the breach of security, if 
known; (vii) the type of personal information compromised, including, but not limited to, social 
security number, driver’s license number, financial accou nt number, credit or debit card number or 
other data; (viii) whether the person or agency maintains a written information security program; 
and (ix) any steps the person or agency has taken or plans to take relating to the incident, including 
updating the written information security program. A person who experienced a breach of security"
8,,"Page 5 of 11 
ALM GL ch. 4, § 7  
 Trayce Hockstad   (g)  trade secrets or commercial or financial information voluntarily provid ed to an agency 
for use in developing governmental policy and upon a promise of confidentiality; but this 
subclause shall not apply to information submitted as required by law or as a condition of 
receiving a governmental contract or other benefit;  
(h)  proposals and bids to enter into any contract or agreement until the time for the 
opening of bids in the case of proposals or bids to be opened publicly, and until the time 
for the receipt of bids or proposals has expired in all other cases; and inter -agency  or intra -
agency communications made in connection with an evaluation process for reviewing bids 
or proposals, prior to a decision to enter into negotiations with or to award a contract to, a 
particular person;  
(i)  appraisals of real property acquired or to be acquired until (1) a final agreement is 
entered into; or (2) any litigation relative to such appraisal has been terminated; or (3) the 
time within which to commence such litigation has expired;  
(j)  the names and addresses of any persons contained in , or referred to in, any applications 
for any licenses to carry or possess firearms issued pursuant to chapter one hundred and 
forty or any firearms identification cards issued pursuant to said chapter one hundred and 
forty and the names and addresses on s ales or transfers of any firearms, rifles, shotguns, or 
machine guns or ammunition therefor, as defined in said chapter one hundred and forty and 
the names and addresses on said licenses or cards;  
(k)  [Stricken.]  
(l)  questions and answers, scoring keys a nd sheets and other materials used to develop, 
administer or score a test, examination or assessment instrument; provided, however, that 
such materials are intended to be used for another test, examination or assessment 
instrument;  
(m)  contracts for hospi tal or related health care services between (i) any hospital, clinic or 
other health care facility operated by a unit of state, county or municipal government and 
(ii) a health maintenance organization arrangement approved under chapter one hundred 
and sev enty-six I, a nonprofit hospital service corporation or medical service corporation 
organized pursuant to chapter one hundred and seventy -six A and chapter one hundred and 
seventy -six B, respectively, a health insurance corporation licensed under chapter o ne 
hundred and seventy -five or any legal entity that is self insured and provides health care 
benefits to its employees.  
(n)  records, including, but not limited to, blueprints, plans, policies, procedures and 
schematic drawings, which relate to internal layout and structural elements, security 
measures, emergency preparedness, threat or vulnerability assessments, or any other 
records relating to the security or safety of persons or buildings, structures, facilities, 
utilities, transportation, cyber security or other infrastructure located within the 
commonwealth, the disclosure of which, in the reasonable judgment of the record 
custodian, subject to review by the supervisor of public records under subsection (c) of 
section 10 of chapter 66, is likely to jeopardize public safety or cyber security.  
(o)  the home address, personal email address and home telephone number of an employe e 
of the judicial branch, an unelected employee of the general court, an agency, executive"
9,,"Page 2 of 2 
ALM GL ch. 93H, § 2  
 Trayce Hockstad   insure the security and confidentiality of customer information in a manner fully consis tent with 
industry standards; protect against anticipated threats or hazards to the security or integrity of such 
information; and protect against unauthorized access to or use of such information that could result 
in substantial harm or inconvenience to a ny resident of the commonwealth.  
History   
 
2007, 82, § 16.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 Matthew Bender & Company, Inc.,  
a member of the LexisNexis Group All rights reserved.  
 
 
End of Document"
