,question,chunks
0,"How is the term ""liability"" used in autonomous vehicle operations?","Page 3 of 3 
§ 1349.55 Requirements governing non -recourse civil litigation advance contracts.  
   principal terms have been presented to the consumer in the consumer’s native language and 
acknowledged by the consumer, in writing. Principal terms shall include all items that must be 
disclosed by this section.  
(C)  If a disput e arises between the consumer and the company concerning the contract for a non -
recourse civil litigation advance, the responsibilities of the attorney representing the consumer in 
the civil action or claim shall be no greater than the attorney’s responsib ilities under the Ohio 
Rules of Professional Conduct.  
History   
 
152 v H 248, §  1, eff. 8 -27-08. 
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
1,,"Page 3 of 4 
§ 1349.09. Responsibilities of operator of an online website that targets children.  
   chooses to withdraw consent for any reason, the parent or legal guardian shall notify the operator, 
and the operator shall terminate the child’s use of or access to the online web site, service, or 
product within thirty days after receiving such notificat ion. 
(G)  The attorney general shall investigate any noncompliance with this section in the same 
manner, by the same means, and with the same jurisdiction, powers, and duties as in section 
1349.191 of the Revised Code. Nothing in this section shall be inte rpreted to serve as the basis for 
a private right of action.  
(H)  If it appears that an operator of an online web site, service, or product failed to comply with 
this section, the attorney general has the exclusive authority to bring a civil action in a co urt of 
common pleas, or other appropriate court, for appropriate relief including a temporary restraining 
order, preliminary or permanent injunction, and civil penalties.  
(I)  If a court finds that an operator of an online web site, service, or product ent ered into a 
contract with a child without consent of the child’s parent or guardian, as required by this section, 
the court shall impose a civil penalty on the operator as follows:  
(1)  Up to one thousand dollars for each of the first sixty days the operat or failed to comply 
with this section;  
(2)  In addition to the civil penalty required by division (I)(1) of this section, up to five 
thousand dollars for each subsequent day the operator failed to comply with this section, 
commencing with the sixty -first d ay and ending with the ninetieth day;  
(3)  In addition to the civil penalties required by divisions (I)(1) and (2) of this section, up to 
ten thousand dollars for each subsequent day the operator failed to comply with this section, 
commencing with the ninety -first day.  
(J)  Any civil penalty that is imposed under division (I) of this section shall be deposited into the 
consumer protection enforcement fund created under section 1345.51 of the Revised Code.  
(K)  Any operator that is found by the court to have failed to comply with this section is liable to 
the attorney general for the attorney general’s costs in conducting an investigation and bringing an 
action under this section.  
(L)  The rights and remedies that are provided under this section are in ad dition to any other rights 
or remedies that are provided by law.  
(M)   
(1)  If an operator is in substantial compliance with this section, the attorney general shall 
provide written notice to the operator before commencing a civil action under this section . The 
notice must identify the specific provisions of this section that the attorney general alleges 
have been violated.  
(2)  The attorney general shall not commence a civil action under this section, and a court shall 
not impose a civil penalty, for a vio lation identified in a notice sent by the attorney general 
under division (M)(1) of this section if the operator does both of the following within ninety 
days after the date such notice is sent:  
(a)  Cures the violation;"
2,,"Trayce Hockstad   
ORC Ann. 1349.09  
Current through File 26 of the 135th General Assembly (2023 -2024).  
 
Page’s Ohio Revised Code Annotated   >  Title 13: Commercial Transactions — Other Commercial Transactions 
(Chs. 1301 — 1355)   >  Chapter 1349: Consumer Protection (§§ 1349.01 — 1349.99)  
 
§ 1349.09.  Responsibilities of operator of an online website that targets children.   
 
(A)  As used in this section:  
(1)  “Operator” means any business, entity, or person that operates an online web site, service, 
or product that has users in this state and that allows those users to do all of the following:  
(a)  Interact socially with other users within the confines of the o nline web site, service, or 
product;  
(b)  Construct a public or semipublic profile for the purpose of signing into and using the 
online web site, service, or product;  
(c)  Populate a list of other users with whom an individual shares or has the ability to share 
a social connection within the online web site, service, or product;  
(d)  Create or post content viewable by others, including on message boards, chat rooms, 
video channels, direct or private messages or chats, and a landing page or main feed that 
presents the user with content generated by other users.  
(2)  “Child” means any consumer of an online web site, service, or product who is under the 
age of sixteen and who is not emancipated.  
(B)  The operator of an online web site, service, or product that targets children, or is reasonably 
anticipated to be accessed by children, shall do all of the following:  
(1)  Obtain verifiable consent for any contract with a child, including terms of service, to 
register, sign up, or otherwise create a unique username to access or utilize the online web site, 
service, or product, from the child’s parent or legal guardian using any of the following 
methods:  
(a)  Requiring a parent or legal guardian to sign and return to the operator a form 
consenting to the contract by p ostal mail, facsimile, or electronic mail;  
(b)  Requiring a parent or legal guardian, in connection with a monetary transaction, to use 
a credit card, debit card, or other online payment system that provides notification of each 
discrete transaction to the  primary account holder;  
(c)  Requiring a parent or legal guardian to call a toll -free telephone number implemented 
by the operator and staffed by trained personnel;"
3,,"Page 2 of 3 
§ 1349.55 Requirements governing non -recourse civil litigation advance contracts.  
   disbursement of funds, or mail a notice of cancellation and include in t hat mailing a return of 
the full amount of disbursed funds in the form of the company’s uncashed check, or a 
registered or certified check or money order, by insured, registered or certified United States 
mail, postmarked within five business days of recei ving funds from the company, at the 
address specified in the contract for the cancellation.  
(3)  The contract shall contain the following statement in at least twelve -point boldface type: 
“THE COMPANY AGREES THAT IT SHALL HAVE NO RIGHT TO AND WILL NOT 
MAKE  ANY DECISIONS WITH RESPECT TO THE CONDUCT OF THE UNDERLYING 
CIVIL ACTION OR CLAIM OR ANY SETTLEMENT OR RESOLUTION THEREOF AND 
THAT THE RIGHT TO MAKE THOSE DECISIONS REMAINS SOLELY WITH YOU 
AND YOUR ATTORNEY IN THE CIVIL ACTION OR CLAIM.”  
(4)  The contract  shall contain the initials of the consumer on each page.  
(5)  The contract shall contain the following statement in at least twelve -point boldface type 
located immediately above the place on the contract where the consumer’s signature is 
required: “DO NOT  SIGN THIS CONTRACT BEFORE YOU READ IT COMPLETELY OR 
IF IT CONTAINS ANY BLANK SPACES. YOU ARE ENTITLED TO A COMPLETELY 
FILLED IN COPY OF THIS CONTRACT. BEFORE YOU SIGN THIS CONTRACT YOU 
SHOULD OBTAIN THE ADVICE OF AN ATTORNEY. DEPENDING ON THE 
CIRCUMSTANCE S, YOU MAY WANT TO CONSULT A TAX, PUBLIC OR PRIVATE 
BENEFIT PLANNING, OR FINANCIAL PROFESSIONAL. YOU ACKNOWLEDGE 
THAT YOUR ATTORNEY IN THE CIVIL ACTION OR CLAIM HAS PROVIDED NO 
TAX, PUBLIC OR PRIVATE BENEFIT PLANNING, OR FINANCIAL ADVICE 
REGARDING THIS TRA NSACTION.”  
(6)  The contract shall contain a written acknowledgment by the attorney representing the 
consumer in the civil action or claim that states all of the following:  
(a)  The attorney representing the consumer in the civil action or claim has review ed the 
contract and all costs and fees have been disclosed including the annualized rate of return 
applied to calculate the amount to be paid by the consumer.  
(b)  The attorney representing the consumer in the civil action or claim is being paid on a 
conti ngency basis per a written fee agreement.  
(c)  All proceeds of the civil litigation will be disbursed via the trust account of the attorney 
representing the consumer in the civil action or claim or a settlement fund established to 
receive the proceeds of t he civil litigation from the defendant on behalf of the consumer.  
(d)  The attorney representing the consumer in the civil action or claim is following the 
written instructions of the consumer with regard to the non -recourse civil litigation 
advance.  
(7)  For English, French, and Spanish speaking consumers, the contract shall be written in the 
same language in which the oral negotiations are conducted between the company and the 
consumer. For consumers whose primary language is not English, French, or Spani sh, the 
principal terms of the contract shall be translated in writing into the consumer’s native 
language, the consumer shall sign the translated document containing the principal terms and 
initial each page, and the translator shall sign a notarized affi rmation confirming that the"
4,,"Page 2 of 4 
§ 1349.09. Responsibilities of operator of an online website that targets children.  
   (d)  Requiring a parent or legal guardian to connect to trained personnel by 
videoconferen ce; 
(e)  Verifying a parent’s or legal guardian’s identity by checking a form of government -
issued identification against databases of such information, and promptly deleting the 
parent’s or legal guardian’s identification from the operator’s records after  such 
verification is complete.  
(2)  Present to the child’s parent or legal guardian a list of the features offered by an operator’s 
online web site, service, or product related to censoring or moderating content, including any 
features that can be disable d for a particular profile.  
(3)  Provide to the child’s parent or guardian a web site link at which the parent or legal 
guardian may access and review the list of features described in division (B)(2) of this section 
at another time.  
(C)  In determining wh ether an operator’s online web site, service, or product targets children, or 
is reasonably anticipated to be accessed by children, the attorney general or a court may consider 
the following factors:  
(1)  Subject matter;  
(2)  Language;  
(3)  Design elements ; 
(4)  Visual content;  
(5)  Use of animated characters or child -oriented activities and incentives;  
(6)  Music or other audio content;  
(7)  Age of models;  
(8)  Presence of child celebrities or celebrities who appeal to children;  
(9)  Advertisements;  
(10)  Empirical evidence regarding audience composition; and  
(11)  Evidence regarding the intended audience.  
(D)   
(1)  Except as otherwise provided in division (D)(2) of this section, after obtaining consent 
from a child’s parent or legal guardian, an operator shall send written confirmation to the 
parent or legal guardian via electronic mail, postal mail, or facsimile.  
(2)  If an operator is unable to secure an address, electronic mail address, or facsimile number 
of the child’s parent or legal guardian, after making a reasonable effort to obtain such 
information, the operator may verify consent via telephone.  
(E)  If a child’s parent or legal guardian does not affirmatively consent to the terms of service or 
other contract, the operator shall deny the child acc ess to or use of the online web site, service, or 
product.  
(F)  If a parent or legal guardian receives confirmation of consent, as described in division (D) of 
this section, and determines that consent was given in error, or if the parent or legal guardian"
5,,"Page 4 of 11 
ALM GL ch. 4, § 7  
 Trayce Hockstad   Twentieth, “Net indebtedness” shall mean the indebtedness of county, city, town or district, 
omitting debts created for supplying the inhabitants with water and other debts exempted from 
the op eration of the law limiting their indebtedness, and deducting the amount of sinking funds 
available for the payment of the indebtedness included.  
Twenty -first, “Oath” shall include affirmation in cases where by law an affirmation may be 
substituted for an oath.  
Twenty -second, “Ordinance”, as applied to cities, shall be synonymous with by -law. 
Twenty -third, “Person” or “whoever” shall include corporations, societies, associations and 
partnerships.  
Twenty -fourth, “Place” may mean a city or town.  
Twenty -fifth,  “Preceding” or “following”, used with reference to any section of the statutes, 
shall mean the section last preceding or next following, unless some other section is expressly 
designated in such reference.  
Twenty -sixth, “Public records” shall mean all boo ks, papers, maps, photographs, recorded 
tapes, financial statements, statistical tabulations, or other documentary materials or data, 
regardless of physical form or characteristics, made or received by any officer or employee of 
any agency, executive offic e, department, board, commission, bureau, division or authority of 
the commonwealth, or of any political subdivision thereof, or of any authority established by 
the general court to serve a public purpose, or any person, corporation, association, partnersh ip 
or other legal entity which receives or expends public funds for the payment or administration 
of pensions for any current or former employees of the commonwealth or any political 
subdivision as defined in section 1 of chapter 32, unless such materials or data fall within the 
following exemptions in that they are:  
(a)  specifically or by necessary implication exempted from disclosure by statute;  
(b)  related solely to internal personnel rules and practices of the government unit, 
provided however, that s uch records shall be withheld only to the extent that proper 
performance of necessary governmental functions requires such withholding;  
(c)  personnel and medical files or information and any other materials or data relating to a 
specifically named individ ual, the disclosure of which may constitute an unwarranted 
invasion of personal privacy; provided, however, that this subclause shall not apply to 
records related to a law enforcement misconduct investigation.  
(d)  inter-agency or intra -agency memoranda or  letters relating to policy positions being 
developed by the agency; but this subclause shall not apply to reasonably completed 
factual studies or reports on which the development of such policy positions has been or 
may be based;  
(e)  notebooks and other materials prepared by an employee of the commonwealth which 
are personal to him and not maintained as part of the files of the governmental unit;  
(f)  investigatory materials necessarily compiled out of the public view by law enforcement 
or other investiga tory officials the disclosure of which materials would probably so 
prejudice the possibility of effective law enforcement that such disclosure would not be in 
the public interest;"
6,,"Page 2 of 11 
ALM GL ch. 4, § 7  
 Trayce Hockstad   Fifth A, “Chief administrative officer”, when used in connection with the operation of 
municipal governments, shall include the mayor of a city and the bo ard of selectmen in a town 
unless some other local office is designated to be the chief administrative officer under the 
provisions of a local charter.  
Fifth B, “Chief executive officer”, when used in connection with the operation of municipal 
governments shall include the mayor in a city and the board of selectmen in a town unless 
some other municipal office is designated to be the chief executive officer under the provisions 
of a local charter.  
Sixth, “City solicitor” shall include the head of the legal d epartment of a city or town.  
Sixth A, “Coterminous”, shall mean, when applied to the term of office of a person appointed 
by the governor, the period from the date of appointment and qualification to the end of the 
term of said governor; provided that such  person shall serve until his successor is appointed 
and qualified; and provided, further, that the governor may remove such person at any time, 
subject however to the condition that if such person receives notice of the termination of his 
appointment he s hall have the right, at his request, to a hearing within thirty days from receipt 
of such notice at which hearing the governor shall show cause for such removal, and that 
during the period following receipt of such notice and until final determination said  person 
shall receive his usual compensation but shall be deemed suspended from his office.  
Seventh, “District”, when applied to courts or the justices or other officials thereof, shall 
include municipal.  
Eighth, “Dukes”, “Dukes county” or “county of Dukes ” shall mean the county of Dukes 
county.  
Ninth, “Fiscal year”, when used with reference to any of the offices, departments, boards, 
commissions, institutions or undertakings of the commonwealth, shall mean the year beginning 
with July first and ending with  the following June thirtieth.  
[Effective until August 10, 2023]  Tenth, “Illegal gaming”, a banking or percentage game 
played with cards, dice, tiles, dominoes, or an electronic, electrical or mechanical device or 
machine for money, property, checks, credi t or any representative of value, but excluding: (i) a 
lottery game conducted by the state lottery commission under sections 24, 24A and 27 of 
chapter 10; (ii) a game conducted under chapter 23K; (iii) sports wagering conducted under 
chapter 23N; (iv) pari -mutuel wagering on horse races under chapters 128A and 128C and 
greyhound races under said chapter 128C; (v) a game of bingo conducted under chapter 271; 
(vi) charitable gaming conducted under said chapter 271; and (vii) a fantasy contest conducted 
under section 11M½.  
[Effective August 10, 2023]  Tenth, “Illegal gaming”, a banking or percentage game played 
with cards, dice, tiles, dominoes, or an electronic, electrical or mechanical device or machine 
for money, property, checks, credit or any representative  of value, but excluding: (i) a lottery 
game conducted by the state lottery commission under sections 24, 24A and 27 of chapter 10; 
(ii) a game conducted under chapter 23K; (iii) sports wagering conducted under chapter 23N; 
(iv) pari -mutuel wagering on hor se races under chapters 128A and 128C; (v) a game of bingo 
conducted under chapter 271; and (vi) charitable gaming conducted under said chapter 271."
7,,"Page 2 of 2 
ALM GL ch. 93H, § 2  
 Trayce Hockstad   insure the security and confidentiality of customer information in a manner fully consis tent with 
industry standards; protect against anticipated threats or hazards to the security or integrity of such 
information; and protect against unauthorized access to or use of such information that could result 
in substantial harm or inconvenience to a ny resident of the commonwealth.  
History   
 
2007, 82, § 16.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 Matthew Bender & Company, Inc.,  
a member of the LexisNexis Group All rights reserved.  
 
 
End of Document"
8,,"Trayce Hockstad   
ALM GL ch. 106, § 4 -406 
Current through Chapter 59 of the 2024 Legislative Session of the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 106 Uniform Comme rcial Code (Arts. 1 — 9)  >  Article 4 Bank Deposits And Collections 
(§§ 4 -101 — 4-504) 
 
§ 4-406. Customer’s Duty to Discover and Report Unauthorized Signature or 
Alteration.   
 
(a)  A bank that sends or makes available to a customer a statement of account  showing payment 
of items for the account shall either return or make available to the customer the items paid or 
provide information in the statement of account sufficient to allow the customer reasonably to 
identify the items paid. The statement of accou nt provides sufficient information if the item is 
described by item number, amount, and date of payment.  
(b)  If the items are not returned to the customer, the person retaining the items shall either retain 
the items or, if the items are destroyed, maintain the capacity to furnish legible copies of the items 
until the expiration of seven years after receipt of the items. A customer may request an item from 
the bank that paid the item, and that bank must provide in a reasonable time either the item or , if 
the item has been destroyed or is not otherwise obtainable, a legible copy of the item.  
(c)  If a bank sends or makes available a statement of account or items pursuant to subsection (a), 
the customer must exercise reasonable promptness in examining t he statement or the items to 
determine whether any payment was not authorized because of an alteration of an item or because 
a purported signature by or on behalf of the customer was not authorized. If, based on the 
statement or items provided, the custome r should reasonably have discovered the unauthorized 
payment, the customer must promptly notify the bank of the relevant facts.  
(d)  If the bank proves that the customer failed, with respect to an item, to comply with the duties 
imposed on the customer by subsection (c), the customer is precluded from asserting against the 
bank:  
(1)  the customer’s unauthorized signature or any alteration on the item, if the bank also proves 
that it suffered a loss by reason of the failure; and  
(2)  the customer’s unauthori zed signature or alteration by the same wrongdoer on any other 
item paid in good faith by the bank if the payment was made before the bank received notice 
from the customer of the unauthorized signature or alteration and after the customer had been 
afforde d a reasonable period of time, not exceeding 30 days, in which to examine the item or 
statement of account and notify the bank.  
(e)  If subsection (d) applies and the customer proves that the bank failed to exercise ordinary care 
in paying the item and tha t the failure substantially contributed to loss, the loss is allocated"
9,,"Page 7 of 11 
ALM GL ch. 4, § 7  
 Trayce Hockstad   Thirty -first, “State”, when applied to the different parts of the United States, shall extend to 
and include the District of Columbia and the several territories; and the words “United St ates” 
shall include said district and territories.  
Thirty -second, “State auditor” and “state secretary” shall mean respectively the auditor of the 
commonwealth and the secretary of the commonwealth. “State treasurer” or “treasurer of the 
commonwealth” shal l mean the treasurer and receiver general as used in the constitution of the 
commonwealth, and shall have the same meaning in all contracts, instruments, securities and 
other documents.  
Thirty -third, “Swear” shall include affirm in cases in which an affirm ation may be substituted 
for an oath. When applied to public officers who are required by the constitution to take oaths 
therein prescribed, it shall refer to those oaths; and when applied to any other officer it shall 
mean sworn to the faithful performanc e of his official duties.  
Thirty -fourth, “Town”, when applied to towns or officers or employees thereof, shall include 
city. 
Thirty -fifth, “Valuation”, as applied to a town, shall mean the valuation of such town as 
determined by the last preceding apportionment made for the purposes of the state tax.  
Thirty -sixth, “Water district” shall include water supply district.  
Thirty -seventh, “Will” shall include codicils.  
Thirty -eighth, “Written” and “in writing” shall include printing, engraving, lithograph ing and 
any other mode of representing words and letters; but if the written signature of a person is 
required by law, it shall always be his own handwriting or, if he is unable to write, his mark.  
Thirty -ninth, “Annual election”, as applied to municipal e lections in cities holding such 
elections biennially, shall mean biennial election.  
Fortieth, “Surety” or “Sureties”, when used with reference to a fidelity bond of an officer or 
employee of a county, city, town or district, shall mean a surety company aut horized to 
transact business in the commonwealth.  
Forty -first, “Population”, when used in connection with the number of inhabitants of a county, 
city, town or district, shall mean the population as determined by the last preceding national 
census.  
Forty -second. [Repealed, 1953, 319, §  2.] 
Forty -third, “Veteran” shall mean (1) any person, (a) whose last discharge or release from his 
wartime service as defined herein, was under honorable conditions and who (b) served in the 
army, navy, marine corps, coast gua rd, or air force of the United States, or on full time national 
guard duty under Titles 10 or 32 of the United States Code or under sections 38, 40 and 41 of 
chapter 33 for not less than 90 days active service, at least 1 day of which was for wartime 
servi ce; provided, however, than any person who so served in wartime and was awarded a 
service -connected disability or a Purple Heart, or who died in such service under conditions 
other than dishonorable, shall be deemed to be a veteran notwithstanding his fail ure to 
complete 90 days of active service; (2) a member of the American Merchant Marine who 
served in armed conflict between December 7, 1941 and December 31, 1946, and who has 
received honorable discharges from the United States Coast Guard, Army, or Navy ; (3) any"
