,question,chunks
0,"If there is any trace of a cyber attack by hijacking sensor inputs/values, who might be held liable in the event of a breach?","Page 2 of 4 
ORC Ann. 3965.04  
   (d)  Whether any lost, stolen, or breached infor mation has been recovered and if so, how 
this was done;  
(e)  The identity of the source of the cybersecurity event;  
(f)  Whether the licensee has filed a police report or has notified any regulatory, 
government, or law enforcement agencies and, if so, when  such notification was provided;  
(g)  A description of the specific types of information acquired without authorization. 
“Specific types of information” means particular data elements, including types of medical 
information, types of financial information,  or types of information allowing identification 
of the consumer.  
(h)  The period during which the information system was compromised by the 
cybersecurity event;  
(i)  The number of total consumers in this state affected by the cybersecurity  event. The 
licensee shall provide the best estimate in the initial report to the superintendent and update 
this estimate with each subsequent report to the superintendent pursuant to this section.  
(j)  The results of any internal review identifying a laps e in either automated controls or 
internal procedures, or confirming that all automated controls or internal procedures were 
followed;  
(k)  A description of efforts being undertaken to remediate the situation that permitted the 
cybersecurity event to occur ; 
(l)  A copy of the licensee’s privacy policy and a statement outlining the steps the licensee 
will take to investigate and notify consumers affected by the cybersecurity event;  
(m)  The name of a contact person who is both familiar with the cybersecurity  event and 
authorized to act for the licensee.  
(2)  The licensee shall provide the information in electronic form as directed by the 
superintendent. The licensee shall have a continuing obligation to update and supplement 
initial and subsequent notificatio ns to the superintendent regarding material developments 
relating to the cybersecurity event.  
(C)  A licensee shall comply with section 1349.19 of the Revised Code as applicable and provide a 
copy of the notice sent to consumers under that section to the s uperintendent, when the licensee is 
required to notify the superintendent under division (A) of this section.  
(D)   
(1)  If a licensee becomes aware of a cybersecurity event in a system maintained by a third -
party service provider, the licensee shall treat  the event as it would under division (A) of this 
section.  
(2)  The computation of the licensee’s deadlines specified in this section shall begin on the day 
after the third -party service provider notifies the licensee of the cybersecurity event or the 
licensee otherwise has actual knowledge of the cybersecurity event, whichever is sooner.  
(3)  Nothing in this chapter shall prevent or abrogate an agreement between a licensee and 
another licensee, a third -party service provider, or any other party to fulfill any of the"
1,,"Page 3 of 5 
§ 1349.19 Disclosure or notification of breach of security of computerized personal information system.  
   the name of the individual or by some identifying number , symbol, or other identifier assigned 
to the individual. “System” does not include any published directory, any reference material or 
newsletter, or any routine information that is maintained for the purpose of internal office 
administration of the person , if the use of the directory, material, newsletter, or information 
would not adversely affect an individual, and there has been no unauthorized external breach 
of the directory, material, newsletter, or information.  
(B)   
(1)  Any person that owns or lice nses computerized data that includes personal information 
shall disclose any breach of the security of the system, following its discovery or notification 
of the breach of the security of the system, to any resident of this state whose personal 
information  was, or reasonably is believed to have been, accessed and acquired by an 
unauthorized person if the access and acquisition by the unauthorized person causes or 
reasonably is believed will cause a material risk of identity theft or other fraud to the resid ent. 
The disclosure described in this division may be made pursuant to any provision of a contract 
entered into by the person with another person prior to the date the breach of the security of the 
system occurred if that contract does not conflict with an y provision of this section and does 
not waive any provision of this section. For purposes of this section, a resident of this state is 
an individual whose principal mailing address as reflected in the records of the person is in this 
state.  
(2)  The perso n shall make the disclosure described in division (B)(1) of this section in the 
most expedient time possible but not later than forty -five days following its discovery or 
notification of the breach in the security of the system, subject to the legitimate n eeds of law 
enforcement activities described in division (D) of this section and consistent with any 
measures necessary to determine the scope of the breach, including which residents’ personal 
information was accessed and acquired, and to restore the reas onable integrity of the data 
system.  
(C)  Any person that, on behalf of or at the direction of another person or on behalf of or at the 
direction of any governmental entity, is the custodian of or stores computerized data that includes 
personal information  shall notify that other person or governmental entity of any breach of the 
security of the system in an expeditious manner, if the personal information was, or reasonably is 
believed to have been, accessed and acquired by an unauthorized person and if the  access and 
acquisition by the unauthorized person causes or reasonably is believed will cause a material risk 
of identity theft or other fraud to a resident of this state.  
(D)  The person may delay the disclosure or notification required by division (B), (C), or (G) of 
this section if a law enforcement agency determines that the disclosure or notification will impede 
a criminal investigation or jeopardize homeland or national security, in which case, the person 
shall make the disclosure or notification aft er the law enforcement agency determines that 
disclosure or notification will not compromise the investigation or jeopardize homeland or national 
security.  
(E)  For purposes of this section, a person may disclose or make a notification by any of the 
follow ing methods:  
(1)  Written notice;"
2,,"Page 4 of 5 
ORC Ann. 3965.02  
   (3)  Internal or external threats to information;  
(4)  The licensee’s own changing business arrangements, such as mergers and acquisitions, 
alliances and joint ventures, outsourcing arrangements, and changes to information systems.  
(H)   
(1)  As part of its information security program, each licensee shall establish a written incident 
response plan designed to promptly respond to, and recover from, any cybersecurity event that 
compromises the confidentiality, integrity, or availability of nonpublic information in its 
possession, the licensee’s information systems, or the continuing functionality of any aspect of 
the licensee’s business or opera tions.  
(2)  The incident response plan described in division (H) (1) of this section shall address all of 
the following areas:  
(a)  The internal process for responding to a cybersecurity event;  
(b)  The goals of the incident response plan;  
(c)  The definit ion of clear roles, responsibilities, and levels of decision -making authority;  
(d)  External and internal communications and information sharing;  
(e)  Identification of requirements for the remediation of any identified weaknesses in 
information systems an d associated controls;  
(f)  Documentation and reporting regarding cybersecurity events and related incident 
response activities;  
(g)  The evaluation and revision as necessary of the incident response plan following a 
cybersecurity event.  
(I)   
(1)  By the fifteenth day of February of each year, unless otherwise permitted to file on the first 
day of June in division (I)(2) of this section, each insurer domiciled in this state shall submit to 
the superintendent of insurance a written statement certifying that  the insurer is in compliance 
with the requirements set forth in this section. Each insurer shall maintain for examination by 
the department of insurance all records, schedules, and data supporting this certificate for a 
period of five years. To the extent  an insurer has identified areas, systems, or processes that 
require material improvement, updating, or redesign, the insurer shall document the 
identification and the remedial efforts planned and underway to address such areas, systems, or 
processes. Such  documentation must be available for inspection by the superintendent.  
(2)  Notwithstanding division (I)(1) of this section, an insurer domiciled in this state and 
licensed exclusively to conduct business in this state and no other state shall be permitted  to 
submit to the superintendent of insurance a written statement certifying that the insurer is in 
compliance with the requirements set forth in this section as part of the insurer’s corporate 
governance annual disclosure required by section 3901.073 of t he Revised Code.  
(J)  A licensee that meets the requirements of this chapter shall be deemed to have implemented a 
cybersecurity program that reasonably conforms to an industry -recognized cybersecurity 
framework for the purposes of Chapter 1354. of the Rev ised Code."
3,,"Page 2 of 2 
ORC Ann. 1354.02  
   (1)  A covered entity that satisfies divisions (A)(1), (B), and (C) of this section is entitled to an 
affirmative defense to any cause of action sounding in tor t that is brought under the laws of 
this state or in the courts of this state and that alleges that the failure to implement reasonable 
information security controls resulted in a data breach concerning personal information.  
(2)  A covered entity that sati sfies divisions (A)(2), (B), and (C) of this section is entitled to an 
affirmative defense to any cause of action sounding in tort that is brought under the laws of 
this state or in the courts of this state and that alleges that the failure to implement re asonable 
information security controls resulted in a data breach concerning personal information or 
restricted information.  
History   
 
2018 sb220, § 1, effective November 2, 2018.  
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
4,,"Page 5 of 5 
§ 1349.19 Disclosure or notification of breach of security of computerized personal information system.  
   (G)  If a person discovers circumstances that require disclosure under this section to more than one 
thousand residents of this state involved in a single occurrence of a breach of the security of the 
system, the person shall notify, without unreasonable delay, all consumer reporting agencies that 
compile and maintain files on con sumers on a nationwide basis of the timing, distribution, and 
content of the disclosure given by the person to the residents of this state. In no case shall a person 
that is required to make a notification required by this division delay any disclosure or notification 
required by division (B) or (C) of this section in order to make the notification required by this 
division.  
(H)  Any waiver of this section is contrary to public policy and is void and unenforceable.  
(I)  The attorney general may conduct purs uant to sections 1349.191 and 1349.192 of the Revised 
Code an investigation and bring a civil action upon an alleged failure by a person to comply with 
the requirements of this section.  
History   
 
151 v H 104, §  1, eff. 2 -17-06; 151 v S 126, §  1, eff. 3 -30-07. 
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
5,,"Trayce Hockstad   
ALM GL ch. 93H, § 3  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 3. Notice of Security Breach Required.   
 
(a)  A person or agency that maintains or stores, but does not own or license data that includes 
personal information about a resident of the commonwealth, shall provide notice, as soon as 
practicable and  without unreasonable delay, when such person or agency (1) knows or has reason 
to know of a breach of security or (2) when the person or agency knows or has reason to know that 
the personal information of such resident was acquired or used by an unauthori zed person or used 
for an unauthorized purpose, to the owner or licensor in accordance with this chapter. In addition 
to providing notice as provided herein, such person or agency shall cooperate with the owner or 
licensor of such information. Such coopera tion shall include, but not be limited to, informing the 
owner or licensor of the breach of security or unauthorized acquisition or use, the date or 
approximate date of such incident and the nature thereof, and any steps the person or agency has 
taken or p lans to take relating to the incident, except that such cooperation shall not be deemed to 
require the disclosure of confidential business information or trade secrets, or to provide notice to 
a resident that may have been affected by the breach of securit y or unauthorized acquisition or use.  
(b)  A person or agency that owns or licenses data that includes personal information about a 
resident of the commonwealth, shall provide notice, as soon as practicable and without 
unreasonable delay, when such person or agency (1) knows or has reason to know of a breach of 
security or (2) when the person or agency knows or has reason to know that the personal 
information of such resident was acquired or used by an unauthorized person or used for an 
unauthorized purpose , to the attorney general, the director of consumer affairs and business 
regulation and to such resident, in accordance with this chapter. The notice to be provided to the 
attorney general and said director, and consumer reporting agencies or state agencie s if any, shall 
include, but not be limited to: (i) the nature of the breach of security or unauthorized acquisition or 
use; (ii) the number of residents of the commonwealth affected by such incident at the time of 
notification; (iii) the name and address of the person or agency that experienced the breach of 
security; (iv) name and title of the person or agency reporting the breach of security, and their 
relationship to the person or agency that experienced the breach of security ; (v) the type of person 
or agency reporting the breach of security; (vi) the person responsible for the breach of security, if 
known; (vii) the type of personal information compromised, including, but not limited to, social 
security number, driver’s license number, financial accou nt number, credit or debit card number or 
other data; (viii) whether the person or agency maintains a written information security program; 
and (ix) any steps the person or agency has taken or plans to take relating to the incident, including 
updating the written information security program. A person who experienced a breach of security"
6,,"Page 2 of 3 
ALM GL ch. 93H, § 3  
 Trayce Hockstad   shall file a report with the attorney general and the director of consumer affairs and business 
regulation certifying their credit monitoring services comply with section 3 A.  
Upon receipt of this notice, the director of consumer affairs and business regulation shall identify 
any relevant consumer reporting agency or state agency, as deemed appropriate by said director, 
and forward the names of the identified consumer reporting agencies and state agencies to the 
notifying person or agency. Such person or agency shall, as soon as practicable and without 
unreasonable delay, also provide notice, in accordance with this chapter, to the consumer reporting 
agencies and state agencies identified by the director of consumer affairs and business regulation.  
The notice to be provided to the resident shall include, but shall not be limited to: (i) the resident’s 
right to obtain a police report; (ii) how a resident may request a sec urity freeze and the necessary 
information to be provided when requesting the security freeze; (iii) that there shall be no charge 
for a security freeze; and (iv) mitigation services to be provided pursuant to this chapter; provided, 
however, that said not ice shall not include the nature of the breach of security or unauthorized 
acquisition or use, or the number of residents of the commonwealth affected by said breach of 
security or unauthorized access or use. The person or agency that experienced the breac h of 
security shall provide a sample copy of the notice it sent to consumers to the attorney general and 
the office of consumer affairs and business regulation. A notice provided pursuant to this section 
shall not be delayed on grounds that the total numbe r of residents affected is not yet ascertained. In 
such case, and where otherwise necessary to update or correct the information required, a person 
or agency shall provide additional notice as soon as practicable and without unreasonable delay 
upon learnin g such additional information.  
(c)  As practicable and as not to impede active investigation by the attorney general or other law 
enforcement agency, the office of consumer affairs and business regulation shall: (i) make 
available electronic copies of the  sample notice sent to consumers on its website and post such 
notice within 1 business day upon receipt from the person that experienced a breach of security; 
(ii) update the breach of security notification report on its website as soon as practically poss ible 
after the information has been verified by said office but not more than 10 business days after 
receipt unless the information provided is not verifiable; provided, however, that the office shall 
post said notice as soon as verified; (iii) amend, on a  recurring basis, the breach of security 
notification report to include new information discovered through the investigation process or new 
subsequent findings from a previously reported breach of security; and (iv) instruct consumers on 
how they may file a public records request to obtain a copy of the notice provided to the attorney 
general and said director from the person who experienced a breach of security.  
(d)  If the person or agency that experienced a breach of security is owned by another person or 
corporation, the notice to the consumer shall include the name of the parent or affiliated 
corporation.  
(e)  If an agency is within the executive department, it shall provide written notification of the 
nature and circumstances of the breach of securit y or unauthorized acquisition or use to the 
executive office of technology services and security and the division of public records in the office 
of the state secretary as soon as practicable and without unreasonable delay following the 
discovery of a brea ch of security or unauthorized acquisition or use, and shall comply with all 
policies and procedures adopted by the executive office of technology services and security 
pertaining to the reporting and investigation of such an incident."
7,,"Page 3 of 3 
ALM GL ch. 6, § 220  
 Trayce Hockstad   video or image redaction software; provided, that such software does not have the capability of 
performing facial recognition or other remote biometric recognition; and (iii) receive evidence 
related to the investigation of a crim e derived from a biometric surveillance system; provided, that 
the use of a biometric surveillance system was not knowingly solicited by or obtained with the 
assistance of a public agency or any public official in violation of said subsection (b).  
History   
 
2020, 253, § 26, effective July 1, 2021.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
8,,"Page 2 of 2 
ALM GL ch. 93H, § 2  
 Trayce Hockstad   insure the security and confidentiality of customer information in a manner fully consis tent with 
industry standards; protect against anticipated threats or hazards to the security or integrity of such 
information; and protect against unauthorized access to or use of such information that could result 
in substantial harm or inconvenience to a ny resident of the commonwealth.  
History   
 
2007, 82, § 16.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 Matthew Bender & Company, Inc.,  
a member of the LexisNexis Group All rights reserved.  
 
 
End of Document"
9,,"Page 5 of 11 
ALM GL ch. 4, § 7  
 Trayce Hockstad   (g)  trade secrets or commercial or financial information voluntarily provid ed to an agency 
for use in developing governmental policy and upon a promise of confidentiality; but this 
subclause shall not apply to information submitted as required by law or as a condition of 
receiving a governmental contract or other benefit;  
(h)  proposals and bids to enter into any contract or agreement until the time for the 
opening of bids in the case of proposals or bids to be opened publicly, and until the time 
for the receipt of bids or proposals has expired in all other cases; and inter -agency  or intra -
agency communications made in connection with an evaluation process for reviewing bids 
or proposals, prior to a decision to enter into negotiations with or to award a contract to, a 
particular person;  
(i)  appraisals of real property acquired or to be acquired until (1) a final agreement is 
entered into; or (2) any litigation relative to such appraisal has been terminated; or (3) the 
time within which to commence such litigation has expired;  
(j)  the names and addresses of any persons contained in , or referred to in, any applications 
for any licenses to carry or possess firearms issued pursuant to chapter one hundred and 
forty or any firearms identification cards issued pursuant to said chapter one hundred and 
forty and the names and addresses on s ales or transfers of any firearms, rifles, shotguns, or 
machine guns or ammunition therefor, as defined in said chapter one hundred and forty and 
the names and addresses on said licenses or cards;  
(k)  [Stricken.]  
(l)  questions and answers, scoring keys a nd sheets and other materials used to develop, 
administer or score a test, examination or assessment instrument; provided, however, that 
such materials are intended to be used for another test, examination or assessment 
instrument;  
(m)  contracts for hospi tal or related health care services between (i) any hospital, clinic or 
other health care facility operated by a unit of state, county or municipal government and 
(ii) a health maintenance organization arrangement approved under chapter one hundred 
and sev enty-six I, a nonprofit hospital service corporation or medical service corporation 
organized pursuant to chapter one hundred and seventy -six A and chapter one hundred and 
seventy -six B, respectively, a health insurance corporation licensed under chapter o ne 
hundred and seventy -five or any legal entity that is self insured and provides health care 
benefits to its employees.  
(n)  records, including, but not limited to, blueprints, plans, policies, procedures and 
schematic drawings, which relate to internal layout and structural elements, security 
measures, emergency preparedness, threat or vulnerability assessments, or any other 
records relating to the security or safety of persons or buildings, structures, facilities, 
utilities, transportation, cyber security or other infrastructure located within the 
commonwealth, the disclosure of which, in the reasonable judgment of the record 
custodian, subject to review by the supervisor of public records under subsection (c) of 
section 10 of chapter 66, is likely to jeopardize public safety or cyber security.  
(o)  the home address, personal email address and home telephone number of an employe e 
of the judicial branch, an unelected employee of the general court, an agency, executive"
