,question,chunks
0,Who might be held liable in the event of a bridge destruction attack by hacking the entire system of an autonomous vehicle?,"Page 2 of 4 
ORC Ann. 3965.04  
   (d)  Whether any lost, stolen, or breached infor mation has been recovered and if so, how 
this was done;  
(e)  The identity of the source of the cybersecurity event;  
(f)  Whether the licensee has filed a police report or has notified any regulatory, 
government, or law enforcement agencies and, if so, when  such notification was provided;  
(g)  A description of the specific types of information acquired without authorization. 
“Specific types of information” means particular data elements, including types of medical 
information, types of financial information,  or types of information allowing identification 
of the consumer.  
(h)  The period during which the information system was compromised by the 
cybersecurity event;  
(i)  The number of total consumers in this state affected by the cybersecurity  event. The 
licensee shall provide the best estimate in the initial report to the superintendent and update 
this estimate with each subsequent report to the superintendent pursuant to this section.  
(j)  The results of any internal review identifying a laps e in either automated controls or 
internal procedures, or confirming that all automated controls or internal procedures were 
followed;  
(k)  A description of efforts being undertaken to remediate the situation that permitted the 
cybersecurity event to occur ; 
(l)  A copy of the licensee’s privacy policy and a statement outlining the steps the licensee 
will take to investigate and notify consumers affected by the cybersecurity event;  
(m)  The name of a contact person who is both familiar with the cybersecurity  event and 
authorized to act for the licensee.  
(2)  The licensee shall provide the information in electronic form as directed by the 
superintendent. The licensee shall have a continuing obligation to update and supplement 
initial and subsequent notificatio ns to the superintendent regarding material developments 
relating to the cybersecurity event.  
(C)  A licensee shall comply with section 1349.19 of the Revised Code as applicable and provide a 
copy of the notice sent to consumers under that section to the s uperintendent, when the licensee is 
required to notify the superintendent under division (A) of this section.  
(D)   
(1)  If a licensee becomes aware of a cybersecurity event in a system maintained by a third -
party service provider, the licensee shall treat  the event as it would under division (A) of this 
section.  
(2)  The computation of the licensee’s deadlines specified in this section shall begin on the day 
after the third -party service provider notifies the licensee of the cybersecurity event or the 
licensee otherwise has actual knowledge of the cybersecurity event, whichever is sooner.  
(3)  Nothing in this chapter shall prevent or abrogate an agreement between a licensee and 
another licensee, a third -party service provider, or any other party to fulfill any of the"
1,,"Page 3 of 4 
§ 1349.09. Responsibilities of operator of an online website that targets children.  
   chooses to withdraw consent for any reason, the parent or legal guardian shall notify the operator, 
and the operator shall terminate the child’s use of or access to the online web site, service, or 
product within thirty days after receiving such notificat ion. 
(G)  The attorney general shall investigate any noncompliance with this section in the same 
manner, by the same means, and with the same jurisdiction, powers, and duties as in section 
1349.191 of the Revised Code. Nothing in this section shall be inte rpreted to serve as the basis for 
a private right of action.  
(H)  If it appears that an operator of an online web site, service, or product failed to comply with 
this section, the attorney general has the exclusive authority to bring a civil action in a co urt of 
common pleas, or other appropriate court, for appropriate relief including a temporary restraining 
order, preliminary or permanent injunction, and civil penalties.  
(I)  If a court finds that an operator of an online web site, service, or product ent ered into a 
contract with a child without consent of the child’s parent or guardian, as required by this section, 
the court shall impose a civil penalty on the operator as follows:  
(1)  Up to one thousand dollars for each of the first sixty days the operat or failed to comply 
with this section;  
(2)  In addition to the civil penalty required by division (I)(1) of this section, up to five 
thousand dollars for each subsequent day the operator failed to comply with this section, 
commencing with the sixty -first d ay and ending with the ninetieth day;  
(3)  In addition to the civil penalties required by divisions (I)(1) and (2) of this section, up to 
ten thousand dollars for each subsequent day the operator failed to comply with this section, 
commencing with the ninety -first day.  
(J)  Any civil penalty that is imposed under division (I) of this section shall be deposited into the 
consumer protection enforcement fund created under section 1345.51 of the Revised Code.  
(K)  Any operator that is found by the court to have failed to comply with this section is liable to 
the attorney general for the attorney general’s costs in conducting an investigation and bringing an 
action under this section.  
(L)  The rights and remedies that are provided under this section are in ad dition to any other rights 
or remedies that are provided by law.  
(M)   
(1)  If an operator is in substantial compliance with this section, the attorney general shall 
provide written notice to the operator before commencing a civil action under this section . The 
notice must identify the specific provisions of this section that the attorney general alleges 
have been violated.  
(2)  The attorney general shall not commence a civil action under this section, and a court shall 
not impose a civil penalty, for a vio lation identified in a notice sent by the attorney general 
under division (M)(1) of this section if the operator does both of the following within ninety 
days after the date such notice is sent:  
(a)  Cures the violation;"
2,,"Page 2 of 2 
§ 1349.78 Intent of general assembly in enactment; uniform statewide policy.  
   (ii)  Actual damages.  
(2)  Any owner of debt subject to divisions (A), (B), and (C) of this section shall not be held 
civilly liable in any action, if all of the following are  met: 
(a)  The owner of the debt shows by a preponderance of evidence that the compliance 
failure was not intentional and resulted from a bona fide error notwithstanding the 
maintenance of procedures reasonably adapted to avoid any such error.  
(b)  Within sixty days after discovering the error, and prior to the initiation of any action, 
the owner of the debt notifies the debtor of the error and the manner in which the owner of 
the debt intends to make full restitution to the debtor.  
(c)  The owner of the de bt promptly makes reasonable restitution to the debtor.  
(3)  If, in the event of a compliance failure, the owner of the debt does not meet the conditions 
set forth in division (D)(2) of this section, a debtor injured by the error has a cause of action to 
recover damages. Such an action shall not, however, be maintai ned as a class action.  
History   
 
2018 hb489, § 1, effective March 20, 2019; 021 hb133, § 1, effective September 1, 2021; renumbered 
from § ORC Ann. 1349.72 by 2022 hb272, § 1, effective July 6, 2022.  
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 Al l rights reserved.  
 
 
End of Document"
3,,"Page 4 of 5 
ORC Ann. 3965.02  
   (3)  Internal or external threats to information;  
(4)  The licensee’s own changing business arrangements, such as mergers and acquisitions, 
alliances and joint ventures, outsourcing arrangements, and changes to information systems.  
(H)   
(1)  As part of its information security program, each licensee shall establish a written incident 
response plan designed to promptly respond to, and recover from, any cybersecurity event that 
compromises the confidentiality, integrity, or availability of nonpublic information in its 
possession, the licensee’s information systems, or the continuing functionality of any aspect of 
the licensee’s business or opera tions.  
(2)  The incident response plan described in division (H) (1) of this section shall address all of 
the following areas:  
(a)  The internal process for responding to a cybersecurity event;  
(b)  The goals of the incident response plan;  
(c)  The definit ion of clear roles, responsibilities, and levels of decision -making authority;  
(d)  External and internal communications and information sharing;  
(e)  Identification of requirements for the remediation of any identified weaknesses in 
information systems an d associated controls;  
(f)  Documentation and reporting regarding cybersecurity events and related incident 
response activities;  
(g)  The evaluation and revision as necessary of the incident response plan following a 
cybersecurity event.  
(I)   
(1)  By the fifteenth day of February of each year, unless otherwise permitted to file on the first 
day of June in division (I)(2) of this section, each insurer domiciled in this state shall submit to 
the superintendent of insurance a written statement certifying that  the insurer is in compliance 
with the requirements set forth in this section. Each insurer shall maintain for examination by 
the department of insurance all records, schedules, and data supporting this certificate for a 
period of five years. To the extent  an insurer has identified areas, systems, or processes that 
require material improvement, updating, or redesign, the insurer shall document the 
identification and the remedial efforts planned and underway to address such areas, systems, or 
processes. Such  documentation must be available for inspection by the superintendent.  
(2)  Notwithstanding division (I)(1) of this section, an insurer domiciled in this state and 
licensed exclusively to conduct business in this state and no other state shall be permitted  to 
submit to the superintendent of insurance a written statement certifying that the insurer is in 
compliance with the requirements set forth in this section as part of the insurer’s corporate 
governance annual disclosure required by section 3901.073 of t he Revised Code.  
(J)  A licensee that meets the requirements of this chapter shall be deemed to have implemented a 
cybersecurity program that reasonably conforms to an industry -recognized cybersecurity 
framework for the purposes of Chapter 1354. of the Rev ised Code."
4,,"Page 3 of 5 
§ 1349.19 Disclosure or notification of breach of security of computerized personal information system.  
   the name of the individual or by some identifying number , symbol, or other identifier assigned 
to the individual. “System” does not include any published directory, any reference material or 
newsletter, or any routine information that is maintained for the purpose of internal office 
administration of the person , if the use of the directory, material, newsletter, or information 
would not adversely affect an individual, and there has been no unauthorized external breach 
of the directory, material, newsletter, or information.  
(B)   
(1)  Any person that owns or lice nses computerized data that includes personal information 
shall disclose any breach of the security of the system, following its discovery or notification 
of the breach of the security of the system, to any resident of this state whose personal 
information  was, or reasonably is believed to have been, accessed and acquired by an 
unauthorized person if the access and acquisition by the unauthorized person causes or 
reasonably is believed will cause a material risk of identity theft or other fraud to the resid ent. 
The disclosure described in this division may be made pursuant to any provision of a contract 
entered into by the person with another person prior to the date the breach of the security of the 
system occurred if that contract does not conflict with an y provision of this section and does 
not waive any provision of this section. For purposes of this section, a resident of this state is 
an individual whose principal mailing address as reflected in the records of the person is in this 
state.  
(2)  The perso n shall make the disclosure described in division (B)(1) of this section in the 
most expedient time possible but not later than forty -five days following its discovery or 
notification of the breach in the security of the system, subject to the legitimate n eeds of law 
enforcement activities described in division (D) of this section and consistent with any 
measures necessary to determine the scope of the breach, including which residents’ personal 
information was accessed and acquired, and to restore the reas onable integrity of the data 
system.  
(C)  Any person that, on behalf of or at the direction of another person or on behalf of or at the 
direction of any governmental entity, is the custodian of or stores computerized data that includes 
personal information  shall notify that other person or governmental entity of any breach of the 
security of the system in an expeditious manner, if the personal information was, or reasonably is 
believed to have been, accessed and acquired by an unauthorized person and if the  access and 
acquisition by the unauthorized person causes or reasonably is believed will cause a material risk 
of identity theft or other fraud to a resident of this state.  
(D)  The person may delay the disclosure or notification required by division (B), (C), or (G) of 
this section if a law enforcement agency determines that the disclosure or notification will impede 
a criminal investigation or jeopardize homeland or national security, in which case, the person 
shall make the disclosure or notification aft er the law enforcement agency determines that 
disclosure or notification will not compromise the investigation or jeopardize homeland or national 
security.  
(E)  For purposes of this section, a person may disclose or make a notification by any of the 
follow ing methods:  
(1)  Written notice;"
5,,"Trayce Hockstad   
ALM GL ch. 93H, § 3  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 3. Notice of Security Breach Required.   
 
(a)  A person or agency that maintains or stores, but does not own or license data that includes 
personal information about a resident of the commonwealth, shall provide notice, as soon as 
practicable and  without unreasonable delay, when such person or agency (1) knows or has reason 
to know of a breach of security or (2) when the person or agency knows or has reason to know that 
the personal information of such resident was acquired or used by an unauthori zed person or used 
for an unauthorized purpose, to the owner or licensor in accordance with this chapter. In addition 
to providing notice as provided herein, such person or agency shall cooperate with the owner or 
licensor of such information. Such coopera tion shall include, but not be limited to, informing the 
owner or licensor of the breach of security or unauthorized acquisition or use, the date or 
approximate date of such incident and the nature thereof, and any steps the person or agency has 
taken or p lans to take relating to the incident, except that such cooperation shall not be deemed to 
require the disclosure of confidential business information or trade secrets, or to provide notice to 
a resident that may have been affected by the breach of securit y or unauthorized acquisition or use.  
(b)  A person or agency that owns or licenses data that includes personal information about a 
resident of the commonwealth, shall provide notice, as soon as practicable and without 
unreasonable delay, when such person or agency (1) knows or has reason to know of a breach of 
security or (2) when the person or agency knows or has reason to know that the personal 
information of such resident was acquired or used by an unauthorized person or used for an 
unauthorized purpose , to the attorney general, the director of consumer affairs and business 
regulation and to such resident, in accordance with this chapter. The notice to be provided to the 
attorney general and said director, and consumer reporting agencies or state agencie s if any, shall 
include, but not be limited to: (i) the nature of the breach of security or unauthorized acquisition or 
use; (ii) the number of residents of the commonwealth affected by such incident at the time of 
notification; (iii) the name and address of the person or agency that experienced the breach of 
security; (iv) name and title of the person or agency reporting the breach of security, and their 
relationship to the person or agency that experienced the breach of security ; (v) the type of person 
or agency reporting the breach of security; (vi) the person responsible for the breach of security, if 
known; (vii) the type of personal information compromised, including, but not limited to, social 
security number, driver’s license number, financial accou nt number, credit or debit card number or 
other data; (viii) whether the person or agency maintains a written information security program; 
and (ix) any steps the person or agency has taken or plans to take relating to the incident, including 
updating the written information security program. A person who experienced a breach of security"
6,,"Page 3 of 3 
ALM GL ch. 6, § 220  
 Trayce Hockstad   video or image redaction software; provided, that such software does not have the capability of 
performing facial recognition or other remote biometric recognition; and (iii) receive evidence 
related to the investigation of a crim e derived from a biometric surveillance system; provided, that 
the use of a biometric surveillance system was not knowingly solicited by or obtained with the 
assistance of a public agency or any public official in violation of said subsection (b).  
History   
 
2020, 253, § 26, effective July 1, 2021.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
7,,"Page 2 of 3 
ALM GL ch. 93H, § 3  
 Trayce Hockstad   shall file a report with the attorney general and the director of consumer affairs and business 
regulation certifying their credit monitoring services comply with section 3 A.  
Upon receipt of this notice, the director of consumer affairs and business regulation shall identify 
any relevant consumer reporting agency or state agency, as deemed appropriate by said director, 
and forward the names of the identified consumer reporting agencies and state agencies to the 
notifying person or agency. Such person or agency shall, as soon as practicable and without 
unreasonable delay, also provide notice, in accordance with this chapter, to the consumer reporting 
agencies and state agencies identified by the director of consumer affairs and business regulation.  
The notice to be provided to the resident shall include, but shall not be limited to: (i) the resident’s 
right to obtain a police report; (ii) how a resident may request a sec urity freeze and the necessary 
information to be provided when requesting the security freeze; (iii) that there shall be no charge 
for a security freeze; and (iv) mitigation services to be provided pursuant to this chapter; provided, 
however, that said not ice shall not include the nature of the breach of security or unauthorized 
acquisition or use, or the number of residents of the commonwealth affected by said breach of 
security or unauthorized access or use. The person or agency that experienced the breac h of 
security shall provide a sample copy of the notice it sent to consumers to the attorney general and 
the office of consumer affairs and business regulation. A notice provided pursuant to this section 
shall not be delayed on grounds that the total numbe r of residents affected is not yet ascertained. In 
such case, and where otherwise necessary to update or correct the information required, a person 
or agency shall provide additional notice as soon as practicable and without unreasonable delay 
upon learnin g such additional information.  
(c)  As practicable and as not to impede active investigation by the attorney general or other law 
enforcement agency, the office of consumer affairs and business regulation shall: (i) make 
available electronic copies of the  sample notice sent to consumers on its website and post such 
notice within 1 business day upon receipt from the person that experienced a breach of security; 
(ii) update the breach of security notification report on its website as soon as practically poss ible 
after the information has been verified by said office but not more than 10 business days after 
receipt unless the information provided is not verifiable; provided, however, that the office shall 
post said notice as soon as verified; (iii) amend, on a  recurring basis, the breach of security 
notification report to include new information discovered through the investigation process or new 
subsequent findings from a previously reported breach of security; and (iv) instruct consumers on 
how they may file a public records request to obtain a copy of the notice provided to the attorney 
general and said director from the person who experienced a breach of security.  
(d)  If the person or agency that experienced a breach of security is owned by another person or 
corporation, the notice to the consumer shall include the name of the parent or affiliated 
corporation.  
(e)  If an agency is within the executive department, it shall provide written notification of the 
nature and circumstances of the breach of securit y or unauthorized acquisition or use to the 
executive office of technology services and security and the division of public records in the office 
of the state secretary as soon as practicable and without unreasonable delay following the 
discovery of a brea ch of security or unauthorized acquisition or use, and shall comply with all 
policies and procedures adopted by the executive office of technology services and security 
pertaining to the reporting and investigation of such an incident."
8,,"Page 2 of 2 
ALM GL ch. 93H, § 2  
 Trayce Hockstad   insure the security and confidentiality of customer information in a manner fully consis tent with 
industry standards; protect against anticipated threats or hazards to the security or integrity of such 
information; and protect against unauthorized access to or use of such information that could result 
in substantial harm or inconvenience to a ny resident of the commonwealth.  
History   
 
2007, 82, § 16.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 Matthew Bender & Company, Inc.,  
a member of the LexisNexis Group All rights reserved.  
 
 
End of Document"
9,,"Trayce Hockstad   
ALM GL ch. 40J, § 6J  
Current through Chapter 59 of the 2024 Legislative Session of the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE VII CITIES, TOWNS AND DISTRICTS (Chs. 39 - 49A)   >  TITLE VII CITIES, TOWNS AND 
DISTRICTS (Chs. 39 — 49A)   >  Chapter 40J Massa chusetts Technology Park Corporation (§§ 1 — 13) 
 
§ 6J. Massachusetts Cybersecurity Center.   
 
(a)  There shall be established within the corporation a Massachusetts cybersecurity  center. The 
purpose of the center shall be to enhance the conditions for economic growth through outreach to 
the cybersecurity industry cluster in the commonwealth and to foster cybersecurity resiliency 
through communication, collaboration and outreach wi th state agencies, municipalities, 
educational institutions and private partners.  
(b)  The center shall carry out the purposes of the fund established in section 4H.  
(c)  The center shall be responsible for convening state and local officials and private sector 
participants to recommend actions needed to address the cybersecurity resiliency of the 
commonwealth. The center may also convene regional hubs for business developm ent to support 
cybersecurity entrepreneurs that are establishing innovative technologies to support resiliency.  
(d)  The center shall work in collaboration with private sector entities, educational institutions and 
state and local government to address cyb ersecurity issues, including, but not limited to: (i) 
improving the cybersecurity of organizations across the commonwealth, particularly 
municipalities, small businesses and non -profits, without access to affordable resources to defend 
against cybersecurit y threats and to maintain cyber resiliency; (ii) the shortage of trained workers 
available to meet the cybersecurity industry’s workforce demands, with a particular focus on 
increasing the diversity of the cybersecurity workforce; and (iii) the lack of aff ordable 
cybersecurity training for employees in all types of businesses.  
History   
 
2022, 268, § 44, effective November 10, 2022.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
