,question,chunks
0,"Do the regulations adequately address emerging technologies and potential cybersecurity threats associated with them, such as Internet of Things (IoT) devices, artificial intelligence (AI), or blockchain?","Page 3 of 5 
ORC Ann. 3965.02  
   (i)  Include audit trails within the information security program designed to detect and 
respond to cybersecurity events and designed to reconstruct material financial transactions 
sufficient to support normal oper ations and obligations of the licensee;  
(j)  Implement measures to protect against destruction, loss, or damage of nonpublic 
information due to environmental hazards, such as fire and water damage or other 
catastrophes or technological failures;  
(k)  Devel op, implement, and maintain procedures for the secure disposal of nonpublic 
information in any format.  
(3)  Include cybersecurity risks in the licensee’s enterprise risk management process;  
(4)  Stay informed regarding emerging threats or vulnerabilities a nd utilize reasonable security 
measures when sharing information relative to the character of the sharing and the type of 
information shared;  
(5)  Provide its personnel with cybersecurity awareness training that is updated as necessary to 
reflect risks ide ntified by the licensee in the risk assessment.  
(E)  If the licensee has a board of directors, the board or an appropriate committee of the board 
shall, at a minimum, do all of the following:  
(1)  Require the licensee’s executive management or its delegate s to develop, implement, and 
maintain the licensee’s information security program;  
(2)  Require the licensee’s executive management or its delegates to report in writing at least 
annually, all of the following information:  
(a)  The overall status of the information security program and the licensee’s compliance 
with this chapter;  
(b)  Material matters related to the information security program, addressing issues such as 
risk assessment, risk management and control decisions, third -party service provider 
arrangements, results of testing, cybersecurity events or violations and management’s 
responses thereto, and recommendations for changes in the information security program.  
(3)  If executive management delegates any of its responsibilities under this sect ion, it shall 
oversee the development, implementation, and maintenance of the licensee’s information 
security program prepared by the delegates and shall require the delegates to submit a report 
that complies with the requirements of division (E)(2) of thi s section.  
(F)   
(1)  A licensee shall exercise due diligence in selecting its third -party service provider.  
(2)  A licensee shall require a third -party service provider to implement appropriate 
administrative, technical, and physical measures to protect a nd secure the information systems 
and nonpublic information that are accessible to, or held by, the third -party service provider.  
(G)  The licensee shall monitor, evaluate, and adjust, as appropriate, the information security 
program consistent with all of  the following:  
(1)  Any relevant changes in technology;  
(2)  The sensitivity of its nonpublic information;"
1,,"Page 2 of 2 
ORC Ann. 1354.03  
   (a)  The security requirements of the “Health Insurance Portability and Accountability 
Act of 1996,” as set forth in 45  CFR Part 164 Subpart C;  
(b)  Title V of the “Gramm -Leach -Bliley Act of 1999,” Public Law 106 -102, as 
amended;  
(c)  The “Federal Information Security Modernization Act of 2014,” Public Law 113 -
283; 
(d)  The “Health Information Technology for Economic and C linical Health Act,” as 
set forth in 45 CFR part 162.  
(2)  When a framework listed in division (B)(1) of this section is amended, a covered entity 
whose cybersecurity program reasonably conforms to that framework shall reasonably 
conform to the amended fra mework not later than one year after the effective date of the 
amended framework.  
(C)   
(1)  The cybersecurity program reasonably complies with both the current version of the 
“payment card industry (PCI) data security standard” and conforms to the current  version 
of another applicable industry recognized cybersecurity framework listed in division (A) of 
this section, subject to divisions (C)(2) and (D) of this section.  
(2)  When a final revision to the “PCI data security standard” is published, a covered entity 
whose cybersecurity program reasonably complies with that standard shall reasonably 
comply with the revised standard not later than one year after the publication date  stated in 
the revision.  
(D)  If a covered entity’s cybersecurity program reasonably conforms to a combination of 
industry recognized cybersecurity frameworks, or complies with a standard, as in the case of 
the payment card industry (PCI) data security sta ndard, as described in division (A) or (C) of 
this section, and two or more of those frameworks are revised, the covered entity whose 
cybersecurity program reasonably conforms to or complies with, as applicable, those 
frameworks shall reasonably conform to  or comply with, as applicable, all of the revised 
frameworks not later than one year after the latest publication date stated in the revisions.  
History   
 
2018 sb220, § 1, effective November 2, 2018.  
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 Al l rights reserved.  
 
 
End of Document"
2,,"Trayce Hockstad   
ALM GL ch. 93H, § 2  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 2. Rules and Regulations.   
 
(a)  The department of consumer affairs and business regulation shall adopt regulations relative to 
any person that owns or licenses personal information about a resident of the commonwealth. Such 
regulations shall be  designed to safeguard the personal information of residents of the 
commonwealth and shall be consistent with the safeguards for protection of personal information 
set forth in the federal regulations by which the person is regulated. The objectives of the  
regulations shall be to: insure the security and confidentiality of customer information in a manner 
fully consistent with industry standards; protect against anticipated threats or hazards to the 
security or integrity of such information; and protect aga inst unauthorized access to or use of such 
information that may result in substantial harm or inconvenience to any consumer. The regulations 
shall take into account the person’s size, scope and type of business, the amount of resources 
available to such pe rson, the amount of stored data, and the need for security and confidentiality of 
both consumer and employee information.  
(b)  The supervisor of records, with the advice and consent of the information technology division 
to the extent of its jurisdiction t o set information technology standards under paragraph (d) of 
section 4A of chapter 7, shall establish rules or regulations designed to safeguard the personal 
information of residents of the commonwealth that is owned or licensed. Such rules or regulations  
shall be applicable to: (1) executive offices and any agencies, departments, boards, commissions 
and instrumentalities within an executive office; and (2) any authority created by the General 
Court, and the rules and regulations shall take into account th e size, scope and type of services 
provided thereby, the amount of resources available thereto, the amount of stored data, and the 
need for security and confidentiality of both consumer and employee information. The objectives 
of the rules or regulations s hall be to: insure the security and confidentiality of personal 
information; protect against anticipated threats or hazards to the security or integrity of such 
information; and to protect against unauthorized access to or use of such information that coul d 
result in substantial harm or inconvenience to any resident of the commonwealth.  
(c)  The legislative branch, the judicial branch, the attorney general, the state secretary, the state 
treasurer and the state auditor shall adopt rules or regulations designed to safeguard the personal 
information of residents of the commonwealth for their respective departments and shall take into 
account the size, scope and type of services provided by their departments, the amount of 
resources available thereto, the amount of stored data, and the need for security and confidentiality 
of both consumer and employee information. The objectives of the rules or regulations shall be to:"
3,,"Page 2 of 2 
HRS § 431:3B -203 
   (H)  Regularly test and monitor systems and procedures to detect actual and attempte d 
attacks on, or intrusions into, information systems;  
(I)  Include audit trails within the information security program designed to detect and 
respond to cybersecurity events and reconstruct material financial transactions sufficient to 
support normal ope rations and obligations of the licensee;  
(J)  Implement measures to protect against destruction, loss, or damage of nonpublic 
information due to environmental hazards, such as fire and water damage or other 
catastrophes or technological failures; and  
(K)  Develop, implement, and maintain procedures for the secure disposal of nonpublic 
information in any format;  
(3)  Include cybersecurity risks in the licensee’s enterprise risk management process;  
(4)  Stay informed regarding emerging threats or vulnerabilit ies and use reasonable security 
measures when sharing information relative to the character of the sharing and the type of 
information shared; and  
(5)  Provide its personnel with cybersecurity awareness training that is updated as necessary to 
reflect risk s identified by the licensee in the risk assessment.  
History   
 
L 2021, c 112, § 2, effective July 1, 2021.  
 
Michie's™ Hawaii Revised Statutes Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
4,,"Page 3 of 4 
Wis. Stat. § 601.952  
   (e)  No less than annually, assess the effectiveness of security safeguards, including key 
controls, systems, and procedures.  
(f)  Include cybersecurity risks in the licensee’s enterprise risk management process.  
(g)  Utilize reasonable security measures when sharing information, taking into consideration 
the character of the sharing and the type of information shared.  
(h)  Provide personnel with cybersecurity awareness training that is updated as necessary.  
(4) Progr am adjustments.   The licensee shall monitor, evaluate, and adjust the information 
security program under sub. (1) consistent with changes in technology, the sensitivity of the 
nonpublic information, internal and external threats to nonpublic information, and changes to the 
licensee’s business operations, outsourcing arrangements, and information systems. If a licensee 
identifies areas, systems, or processes that require material improvement, updating, or redesign, 
the licensee shall document the identifica tion and remedial efforts to address the areas, systems, or 
processes. The licensee shall maintain the documentation for a period of at least 5 years starting 
from the date the documentation was created and shall produce the documentation upon demand of 
the commissioner.  
(5) Incident response plan.   As part of its information security program, a licensee shall develop 
an incident response plan to promptly respond to, and recover from, a cybersecurity event that 
compromises the confidentiality, integrity, o r availability of nonpublic information, the licensee’s 
information systems, or the continuing functionality of any aspect of the licensee’s business or 
operations. The incident response plan shall be in writing and address all of the following:  
(a)  The g oals of the incident response plan.  
(b)  The internal process for responding to a cybersecurity event.  
(c)  The identification of clear roles, responsibilities, and levels of decision -making authority 
during and immediately following a cybersecurity event.  
(d)  The external and internal communications and information sharing during and 
immediately following a cybersecurity event.  
(e)  Requirements for the remediation of identified weaknesses in the information systems and 
associated controls.  
(f)  The repor ting and documentation of a cybersecurity event and related incident response 
activities.  
(g)  The evaluation and revision of the incident response plan following a cybersecurity event.  
(6) Oversight of 3rd -party service provider arrangements.   If applica ble, no later than 2 years 
after the effective date of this subsection.... [LRB inserts date], a licensee shall exercise due 
diligence when selecting any 3rd -party service provider. The licensee shall make reasonable 
efforts to require a 3rd -party service provider to do all of the following:  
(a)  Implement appropriate administrative, technical, and physical measures to protect and 
secure the information systems and nonpublic information that are accessible to or held by the 
3rd-party service provider.  
(b)  Report a cybersecurity event under s. 601.954."
5,,"Page 2 of 4 
Wis. Stat. § 601.952  
   3.  Processes for detecting, preventing, and responding to attacks, intrusions, and other 
system failures.  
(3) Risk management.   Based on the risk assessment under sub. (2), the licensee shall do all of 
the following:  
(a)  Design an information security p rogram to mitigate the identified threats, commensurate 
with the size and complexity of the licensee, the nature and scope of the licensee’s activities, 
including its use of 3rd -party service providers, and the sensitivity of the nonpublic 
information.  
(b)  Implement the following security measures, as appropriate:  
1.  Place access controls on information systems.  
2.  Identify and manage the data, personnel, devices, systems, and facilities that enable the 
licensee to achieve its business purposes, taking i nto consideration the relative importance 
of the data, personnel, devices, systems, and facilities to the business objectives and risk 
strategy of the licensee.  
3.  Restrict physical access to nonpublic information to authorized individuals only.  
4.  Prote ct, by encryption or other means, nonpublic information being transmitted over an 
external network and nonpublic information stored on a portable computer or storage 
device or media.  
5.  Adopt secure development practices for applications that are develope d in-house and 
utilized by the licensee.  
6.  Modify information systems in accordance with the licensee’s information security 
program.  
7.  Utilize effective controls, which may include multifactor authentication procedures for 
employees accessing nonpubli c information.  
8.  Implement regular testing and monitoring of systems and procedures to detect actual 
and attempted attacks on, or intrusions into, an information system.  
9.  Include audit trails within the information security program that are designed to detect 
and respond to cybersecurity events and to reconstruct material financial transactions 
sufficient to support the normal operations and obligations of the licensee.  
10.  Implement measures to protect against the destruction, loss, or damage of nonpublic 
information due to environmental hazards, natural and other disasters, and technological 
failures.  
11.  Develop, implement, and maintain practices for the secure disposal  of nonpublic 
information in all formats.  
(c)  Designate at least one employee, affiliate, or outside vendor as responsible for the 
information security program.  
(d)  Stay informed regarding emerging threats and vulnerabilities and implement safeguards to 
manage the threats and vulnerabilities."
6,,"Trayce Hockstad   
Md. State Finance and Procurement Code Ann. § 3.5-406 
 Current through all legislation from the 2023 Regular Session of the General Assembly.  
 
Michie’s™ Annotated Code of Maryland   >  State Finance and Procurement (Divs. I — II)  >  Division I. State 
Finance. (Titles 1 — 10A)   >  Title 3.5. Departmen t of Information Technology. (Subts. 1 — 7)  >  Subtitle 4. 
Telecommunications. (§§ 3.5 -401 — 3.5-407) 
 
§ 3.5 -406. Annual reports — Items included — Cybersecurity preparedness 
assessments performed — Cybersecurity incidents.   
 
(a)  On or before December 1  each year, each unit of State government shall:  
(1)  report the results of any cybersecurity preparedness assessments performed in the prior 
year to the Office of Security Management in accordance with guidelines developed by the 
Office; and  
(2)  submit a  report to the Governor and the Office of Security Management that includes:  
(i)  an inventory of all information systems and applications used or maintained by the unit;  
(ii)  a full data inventory of the unit;  
(iii)  a list of all cloud or statistical an alysis system solutions used by the unit;  
(iv)  a list of all permanent and transient vendor interconnections that are in place;  
(v)  the number of unit employees who have received cybersecurity training;  
(vi)  the total number of unit employees who use th e network;  
(vii)  the number of information technology staff positions, including vacancies;  
(viii)  the number of noninformation technology staff positions, including vacancies;  
(ix)  the unit’s information technology budget, itemized to include the follo wing 
categories:  
1.  services;  
2.  equipment;  
3.  applications;  
4.  personnel;  
5.  software licensing;  
6.  development;  
7.  network projects;  
8.  maintenance; and"
7,,"Page 2 of 3 
Iowa Code § 554G.3  
 Trayce Hockstad   (a)  The security requirements of the federal Health  Insurance Portability and 
Accountability Act of 1996, as set forth in 45 C.F.R. pt. 164, subpt. C.  
(b)  Title V of the federal Gramm -Leach -Bliley Act of 1999, Pub. L. No. 106 -102, as 
amended.  
(c)  The federal Information Security Modernization Act of 2014 , Pub. L. No. 113 -283. 
(d)  The federal Health Information Technology for Economic and Clinical Health Act 
as set forth in 45 C.F.R. pt. 162.  
(e)  Chapter 507F.  
(f)  Any applicable rules, regulations, or guidelines for critical infrastructure protection 
adopted by the federal environmental protection agency, the federal cybersecurity and 
infrastructure security agency, or the north American reliability corporation.  
(2)  When a framework listed in subparagraph (1) is amended, a covered entity whose 
cybersecu rity program reasonably conforms to that framework shall reasonably conform 
the elements of its cybersecurity program to the amended framework within the time frame 
provided in the relevant framework upon which the covered entity intends to rely to 
support  its affirmative defense, but in no event later than one year after the effective date of 
the amended framework.  
c.   
(1)  The cybersecurity  program reasonably complies with both the current version of the 
payment card industry data security standard and conforms to the current version of 
another applicable industry -recognized cybersecurity framework listed in paragraph “a”, 
subject to subpara graph (2) and subsection 2.  
(2)  When a final revision to the payment card industry data security standard is published, 
a covered entity whose cybersecurity program reasonably complies with that standard shall 
reasonably comply the elements of its cyberse curity program with the revised standard 
within the time frame provided in the relevant framework upon which the covered entity 
intends to rely to support its affirmative defense, but not later than the effective date for 
compliance.  
2.  If a covered entit y’s cybersecurity program reasonably conforms to a combination of industry -
recognized cybersecurity frameworks, or complies with a standard, as in the case of the payment 
card industry data security standard, as described in subsection 1, paragraph “a” or “c”, and two or 
more of those frameworks are revised, the covered entity whose cybersecurity program reasonably 
conforms to or complies with, as applicable, those frameworks shall reasonably conform the 
elements of its cybersecurity program to or comply wi th, as applicable, all of the revised 
frameworks within the time frames provided in the relevant frameworks but in no event later than 
one year after the latest publication date stated in the revisions.  
History   
 
2023 H.F. 553, § 3, effective July 1, 2023 ."
8,,"Page 3 of 5 
Iowa Code § 507F.4  
 Trayce Hockstad   (5)  Adopt secure development practices for in -house developed applications utilized by 
the licensee, and procedures for evaluating, assessing, and testing the security of externally 
developed applications utilized by the l icensee.  
(6)  Modify information systems in accordance with the licensee’s information security 
program.  
(7)  Utilize effective controls, which may include multi -factor authentication procedures 
for authorized individuals accessing nonpublic information.  
(8)  Regularly test and monitor systems and procedures to detect actual and attempted 
attacks on, or intrusions into, information systems.  
(9)  Include audit trails within the information security program designed to detect and 
respond to cybersecurity eve nts, and designed to reconstruct material financial transactions 
sufficient to support the normal business operations and obligations of the licensee.  
(10)  Implement measures to protect against the destruction, loss, or damage of nonpublic 
information due  to environmental hazards, natural disasters, catastrophes, or technological 
failures.  
(11)  Develop, implement, and maintain procedures for the secure disposal of nonpublic 
information that is contained in any format.  
c.  Include cybersecurity risks in th e licensee’s enterprise -wide risk management process.  
d.  Maintain knowledge and understanding of emerging threats or vulnerabilities and utilize 
reasonable security measures, relative to the character of the sharing and the type of 
information being share d, when sharing information.  
e.  Provide the licensee’s personnel with cybersecurity awareness training that is updated as 
necessary to reflect risks identified by the licensee’s risk assessment.  
5.   
a.  If a licensee has a board of directors, the board o r an appropriate committee of the board 
shall at a minimum require the licensee’s executive management or the executive 
management’s delegates to:  
(1)  Develop, implement, and maintain the licensee’s information security program.  
(2)  Provide a written report to the board, at least annually, that documents all of the 
following:  
(a)  The overall status of the licensee’s information security program and the licensee’s 
compliance with this chapter.  
(b)  Material matters related to the licensee’s information  security program including 
issues such as risk assessment; risk management and control decisions; third -party 
service provider arrangements; results of testing, cybersecurity events, or violations; 
management’s response to cybersecurity events or violatio ns; and recommendations for 
changes in the licensee’s information security program.  
b.  If a licensee’s executive management delegates any of its responsibilities under this section 
the executive management shall oversee the delegate’s development, impleme ntation, and"
9,,"Page 3 of 4 
MCLS § 500.555  
 Trayce Hockstad   (x)  Including audit trails within the information security program designed to detect and 
respond to cybersecurity events and designed to reconstruct material financial transactions 
sufficient to support normal operations and obligations of the licensee.  
(xi)  Implementing measures to protect against destruction, loss, or damage of nonpublic 
information due to environmental hazards, such as fire and water damage or other 
catastrophes or technological failures.  
(xii)  Developing, implementing, and maintaini ng procedures for the secure disposal of 
nonpublic information in any format.  
(c)  Include cybersecurity risks in the licensee’s enterprise risk management process.  
(d)  Stay informed regarding emerging threats or vulnerabilities and utilize reasonable security 
measures when sharing information relative to the character of the sharing and the type of 
information shared.  
(e)  Provide its personnel with cybersecurity awareness training that is updated as necessary to 
reflect risks identified by the license e in the risk assessment.  
(5)  If a licensee has a board of directors, the board or an appropriate committee of the board shall, 
at a minimum, do all of the following:  
(a)  Require the licensee’s executive management or its delegates to develop, implement,  and 
maintain the licensee’s information security program.  
(b)  Require the licensee’s executive management or its delegates to report in writing, at least 
annually, all of the following information:  
(i)  The overall status of the information security prog ram and the licensee’s compliance 
with this chapter.  
(ii)  Material matters related to the information security program, addressing issues such as 
risk assessment, risk management and control decisions, results of testing, cybersecurity 
events or violation s, and management’s responses to the material matters described in this 
subparagraph, and recommendations for changes in the information security program.  
(iii)  If executive management delegates any of its responsibilities under this section, it 
shall ove rsee the development, implementation, and maintenance of the licensee’s 
information security program prepared by a delegate and shall receive a report from the 
delegate complying with the requirements of the report to the board of directors.  
(6)  A license e shall exercise due diligence in selecting its third -party service provider. A licensee 
shall require a third -party service provider to implement appropriate administrative, technical, and 
physical measures to protect and secure the information systems an d nonpublic information that 
are accessible to, or held by, the third -party service provider.  
(7)  A licensee shall monitor, evaluate, and adjust, as appropriate, the information security 
program consistent with any relevant changes in technology, the sens itivity of its nonpublic 
information, internal or external threats to information, and the licensee’s own changing business 
arrangements, such as mergers and acquisitions, alliances and joint ventures, outsourcing 
arrangements, and changes to information s ystems."
