,question,chunks
0,"Are there any specific industries or sectors that are not sufficiently covered by the regulations, leaving them vulnerable to cyber threats?","Page 4 of 5 
ORC Ann. 3965.02  
   (3)  Internal or external threats to information;  
(4)  The licensee’s own changing business arrangements, such as mergers and acquisitions, 
alliances and joint ventures, outsourcing arrangements, and changes to information systems.  
(H)   
(1)  As part of its information security program, each licensee shall establish a written incident 
response plan designed to promptly respond to, and recover from, any cybersecurity event that 
compromises the confidentiality, integrity, or availability of nonpublic information in its 
possession, the licensee’s information systems, or the continuing functionality of any aspect of 
the licensee’s business or opera tions.  
(2)  The incident response plan described in division (H) (1) of this section shall address all of 
the following areas:  
(a)  The internal process for responding to a cybersecurity event;  
(b)  The goals of the incident response plan;  
(c)  The definit ion of clear roles, responsibilities, and levels of decision -making authority;  
(d)  External and internal communications and information sharing;  
(e)  Identification of requirements for the remediation of any identified weaknesses in 
information systems an d associated controls;  
(f)  Documentation and reporting regarding cybersecurity events and related incident 
response activities;  
(g)  The evaluation and revision as necessary of the incident response plan following a 
cybersecurity event.  
(I)   
(1)  By the fifteenth day of February of each year, unless otherwise permitted to file on the first 
day of June in division (I)(2) of this section, each insurer domiciled in this state shall submit to 
the superintendent of insurance a written statement certifying that  the insurer is in compliance 
with the requirements set forth in this section. Each insurer shall maintain for examination by 
the department of insurance all records, schedules, and data supporting this certificate for a 
period of five years. To the extent  an insurer has identified areas, systems, or processes that 
require material improvement, updating, or redesign, the insurer shall document the 
identification and the remedial efforts planned and underway to address such areas, systems, or 
processes. Such  documentation must be available for inspection by the superintendent.  
(2)  Notwithstanding division (I)(1) of this section, an insurer domiciled in this state and 
licensed exclusively to conduct business in this state and no other state shall be permitted  to 
submit to the superintendent of insurance a written statement certifying that the insurer is in 
compliance with the requirements set forth in this section as part of the insurer’s corporate 
governance annual disclosure required by section 3901.073 of t he Revised Code.  
(J)  A licensee that meets the requirements of this chapter shall be deemed to have implemented a 
cybersecurity program that reasonably conforms to an industry -recognized cybersecurity 
framework for the purposes of Chapter 1354. of the Rev ised Code."
1,,"Page 1 of 2 
ORC Ann. 1354.02  
    
ORC Ann. 1354.02  
Current through File 21 of the 135th General Assembly (2023 -2024).  
 
Page’s Ohio Revised Code Annotated   >  Title 13: Commercial Transactions — Other Commercial Transactions 
(Chs. 1301 — 1355)   >  Chapter 1354: Safe Harbor for Cybersecurity Programs  (§§ 1354.01 — 1354.05)  
 
§ 1354.02 Cybersecurity requirements to seek affirmative defense.   
 
(A)  A covered entity seeking an affirmative defense under sections 1354.01 to 1354.05 of the 
Revised Code shall do one of the following:  
(1)  Create, maintain, and comply with a written cybersecurity program that contains 
administrative, technical, and physical  safeguards for the protection of personal information 
and that reasonably conforms to an industry recognized cybersecurity framework, as described 
in section 1354.03 of the Revised Code; or  
(2)  Create, maintain, and comply with a written cybersecurity pr ogram that contains 
administrative, technical, and physical safeguards for the protection of both personal 
information and restricted information and that reasonably conforms to an industry recognized 
cybersecurity framework, as described in section 1354.0 3 of the Revised Code.  
(B)  A covered entity’s cybersecurity program shall be designed to do all of the following with 
respect to the information described in division (A)(1) or (2) of this section, as applicable:  
(1)  Protect the security and confidential ity of the information;  
(2)  Protect against any anticipated threats or hazards to the security or integrity of the 
information;  
(3)  Protect against unauthorized access to and acquisition of the information that is likely to 
result in a material risk of identity theft or other fraud to the individual to whom the 
information relates.  
(C)  The scale and scope of a covered entity’s cybersecurity program under division (A)(1) or (2) 
of this section, as applicable, is appropriate if it is based on all of the f ollowing factors:  
(1)  The size and complexity of the covered entity;  
(2)  The nature and scope of the activities of the covered entity;  
(3)  The sensitivity of the information to be protected;  
(4)  The cost and availability of tools to improve information  security and reduce 
vulnerabilities;  
(5)  The resources available to the covered entity.  
(D)"
2,,"Page 2 of 5 
ORC Ann. 3965.02  
   consideration of such threats in each relevant area of the licensee’s operations, including all of 
the following:  
(a)  Employee training and management;  
(b)  Information systems, including network and software design, as well as information 
classification, g overnance, processing, storage, transmission, and disposal;  
(c)  Detecting, preventing, and responding to attacks, intrusions, or other systems failures.  
(5)  Implement information safeguards to manage the threats identified in its ongoing 
assessment;  
(6)  Not less than annually, assess the effectiveness of the safeguards’ key controls, systems, 
and procedures.  
(D)  Based on its risk assessment, the licensee shall do all of the following:  
(1)  Design its information security program to mitigate the identifi ed risks in a way that is 
commensurate with the size and complexity of the licensee, the nature and scope of the 
licensee’s activities including its use of third -party service providers, and the sensitivity of the 
nonpublic information used by the licensee  or in the licensee’s possession, custody, or control;  
(2)  Determine which of the following security measures are appropriate and implement such 
security measures:  
(a)  Place access controls on information systems, including controls to authenticate and 
permit access only to authorized individuals, to protect against the unauthorized acquisition 
of nonpublic information;  
(b)  Identify and manage the data, personnel, devices, systems, and facilities that enable the 
organization to achieve business purposes in accordance with their relative importance to 
business objectives and the organization’s risk strategy;  
(c)  Restrict access at physical locations containing nonpublic information to authorized 
individuals;  
(d)  Protect by encryption or other appropriate  means all nonpublic information while such 
information is being transmitted over an external network and all nonpublic information 
stored on a laptop computer or other portable computing or storage device or media;  
(e)  Adopt secure development practices for in -house developed applications utilized by the 
licensee and procedures for evaluating, assessing, or testing the security of externally 
developed applications utilized by the licensee;  
(f)  Modify the information system in accordance with the licensee ’s information security 
program;  
(g)  Utilize effective controls, which may include multifactor authentication procedures for 
accessing nonpublic information;  
(h)  Regularly test and monitor systems and procedures to detect actual and attempted 
attacks on,  or intrusions into, information systems;"
3,,"Page 2 of 2 
HRS § 431:3B -203 
   (H)  Regularly test and monitor systems and procedures to detect actual and attempte d 
attacks on, or intrusions into, information systems;  
(I)  Include audit trails within the information security program designed to detect and 
respond to cybersecurity events and reconstruct material financial transactions sufficient to 
support normal ope rations and obligations of the licensee;  
(J)  Implement measures to protect against destruction, loss, or damage of nonpublic 
information due to environmental hazards, such as fire and water damage or other 
catastrophes or technological failures; and  
(K)  Develop, implement, and maintain procedures for the secure disposal of nonpublic 
information in any format;  
(3)  Include cybersecurity risks in the licensee’s enterprise risk management process;  
(4)  Stay informed regarding emerging threats or vulnerabilit ies and use reasonable security 
measures when sharing information relative to the character of the sharing and the type of 
information shared; and  
(5)  Provide its personnel with cybersecurity awareness training that is updated as necessary to 
reflect risk s identified by the licensee in the risk assessment.  
History   
 
L 2021, c 112, § 2, effective July 1, 2021.  
 
Michie's™ Hawaii Revised Statutes Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
4,,"Page 1 of 2 
HRS § 431:3B -302 
    
HRS § 431:3B -302 
 This document is current through Act 2 of the 2024 Legislative Session. Subject to changes by Revisor 
pursuant to HRS 23G -15. 
 
Michie's™ Hawaii Revised Statutes Annotated   >  Division 2. Business (Titles 22 — 27)  >  Title 24 Insurance 
(Chs. 431 — 435H)   >  Chapter 431 Insurance Code (Arts. 1 — 31)  >  Article 3B Insurance Data Security Law 
(Pts. I — III)  >  Part III. Cybersecurity Events (§§ 431:3B -301 — 431:3B -306) 
 
[§ 431:3B -302.] Notification of a cybersecurity event.   
 
(a)  Each licensee shall notify the commissioner as promptly as possible, but in no event later than 
three business days from a determination that a cybersecurity event impacting two hundred fifty or 
more consumers has occurred. If law enforcement officials ins truct a licensee not to distribute 
information regarding a cybersecurity event, the licensee shall not be required to provide 
notification until instructed to do so by law enforcement officials. Notification shall be provided 
when either of the following c riteria has been met:  
(1)  The licensee is domiciled in the State, in the case of an insurer, or the licensee’s home 
state is Hawaii, in the case of an independent insurance producer; or  
(2)  The licensee reasonably believes that the nonpublic information involved is of two 
hundred fifty or more consumers residing in the State and is a cybersecurity event that has a 
reasonable likelihood of materially harming:  
(A)  Any consumer residing in the State; or  
(B)  Any material part of the normal operation of the licensee.  
(b)  The licensee shall provide as much of the following information as possible and practicable 
and as promptly as possible:  
(1)  The date of the cybersecurity event;  
(2)  The description of how the nonpublic information was exposed, lost, stole n, or breached, 
including the specific roles and responsibilities of third -party service providers, if any;  
(3)  How the cybersecurity event was discovered;  
(4)  Whether any lost, stolen, or breached information has been recovered and, if so, how it 
was re covered;  
(5)  The identity of the source of the cybersecurity event;  
(6)  Whether the licensee has filed a police report or has notified any regulatory, government, 
or law enforcement agencies and, if so, when the notification was provided;"
5,,"Page 3 of 4 
Wis. Stat. § 601.952  
   (e)  No less than annually, assess the effectiveness of security safeguards, including key 
controls, systems, and procedures.  
(f)  Include cybersecurity risks in the licensee’s enterprise risk management process.  
(g)  Utilize reasonable security measures when sharing information, taking into consideration 
the character of the sharing and the type of information shared.  
(h)  Provide personnel with cybersecurity awareness training that is updated as necessary.  
(4) Progr am adjustments.   The licensee shall monitor, evaluate, and adjust the information 
security program under sub. (1) consistent with changes in technology, the sensitivity of the 
nonpublic information, internal and external threats to nonpublic information, and changes to the 
licensee’s business operations, outsourcing arrangements, and information systems. If a licensee 
identifies areas, systems, or processes that require material improvement, updating, or redesign, 
the licensee shall document the identifica tion and remedial efforts to address the areas, systems, or 
processes. The licensee shall maintain the documentation for a period of at least 5 years starting 
from the date the documentation was created and shall produce the documentation upon demand of 
the commissioner.  
(5) Incident response plan.   As part of its information security program, a licensee shall develop 
an incident response plan to promptly respond to, and recover from, a cybersecurity event that 
compromises the confidentiality, integrity, o r availability of nonpublic information, the licensee’s 
information systems, or the continuing functionality of any aspect of the licensee’s business or 
operations. The incident response plan shall be in writing and address all of the following:  
(a)  The g oals of the incident response plan.  
(b)  The internal process for responding to a cybersecurity event.  
(c)  The identification of clear roles, responsibilities, and levels of decision -making authority 
during and immediately following a cybersecurity event.  
(d)  The external and internal communications and information sharing during and 
immediately following a cybersecurity event.  
(e)  Requirements for the remediation of identified weaknesses in the information systems and 
associated controls.  
(f)  The repor ting and documentation of a cybersecurity event and related incident response 
activities.  
(g)  The evaluation and revision of the incident response plan following a cybersecurity event.  
(6) Oversight of 3rd -party service provider arrangements.   If applica ble, no later than 2 years 
after the effective date of this subsection.... [LRB inserts date], a licensee shall exercise due 
diligence when selecting any 3rd -party service provider. The licensee shall make reasonable 
efforts to require a 3rd -party service provider to do all of the following:  
(a)  Implement appropriate administrative, technical, and physical measures to protect and 
secure the information systems and nonpublic information that are accessible to or held by the 
3rd-party service provider.  
(b)  Report a cybersecurity event under s. 601.954."
6,,"Page 2 of 4 
Wis. Stat. § 601.952  
   3.  Processes for detecting, preventing, and responding to attacks, intrusions, and other 
system failures.  
(3) Risk management.   Based on the risk assessment under sub. (2), the licensee shall do all of 
the following:  
(a)  Design an information security p rogram to mitigate the identified threats, commensurate 
with the size and complexity of the licensee, the nature and scope of the licensee’s activities, 
including its use of 3rd -party service providers, and the sensitivity of the nonpublic 
information.  
(b)  Implement the following security measures, as appropriate:  
1.  Place access controls on information systems.  
2.  Identify and manage the data, personnel, devices, systems, and facilities that enable the 
licensee to achieve its business purposes, taking i nto consideration the relative importance 
of the data, personnel, devices, systems, and facilities to the business objectives and risk 
strategy of the licensee.  
3.  Restrict physical access to nonpublic information to authorized individuals only.  
4.  Prote ct, by encryption or other means, nonpublic information being transmitted over an 
external network and nonpublic information stored on a portable computer or storage 
device or media.  
5.  Adopt secure development practices for applications that are develope d in-house and 
utilized by the licensee.  
6.  Modify information systems in accordance with the licensee’s information security 
program.  
7.  Utilize effective controls, which may include multifactor authentication procedures for 
employees accessing nonpubli c information.  
8.  Implement regular testing and monitoring of systems and procedures to detect actual 
and attempted attacks on, or intrusions into, an information system.  
9.  Include audit trails within the information security program that are designed to detect 
and respond to cybersecurity events and to reconstruct material financial transactions 
sufficient to support the normal operations and obligations of the licensee.  
10.  Implement measures to protect against the destruction, loss, or damage of nonpublic 
information due to environmental hazards, natural and other disasters, and technological 
failures.  
11.  Develop, implement, and maintain practices for the secure disposal  of nonpublic 
information in all formats.  
(c)  Designate at least one employee, affiliate, or outside vendor as responsible for the 
information security program.  
(d)  Stay informed regarding emerging threats and vulnerabilities and implement safeguards to 
manage the threats and vulnerabilities."
7,,"Page 2 of 5 
Md. Public Utility Companies Code Ann. § 2 -108 
 Trayce Hockstad   (i)  advise the Chairman of the Commission and the commissioners on measures to 
improve oversight of the cybersecurity practices of public service companies;  
(ii)  consult with the Office of Security Management on cybersecurity issues related to 
utility regulation;  
(iii)  assist the Commission in monitoring the minimum security standar ds developed under 
§ 5-306 of this article;  
(iv)  participate in briefings to discuss cybersecurity practices based on:  
1.  applicable National Association of Regulatory Utility Commissioners guidance; and  
2.  improvements to cybersecurity  practices recommended in the cybersecurity 
assessments required under § 5 -306 of this article; and  
(v)  support public service companies that do not meet minimum security standards with 
remediating vulnerabilities or addressing cybersecurity assessment fi ndings.  
(4)  The Commission may retain on a case by case basis additional experts as required for a 
particular matter.  
(5)  The lawyers who represent the Commission staff in proceedings before the Commission 
shall be appointed by the Commission and shall b e organized and operate independently of the 
office of General Counsel.  
(6)   
(i)  As required, the Commission shall hire public utility law judges.  
(ii)  Public utility law judges are a separate organizational unit and shall report directly to 
the Commiss ion. 
(7)  The Commission shall hire personal staff members for each commissioner as required to 
provide advice, draft proposed orders and rulings, and perform other personal staff functions.  
(8)   
(i)  The Commission shall:  
1.  collaborate with the Office of Security Management to establish cybersecurity 
standards and best practices for regulated entities, taking into account utility needs and 
capabilities based on size;  
2.  periodically share information on cybersecurity initiatives and best practices with  
municipal electric utilities; and  
3.  beginning on or before January 1, 2025, and every 2 years thereafter:  
A.  collect certifications of a public service company’s compliance with standards 
used in the assessments conducted under § 5 -306 of this article for cybersecurity -
related policies and procedures; and  
B.  submit a report to the State Chief Information Security Officer, or the Officer’s 
designee.  
(ii)  The report required under subparagraph (i) of this paragraph shall include:"
8,,"Page 4 of 5 
Md. Insurance Code Ann. § 33 -103 
 Trayce Hockstad   (ii)  receive a report from the delegates that complies with the requirements for the report 
to the board of directors under paragraph (1) of this subsection.  
(h)  A carrier shall require a third -party service provider to implement appropriate administrative, 
technical, and physical measures to protect and secure the information systems and nonpublic 
information that are accessible to or held by the third -party service provider.  
(i)   
(1)  Each carrier shall establish a written incident response plan designed to promptly respond 
to, and recover from, any cybersecurity event that compromises the confidentiality, integrity, 
or availability of nonpublic information in its possession, the carrier’s information systems, or 
the continuing functionality of any aspect of the carrier’s business  or operations.  
(2)  The incident response plan shall address the following areas:  
(i)  the internal process for responding to a cybersecurity event;  
(ii)  the goals of the incident response plan;  
(iii)  the definition of clear roles, responsibilities, and  levels of decision -making authority;  
(iv)  external and internal communications and information sharing;  
(v)  identification of requirements for the remediation of identified weaknesses in 
information systems and associated controls;  
(vi)  documentation a nd reporting regarding cybersecurity events and related incident 
response activities; and  
(vii)  the evaluation and revision, as necessary, of the incident response plan following a 
cybersecurity event.  
(j)   
(1)  Except as provided in subsection (k) of this section, on or before April 15 each year, each 
carrier shall submit to the Commissioner a written statement certifying that the carrier is in 
compliance with the requirements set forth in this section.  
(2)  Each carrier shall maintain for examination by the Commissioner all records, schedules, 
and data supporting this certificate for a period of 5 years.  
(k)  A carrier that is not domiciled in the State is exempt from the provisions of subsection (j)(1) 
of this section if the carrier:  
(1)   
(i)  is dom iciled in another United States insuring jurisdiction that has adopted a law or 
regulation that is substantially similar to this section;  
(ii)  is subject to that law or regulation;  
(iii)  is required to file a certification of compliance with its domestic  regulator under that 
law or regulation; and  
(iv)  actually files the required certification with its domestic regulator; or  
(2)"
9,,"Trayce Hockstad   
Md. State Finance and Procurement Code Ann. § 3.5-406 
 Current through all legislation from the 2023 Regular Session of the General Assembly.  
 
Michie’s™ Annotated Code of Maryland   >  State Finance and Procurement (Divs. I — II)  >  Division I. State 
Finance. (Titles 1 — 10A)   >  Title 3.5. Departmen t of Information Technology. (Subts. 1 — 7)  >  Subtitle 4. 
Telecommunications. (§§ 3.5 -401 — 3.5-407) 
 
§ 3.5 -406. Annual reports — Items included — Cybersecurity preparedness 
assessments performed — Cybersecurity incidents.   
 
(a)  On or before December 1  each year, each unit of State government shall:  
(1)  report the results of any cybersecurity preparedness assessments performed in the prior 
year to the Office of Security Management in accordance with guidelines developed by the 
Office; and  
(2)  submit a  report to the Governor and the Office of Security Management that includes:  
(i)  an inventory of all information systems and applications used or maintained by the unit;  
(ii)  a full data inventory of the unit;  
(iii)  a list of all cloud or statistical an alysis system solutions used by the unit;  
(iv)  a list of all permanent and transient vendor interconnections that are in place;  
(v)  the number of unit employees who have received cybersecurity training;  
(vi)  the total number of unit employees who use th e network;  
(vii)  the number of information technology staff positions, including vacancies;  
(viii)  the number of noninformation technology staff positions, including vacancies;  
(ix)  the unit’s information technology budget, itemized to include the follo wing 
categories:  
1.  services;  
2.  equipment;  
3.  applications;  
4.  personnel;  
5.  software licensing;  
6.  development;  
7.  network projects;  
8.  maintenance; and"
