,question,chunks
0,What are examples of industry specific standards for data security and privacy?,"Page 2 of 2 
ORC Ann. 1354.03  
   (a)  The security requirements of the “Health Insurance Portability and Accountability 
Act of 1996,” as set forth in 45  CFR Part 164 Subpart C;  
(b)  Title V of the “Gramm -Leach -Bliley Act of 1999,” Public Law 106 -102, as 
amended;  
(c)  The “Federal Information Security Modernization Act of 2014,” Public Law 113 -
283; 
(d)  The “Health Information Technology for Economic and C linical Health Act,” as 
set forth in 45 CFR part 162.  
(2)  When a framework listed in division (B)(1) of this section is amended, a covered entity 
whose cybersecurity program reasonably conforms to that framework shall reasonably 
conform to the amended fra mework not later than one year after the effective date of the 
amended framework.  
(C)   
(1)  The cybersecurity program reasonably complies with both the current version of the 
“payment card industry (PCI) data security standard” and conforms to the current  version 
of another applicable industry recognized cybersecurity framework listed in division (A) of 
this section, subject to divisions (C)(2) and (D) of this section.  
(2)  When a final revision to the “PCI data security standard” is published, a covered entity 
whose cybersecurity program reasonably complies with that standard shall reasonably 
comply with the revised standard not later than one year after the publication date  stated in 
the revision.  
(D)  If a covered entity’s cybersecurity program reasonably conforms to a combination of 
industry recognized cybersecurity frameworks, or complies with a standard, as in the case of 
the payment card industry (PCI) data security sta ndard, as described in division (A) or (C) of 
this section, and two or more of those frameworks are revised, the covered entity whose 
cybersecurity program reasonably conforms to or complies with, as applicable, those 
frameworks shall reasonably conform to  or comply with, as applicable, all of the revised 
frameworks not later than one year after the latest publication date stated in the revisions.  
History   
 
2018 sb220, § 1, effective November 2, 2018.  
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 Al l rights reserved.  
 
 
End of Document"
1,,"Page 3 of 5 
ORC Ann. 3965.02  
   (i)  Include audit trails within the information security program designed to detect and 
respond to cybersecurity events and designed to reconstruct material financial transactions 
sufficient to support normal oper ations and obligations of the licensee;  
(j)  Implement measures to protect against destruction, loss, or damage of nonpublic 
information due to environmental hazards, such as fire and water damage or other 
catastrophes or technological failures;  
(k)  Devel op, implement, and maintain procedures for the secure disposal of nonpublic 
information in any format.  
(3)  Include cybersecurity risks in the licensee’s enterprise risk management process;  
(4)  Stay informed regarding emerging threats or vulnerabilities a nd utilize reasonable security 
measures when sharing information relative to the character of the sharing and the type of 
information shared;  
(5)  Provide its personnel with cybersecurity awareness training that is updated as necessary to 
reflect risks ide ntified by the licensee in the risk assessment.  
(E)  If the licensee has a board of directors, the board or an appropriate committee of the board 
shall, at a minimum, do all of the following:  
(1)  Require the licensee’s executive management or its delegate s to develop, implement, and 
maintain the licensee’s information security program;  
(2)  Require the licensee’s executive management or its delegates to report in writing at least 
annually, all of the following information:  
(a)  The overall status of the information security program and the licensee’s compliance 
with this chapter;  
(b)  Material matters related to the information security program, addressing issues such as 
risk assessment, risk management and control decisions, third -party service provider 
arrangements, results of testing, cybersecurity events or violations and management’s 
responses thereto, and recommendations for changes in the information security program.  
(3)  If executive management delegates any of its responsibilities under this sect ion, it shall 
oversee the development, implementation, and maintenance of the licensee’s information 
security program prepared by the delegates and shall require the delegates to submit a report 
that complies with the requirements of division (E)(2) of thi s section.  
(F)   
(1)  A licensee shall exercise due diligence in selecting its third -party service provider.  
(2)  A licensee shall require a third -party service provider to implement appropriate 
administrative, technical, and physical measures to protect a nd secure the information systems 
and nonpublic information that are accessible to, or held by, the third -party service provider.  
(G)  The licensee shall monitor, evaluate, and adjust, as appropriate, the information security 
program consistent with all of  the following:  
(1)  Any relevant changes in technology;  
(2)  The sensitivity of its nonpublic information;"
2,,"Page 2 of 2 
ORC Ann. 1354.02  
   (1)  A covered entity that satisfies divisions (A)(1), (B), and (C) of this section is entitled to an 
affirmative defense to any cause of action sounding in tor t that is brought under the laws of 
this state or in the courts of this state and that alleges that the failure to implement reasonable 
information security controls resulted in a data breach concerning personal information.  
(2)  A covered entity that sati sfies divisions (A)(2), (B), and (C) of this section is entitled to an 
affirmative defense to any cause of action sounding in tort that is brought under the laws of 
this state or in the courts of this state and that alleges that the failure to implement re asonable 
information security controls resulted in a data breach concerning personal information or 
restricted information.  
History   
 
2018 sb220, § 1, effective November 2, 2018.  
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
3,,"Page 2 of 5 
ORC Ann. 3965.02  
   consideration of such threats in each relevant area of the licensee’s operations, including all of 
the following:  
(a)  Employee training and management;  
(b)  Information systems, including network and software design, as well as information 
classification, g overnance, processing, storage, transmission, and disposal;  
(c)  Detecting, preventing, and responding to attacks, intrusions, or other systems failures.  
(5)  Implement information safeguards to manage the threats identified in its ongoing 
assessment;  
(6)  Not less than annually, assess the effectiveness of the safeguards’ key controls, systems, 
and procedures.  
(D)  Based on its risk assessment, the licensee shall do all of the following:  
(1)  Design its information security program to mitigate the identifi ed risks in a way that is 
commensurate with the size and complexity of the licensee, the nature and scope of the 
licensee’s activities including its use of third -party service providers, and the sensitivity of the 
nonpublic information used by the licensee  or in the licensee’s possession, custody, or control;  
(2)  Determine which of the following security measures are appropriate and implement such 
security measures:  
(a)  Place access controls on information systems, including controls to authenticate and 
permit access only to authorized individuals, to protect against the unauthorized acquisition 
of nonpublic information;  
(b)  Identify and manage the data, personnel, devices, systems, and facilities that enable the 
organization to achieve business purposes in accordance with their relative importance to 
business objectives and the organization’s risk strategy;  
(c)  Restrict access at physical locations containing nonpublic information to authorized 
individuals;  
(d)  Protect by encryption or other appropriate  means all nonpublic information while such 
information is being transmitted over an external network and all nonpublic information 
stored on a laptop computer or other portable computing or storage device or media;  
(e)  Adopt secure development practices for in -house developed applications utilized by the 
licensee and procedures for evaluating, assessing, or testing the security of externally 
developed applications utilized by the licensee;  
(f)  Modify the information system in accordance with the licensee ’s information security 
program;  
(g)  Utilize effective controls, which may include multifactor authentication procedures for 
accessing nonpublic information;  
(h)  Regularly test and monitor systems and procedures to detect actual and attempted 
attacks on,  or intrusions into, information systems;"
4,,"Page 2 of 5 
§ 1349.19 Disclosure or notification of breach of security of computerized personal information system.  
   (b)  Credit account information from persons who furnish that information regularly and in 
the ordinary course of business.  
(4)  “Encryption” means the use of an algorithmic process to transform data into a form in 
which there is a low probability of assigning meaning without use of a confidential process or 
key. 
(5)  “Individual” means a natural person.  
(6)  “Person” has the same meaning as in section 1.59 of the Revised Code , except that 
“person” includes a business entity only if the business entity conducts business in this state.  
(7)   
(a)  “Personal information” means an individual’s name, consisting of the individual’s first 
name or first initial and last name, in combin ation with and linked to any one or more of 
the following data elements, when the data elements are not encrypted, redacted, or altered 
by any method or technology in such a manner that the data elements are unreadable:  
(i)  Social security number;  
(ii)  Driver’s license number or state identification card number;  
(iii)  Account number or credit or debit card number, in combination with and linked to 
any required security code, access code, or password that would permit access to an 
individual’s financial a ccount.  
(b)  “Personal information” does not include publicly available information that is lawfully 
made available to the general public from federal, state, or local government records or any 
of the following media that are widely distributed:  
(i)  Any n ews, editorial, or advertising statement published in any bona fide newspaper, 
journal, or magazine, or broadcast over radio or television;  
(ii)  Any gathering or furnishing of information or news by any bona fide reporter, 
correspondent, or news bureau to news media described in division (A)(7)(b)(i) of this 
section;  
(iii)  Any publication designed for and distributed to members of any bona fide 
association or charitable or fraternal nonprofit corporation;  
(iv)  Any type of media similar in nature to any item, entity, or activity identified in 
division (A)(7)(b)(i), (ii), or (iii) of this section.  
(8)  “Record” means any information that is stored i n an electronic medium and is retrievable 
in perceivable form. “Record” does not include any publicly available directory containing 
information an individual voluntarily has consented to have publicly disseminated or listed, 
such as name, address, or tele phone number.  
(9)  “Redacted” means altered or truncated so that no more than the last four digits of a social 
security number, driver’s license number, state identification card number, account number, or 
credit or debit card number is accessible as part of the data.  
(10)  “System” means any collection or group of related records that are kept in an organized 
manner, that are maintained by a person, and from which personal information is retrieved by"
5,,"Page 2 of 2 
ALM GL ch. 93H, § 2  
 Trayce Hockstad   insure the security and confidentiality of customer information in a manner fully consis tent with 
industry standards; protect against anticipated threats or hazards to the security or integrity of such 
information; and protect against unauthorized access to or use of such information that could result 
in substantial harm or inconvenience to a ny resident of the commonwealth.  
History   
 
2007, 82, § 16.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 Matthew Bender & Company, Inc.,  
a member of the LexisNexis Group All rights reserved.  
 
 
End of Document"
6,,"Page 5 of 11 
ALM GL ch. 4, § 7  
 Trayce Hockstad   (g)  trade secrets or commercial or financial information voluntarily provid ed to an agency 
for use in developing governmental policy and upon a promise of confidentiality; but this 
subclause shall not apply to information submitted as required by law or as a condition of 
receiving a governmental contract or other benefit;  
(h)  proposals and bids to enter into any contract or agreement until the time for the 
opening of bids in the case of proposals or bids to be opened publicly, and until the time 
for the receipt of bids or proposals has expired in all other cases; and inter -agency  or intra -
agency communications made in connection with an evaluation process for reviewing bids 
or proposals, prior to a decision to enter into negotiations with or to award a contract to, a 
particular person;  
(i)  appraisals of real property acquired or to be acquired until (1) a final agreement is 
entered into; or (2) any litigation relative to such appraisal has been terminated; or (3) the 
time within which to commence such litigation has expired;  
(j)  the names and addresses of any persons contained in , or referred to in, any applications 
for any licenses to carry or possess firearms issued pursuant to chapter one hundred and 
forty or any firearms identification cards issued pursuant to said chapter one hundred and 
forty and the names and addresses on s ales or transfers of any firearms, rifles, shotguns, or 
machine guns or ammunition therefor, as defined in said chapter one hundred and forty and 
the names and addresses on said licenses or cards;  
(k)  [Stricken.]  
(l)  questions and answers, scoring keys a nd sheets and other materials used to develop, 
administer or score a test, examination or assessment instrument; provided, however, that 
such materials are intended to be used for another test, examination or assessment 
instrument;  
(m)  contracts for hospi tal or related health care services between (i) any hospital, clinic or 
other health care facility operated by a unit of state, county or municipal government and 
(ii) a health maintenance organization arrangement approved under chapter one hundred 
and sev enty-six I, a nonprofit hospital service corporation or medical service corporation 
organized pursuant to chapter one hundred and seventy -six A and chapter one hundred and 
seventy -six B, respectively, a health insurance corporation licensed under chapter o ne 
hundred and seventy -five or any legal entity that is self insured and provides health care 
benefits to its employees.  
(n)  records, including, but not limited to, blueprints, plans, policies, procedures and 
schematic drawings, which relate to internal layout and structural elements, security 
measures, emergency preparedness, threat or vulnerability assessments, or any other 
records relating to the security or safety of persons or buildings, structures, facilities, 
utilities, transportation, cyber security or other infrastructure located within the 
commonwealth, the disclosure of which, in the reasonable judgment of the record 
custodian, subject to review by the supervisor of public records under subsection (c) of 
section 10 of chapter 66, is likely to jeopardize public safety or cyber security.  
(o)  the home address, personal email address and home telephone number of an employe e 
of the judicial branch, an unelected employee of the general court, an agency, executive"
7,,"Trayce Hockstad   
ALM GL ch. 93H, § 3  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 3. Notice of Security Breach Required.   
 
(a)  A person or agency that maintains or stores, but does not own or license data that includes 
personal information about a resident of the commonwealth, shall provide notice, as soon as 
practicable and  without unreasonable delay, when such person or agency (1) knows or has reason 
to know of a breach of security or (2) when the person or agency knows or has reason to know that 
the personal information of such resident was acquired or used by an unauthori zed person or used 
for an unauthorized purpose, to the owner or licensor in accordance with this chapter. In addition 
to providing notice as provided herein, such person or agency shall cooperate with the owner or 
licensor of such information. Such coopera tion shall include, but not be limited to, informing the 
owner or licensor of the breach of security or unauthorized acquisition or use, the date or 
approximate date of such incident and the nature thereof, and any steps the person or agency has 
taken or p lans to take relating to the incident, except that such cooperation shall not be deemed to 
require the disclosure of confidential business information or trade secrets, or to provide notice to 
a resident that may have been affected by the breach of securit y or unauthorized acquisition or use.  
(b)  A person or agency that owns or licenses data that includes personal information about a 
resident of the commonwealth, shall provide notice, as soon as practicable and without 
unreasonable delay, when such person or agency (1) knows or has reason to know of a breach of 
security or (2) when the person or agency knows or has reason to know that the personal 
information of such resident was acquired or used by an unauthorized person or used for an 
unauthorized purpose , to the attorney general, the director of consumer affairs and business 
regulation and to such resident, in accordance with this chapter. The notice to be provided to the 
attorney general and said director, and consumer reporting agencies or state agencie s if any, shall 
include, but not be limited to: (i) the nature of the breach of security or unauthorized acquisition or 
use; (ii) the number of residents of the commonwealth affected by such incident at the time of 
notification; (iii) the name and address of the person or agency that experienced the breach of 
security; (iv) name and title of the person or agency reporting the breach of security, and their 
relationship to the person or agency that experienced the breach of security ; (v) the type of person 
or agency reporting the breach of security; (vi) the person responsible for the breach of security, if 
known; (vii) the type of personal information compromised, including, but not limited to, social 
security number, driver’s license number, financial accou nt number, credit or debit card number or 
other data; (viii) whether the person or agency maintains a written information security program; 
and (ix) any steps the person or agency has taken or plans to take relating to the incident, including 
updating the written information security program. A person who experienced a breach of security"
8,,"Trayce Hockstad   
ALM GL ch. 93H, § 1  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 1. Definitions.   
 
(a)  As used in this chapter, the following words shall, unless the context clearly requires 
otherwise, have the following meanings: — 
“Agency”, any agency, executive office, department, board, commission, bureau, division or 
authority of the commonwealth, or any of its branches, or of any political subdivision thereof.  
“Breach of security”, the unauthorized acquisition or unauthorized use of unencrypted data or, 
encrypted electronic data and the confidential process or key tha t is capable of compromising the 
security, confidentiality, or integrity of personal information, maintained by a person or agency 
that creates a substantial risk of identity theft or fraud against a resident of the commonwealth. A 
good faith but unauthori zed acquisition of personal information by a person or agency, or 
employee or agent thereof, for the lawful purposes of such person or agency, is not a breach of 
security unless the personal information is used in an unauthorized manner or subject to furth er 
unauthorized disclosure.  
“Data” any material upon which written, drawn, spoken, visual, or electromagnetic information or 
images are recorded or preserved, regardless of physical form or characteristics.  
“Electronic”, relating to technology having electrical, digital, magnetic, wireless, optical, 
electromagnetic or similar capabilities.  
“Encrypted” transformation of data through the use of a 128 -bit or higher algorithmic process into 
a form in which there is a low probability of assigning meaning wi thout use of a confidential 
process or key, unless further defined by regulation of the department of consumer affairs and 
business regulation.  
“Notice” shall include: — 
(i)  written notice;  
(ii)  electronic notice, if notice provided is consistent with the  provisions regarding electronic 
records and signatures set forth in § 7001 (c) of Title 15 of the United States Code; and chapter 
110G; or  
(iii)  substitute notice, if the person or agency required to provide notice demonstrates that the 
cost of providing  written notice will exceed $250,000, or that the affected class of"
9,,"Trayce Hockstad   
ALM GL ch. 93H, § 2  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 2. Rules and Regulations.   
 
(a)  The department of consumer affairs and business regulation shall adopt regulations relative to 
any person that owns or licenses personal information about a resident of the commonwealth. Such 
regulations shall be  designed to safeguard the personal information of residents of the 
commonwealth and shall be consistent with the safeguards for protection of personal information 
set forth in the federal regulations by which the person is regulated. The objectives of the  
regulations shall be to: insure the security and confidentiality of customer information in a manner 
fully consistent with industry standards; protect against anticipated threats or hazards to the 
security or integrity of such information; and protect aga inst unauthorized access to or use of such 
information that may result in substantial harm or inconvenience to any consumer. The regulations 
shall take into account the person’s size, scope and type of business, the amount of resources 
available to such pe rson, the amount of stored data, and the need for security and confidentiality of 
both consumer and employee information.  
(b)  The supervisor of records, with the advice and consent of the information technology division 
to the extent of its jurisdiction t o set information technology standards under paragraph (d) of 
section 4A of chapter 7, shall establish rules or regulations designed to safeguard the personal 
information of residents of the commonwealth that is owned or licensed. Such rules or regulations  
shall be applicable to: (1) executive offices and any agencies, departments, boards, commissions 
and instrumentalities within an executive office; and (2) any authority created by the General 
Court, and the rules and regulations shall take into account th e size, scope and type of services 
provided thereby, the amount of resources available thereto, the amount of stored data, and the 
need for security and confidentiality of both consumer and employee information. The objectives 
of the rules or regulations s hall be to: insure the security and confidentiality of personal 
information; protect against anticipated threats or hazards to the security or integrity of such 
information; and to protect against unauthorized access to or use of such information that coul d 
result in substantial harm or inconvenience to any resident of the commonwealth.  
(c)  The legislative branch, the judicial branch, the attorney general, the state secretary, the state 
treasurer and the state auditor shall adopt rules or regulations designed to safeguard the personal 
information of residents of the commonwealth for their respective departments and shall take into 
account the size, scope and type of services provided by their departments, the amount of 
resources available thereto, the amount of stored data, and the need for security and confidentiality 
of both consumer and employee information. The objectives of the rules or regulations shall be to:"
