,question,chunks
0,Who might be liable if a passenger's biometric information was accessed without authorization while using services from an autonomous vehicle?,"Page 3 of 4 
§ 1349.09. Responsibilities of operator of an online website that targets children.  
   chooses to withdraw consent for any reason, the parent or legal guardian shall notify the operator, 
and the operator shall terminate the child’s use of or access to the online web site, service, or 
product within thirty days after receiving such notificat ion. 
(G)  The attorney general shall investigate any noncompliance with this section in the same 
manner, by the same means, and with the same jurisdiction, powers, and duties as in section 
1349.191 of the Revised Code. Nothing in this section shall be inte rpreted to serve as the basis for 
a private right of action.  
(H)  If it appears that an operator of an online web site, service, or product failed to comply with 
this section, the attorney general has the exclusive authority to bring a civil action in a co urt of 
common pleas, or other appropriate court, for appropriate relief including a temporary restraining 
order, preliminary or permanent injunction, and civil penalties.  
(I)  If a court finds that an operator of an online web site, service, or product ent ered into a 
contract with a child without consent of the child’s parent or guardian, as required by this section, 
the court shall impose a civil penalty on the operator as follows:  
(1)  Up to one thousand dollars for each of the first sixty days the operat or failed to comply 
with this section;  
(2)  In addition to the civil penalty required by division (I)(1) of this section, up to five 
thousand dollars for each subsequent day the operator failed to comply with this section, 
commencing with the sixty -first d ay and ending with the ninetieth day;  
(3)  In addition to the civil penalties required by divisions (I)(1) and (2) of this section, up to 
ten thousand dollars for each subsequent day the operator failed to comply with this section, 
commencing with the ninety -first day.  
(J)  Any civil penalty that is imposed under division (I) of this section shall be deposited into the 
consumer protection enforcement fund created under section 1345.51 of the Revised Code.  
(K)  Any operator that is found by the court to have failed to comply with this section is liable to 
the attorney general for the attorney general’s costs in conducting an investigation and bringing an 
action under this section.  
(L)  The rights and remedies that are provided under this section are in ad dition to any other rights 
or remedies that are provided by law.  
(M)   
(1)  If an operator is in substantial compliance with this section, the attorney general shall 
provide written notice to the operator before commencing a civil action under this section . The 
notice must identify the specific provisions of this section that the attorney general alleges 
have been violated.  
(2)  The attorney general shall not commence a civil action under this section, and a court shall 
not impose a civil penalty, for a vio lation identified in a notice sent by the attorney general 
under division (M)(1) of this section if the operator does both of the following within ninety 
days after the date such notice is sent:  
(a)  Cures the violation;"
1,,"Page 2 of 4 
§ 1349.09. Responsibilities of operator of an online website that targets children.  
   (d)  Requiring a parent or legal guardian to connect to trained personnel by 
videoconferen ce; 
(e)  Verifying a parent’s or legal guardian’s identity by checking a form of government -
issued identification against databases of such information, and promptly deleting the 
parent’s or legal guardian’s identification from the operator’s records after  such 
verification is complete.  
(2)  Present to the child’s parent or legal guardian a list of the features offered by an operator’s 
online web site, service, or product related to censoring or moderating content, including any 
features that can be disable d for a particular profile.  
(3)  Provide to the child’s parent or guardian a web site link at which the parent or legal 
guardian may access and review the list of features described in division (B)(2) of this section 
at another time.  
(C)  In determining wh ether an operator’s online web site, service, or product targets children, or 
is reasonably anticipated to be accessed by children, the attorney general or a court may consider 
the following factors:  
(1)  Subject matter;  
(2)  Language;  
(3)  Design elements ; 
(4)  Visual content;  
(5)  Use of animated characters or child -oriented activities and incentives;  
(6)  Music or other audio content;  
(7)  Age of models;  
(8)  Presence of child celebrities or celebrities who appeal to children;  
(9)  Advertisements;  
(10)  Empirical evidence regarding audience composition; and  
(11)  Evidence regarding the intended audience.  
(D)   
(1)  Except as otherwise provided in division (D)(2) of this section, after obtaining consent 
from a child’s parent or legal guardian, an operator shall send written confirmation to the 
parent or legal guardian via electronic mail, postal mail, or facsimile.  
(2)  If an operator is unable to secure an address, electronic mail address, or facsimile number 
of the child’s parent or legal guardian, after making a reasonable effort to obtain such 
information, the operator may verify consent via telephone.  
(E)  If a child’s parent or legal guardian does not affirmatively consent to the terms of service or 
other contract, the operator shall deny the child acc ess to or use of the online web site, service, or 
product.  
(F)  If a parent or legal guardian receives confirmation of consent, as described in division (D) of 
this section, and determines that consent was given in error, or if the parent or legal guardian"
2,,"Page 2 of 4 
ORC Ann. 3965.04  
   (d)  Whether any lost, stolen, or breached infor mation has been recovered and if so, how 
this was done;  
(e)  The identity of the source of the cybersecurity event;  
(f)  Whether the licensee has filed a police report or has notified any regulatory, 
government, or law enforcement agencies and, if so, when  such notification was provided;  
(g)  A description of the specific types of information acquired without authorization. 
“Specific types of information” means particular data elements, including types of medical 
information, types of financial information,  or types of information allowing identification 
of the consumer.  
(h)  The period during which the information system was compromised by the 
cybersecurity event;  
(i)  The number of total consumers in this state affected by the cybersecurity  event. The 
licensee shall provide the best estimate in the initial report to the superintendent and update 
this estimate with each subsequent report to the superintendent pursuant to this section.  
(j)  The results of any internal review identifying a laps e in either automated controls or 
internal procedures, or confirming that all automated controls or internal procedures were 
followed;  
(k)  A description of efforts being undertaken to remediate the situation that permitted the 
cybersecurity event to occur ; 
(l)  A copy of the licensee’s privacy policy and a statement outlining the steps the licensee 
will take to investigate and notify consumers affected by the cybersecurity event;  
(m)  The name of a contact person who is both familiar with the cybersecurity  event and 
authorized to act for the licensee.  
(2)  The licensee shall provide the information in electronic form as directed by the 
superintendent. The licensee shall have a continuing obligation to update and supplement 
initial and subsequent notificatio ns to the superintendent regarding material developments 
relating to the cybersecurity event.  
(C)  A licensee shall comply with section 1349.19 of the Revised Code as applicable and provide a 
copy of the notice sent to consumers under that section to the s uperintendent, when the licensee is 
required to notify the superintendent under division (A) of this section.  
(D)   
(1)  If a licensee becomes aware of a cybersecurity event in a system maintained by a third -
party service provider, the licensee shall treat  the event as it would under division (A) of this 
section.  
(2)  The computation of the licensee’s deadlines specified in this section shall begin on the day 
after the third -party service provider notifies the licensee of the cybersecurity event or the 
licensee otherwise has actual knowledge of the cybersecurity event, whichever is sooner.  
(3)  Nothing in this chapter shall prevent or abrogate an agreement between a licensee and 
another licensee, a third -party service provider, or any other party to fulfill any of the"
3,,"Page 3 of 5 
§ 1349.19 Disclosure or notification of breach of security of computerized personal information system.  
   the name of the individual or by some identifying number , symbol, or other identifier assigned 
to the individual. “System” does not include any published directory, any reference material or 
newsletter, or any routine information that is maintained for the purpose of internal office 
administration of the person , if the use of the directory, material, newsletter, or information 
would not adversely affect an individual, and there has been no unauthorized external breach 
of the directory, material, newsletter, or information.  
(B)   
(1)  Any person that owns or lice nses computerized data that includes personal information 
shall disclose any breach of the security of the system, following its discovery or notification 
of the breach of the security of the system, to any resident of this state whose personal 
information  was, or reasonably is believed to have been, accessed and acquired by an 
unauthorized person if the access and acquisition by the unauthorized person causes or 
reasonably is believed will cause a material risk of identity theft or other fraud to the resid ent. 
The disclosure described in this division may be made pursuant to any provision of a contract 
entered into by the person with another person prior to the date the breach of the security of the 
system occurred if that contract does not conflict with an y provision of this section and does 
not waive any provision of this section. For purposes of this section, a resident of this state is 
an individual whose principal mailing address as reflected in the records of the person is in this 
state.  
(2)  The perso n shall make the disclosure described in division (B)(1) of this section in the 
most expedient time possible but not later than forty -five days following its discovery or 
notification of the breach in the security of the system, subject to the legitimate n eeds of law 
enforcement activities described in division (D) of this section and consistent with any 
measures necessary to determine the scope of the breach, including which residents’ personal 
information was accessed and acquired, and to restore the reas onable integrity of the data 
system.  
(C)  Any person that, on behalf of or at the direction of another person or on behalf of or at the 
direction of any governmental entity, is the custodian of or stores computerized data that includes 
personal information  shall notify that other person or governmental entity of any breach of the 
security of the system in an expeditious manner, if the personal information was, or reasonably is 
believed to have been, accessed and acquired by an unauthorized person and if the  access and 
acquisition by the unauthorized person causes or reasonably is believed will cause a material risk 
of identity theft or other fraud to a resident of this state.  
(D)  The person may delay the disclosure or notification required by division (B), (C), or (G) of 
this section if a law enforcement agency determines that the disclosure or notification will impede 
a criminal investigation or jeopardize homeland or national security, in which case, the person 
shall make the disclosure or notification aft er the law enforcement agency determines that 
disclosure or notification will not compromise the investigation or jeopardize homeland or national 
security.  
(E)  For purposes of this section, a person may disclose or make a notification by any of the 
follow ing methods:  
(1)  Written notice;"
4,,"Trayce Hockstad   
ORC Ann. 1349.09  
Current through File 26 of the 135th General Assembly (2023 -2024).  
 
Page’s Ohio Revised Code Annotated   >  Title 13: Commercial Transactions — Other Commercial Transactions 
(Chs. 1301 — 1355)   >  Chapter 1349: Consumer Protection (§§ 1349.01 — 1349.99)  
 
§ 1349.09.  Responsibilities of operator of an online website that targets children.   
 
(A)  As used in this section:  
(1)  “Operator” means any business, entity, or person that operates an online web site, service, 
or product that has users in this state and that allows those users to do all of the following:  
(a)  Interact socially with other users within the confines of the o nline web site, service, or 
product;  
(b)  Construct a public or semipublic profile for the purpose of signing into and using the 
online web site, service, or product;  
(c)  Populate a list of other users with whom an individual shares or has the ability to share 
a social connection within the online web site, service, or product;  
(d)  Create or post content viewable by others, including on message boards, chat rooms, 
video channels, direct or private messages or chats, and a landing page or main feed that 
presents the user with content generated by other users.  
(2)  “Child” means any consumer of an online web site, service, or product who is under the 
age of sixteen and who is not emancipated.  
(B)  The operator of an online web site, service, or product that targets children, or is reasonably 
anticipated to be accessed by children, shall do all of the following:  
(1)  Obtain verifiable consent for any contract with a child, including terms of service, to 
register, sign up, or otherwise create a unique username to access or utilize the online web site, 
service, or product, from the child’s parent or legal guardian using any of the following 
methods:  
(a)  Requiring a parent or legal guardian to sign and return to the operator a form 
consenting to the contract by p ostal mail, facsimile, or electronic mail;  
(b)  Requiring a parent or legal guardian, in connection with a monetary transaction, to use 
a credit card, debit card, or other online payment system that provides notification of each 
discrete transaction to the  primary account holder;  
(c)  Requiring a parent or legal guardian to call a toll -free telephone number implemented 
by the operator and staffed by trained personnel;"
5,,"Page 3 of 3 
ALM GL ch. 6, § 220  
 Trayce Hockstad   video or image redaction software; provided, that such software does not have the capability of 
performing facial recognition or other remote biometric recognition; and (iii) receive evidence 
related to the investigation of a crim e derived from a biometric surveillance system; provided, that 
the use of a biometric surveillance system was not knowingly solicited by or obtained with the 
assistance of a public agency or any public official in violation of said subsection (b).  
History   
 
2020, 253, § 26, effective July 1, 2021.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
6,,"Trayce Hockstad   
ALM GL ch. 6, § 220  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE II EXECUTIVE AND ADMINISTRATIVE OFFICERS OF THE COMMONWEALTH (Chs. 6 - 28A)   >  
TITLE II EXECUTIVE AND ADMINISTRATIVE OFFICERS OF  THE COMMONWEALTH (Chs. 6 — 28A)   
>  Chapter 6 The Governor, Lieutenant Governor and Council, Certain Officers Under the Governor and 
Council, and State Library (§§ 1 — 222) 
 
§ 220. Biometric Systems; Restrictions.   
 
(a)  As used  in this section, the following words shall, unless the context clearly requires 
otherwise, have the following meanings:  
“Biometric surveillance system”, any computer software that performs facial recognition or 
other remote biometric recognition.  
“Facial recognition”, an automated or semi -automated process that assists in identifying or 
verifying an individual or capturing information about an individual based on the physical 
characteristics of an individual’s face, head or body, that uses characteristics of an individual’s 
face, head or body to infer emotion, associations, activities or the location of an individual; 
provided, however, that “facial recognition” shall not include the use of search terms to sort 
images in a database.  
“Facial recognition search”, a computer search using facial recognition to attempt to identify 
an unidentified person by comparing an image containing the face of the unidentified person to 
a set of images of identified persons; provided, however, that a s et of images shall not include 
moving images or video data.  
“Law enforcement agency”, as defined in section 1 of chapter 6E.  
“Other remote biometric recognition”, an automated or semi -automated process that assists in 
identifying or verifying an individual  or capturing information about an individual based on an 
individual’s gait, voice or other biometric characteristic or that uses such characteristics to 
infer emotion, associations, activities or the location of an individual; provided, however, that 
“other remote biometric recognition” shall not include the identification or verification of an 
individual using deoxyribonucleic acid, fingerprints, palm prints or other information derived 
from physical contact.  
“Public agency”, any: (i) agency, executive of fice, department, board, commission, bureau, 
division or authority of the commonwealth; (ii) political subdivision thereof; or (iii) authority 
established by the general court to serve a public purpose.  
“Public official”, any officer, employee, agent, cont ractor or subcontractor of any public 
agency."
7,,"Page 2 of 3 
ALM GL ch. 6, § 220  
 Trayce Hockstad   (b)  Any law enforcement agency performing or requesting a facial recognition search using facial 
recognition technology shall only do so through a written request submitted to the registrar of 
motor vehicles, the department of state police or the Federal Bureau of Investigation. A law 
enforcement agency may perform such a facial recognition search for the following purposes: (i) 
to execute an order, issued by a court or justice authorized to issue warrants in c riminal cases, 
based upon specific and articulable facts and reasonable inferences therefrom that provide 
reasonable grounds to believe that the information sought would be relevant and material to an 
ongoing criminal investigation or to mitigate a substan tial risk of harm to any individual or group 
of people; or (ii) without an order to identify a deceased person or if the law enforcement agency 
reasonably believes that an emergency involving substantial risk of harm to any individual or 
group of people re quires the performance of a facial recognition search without delay. Any 
emergency request shall be narrowly tailored to address the emergency and shall document the 
factual basis for believing that an emergency requires the performance of a facial recogni tion 
search without delay.  
This subsection shall not apply to the department of state police when performing investigatory 
functions related to the issuance of identification documents by the registrar of motor vehicles.  
(c)  Law enforcement agencies shall  document each facial recognition search performed and shall 
provide such documentation quarterly to the executive office of public safety and security. Such 
documentation shall include: (i) a copy of any written request made for a facial recognition searc h; 
(ii) the date and time of the request; (iii) the number of matches returned, if any; (iv) the database 
searched; (v) the name and position of the requesting individual and employing law enforcement 
agency; (vi) the reason for the request, including, but  not limited to, any underlying suspected 
crime; (vii) the entity to which the request was submitted; and (viii) data detailing the individual 
characteristics included in the facial recognition request. Such documentation shall not be a public 
record, exce pt for as provided for in (d).  
(d)  Annually, not later than September 1, the executive office of public safety and security shall 
publish on its website documentation received from law enforcement agencies under subsection 
(c) and the following data for t he previous calendar year: (i) the total number of facial recognition 
search requests made by other law enforcement agencies to the department of state police, 
disaggregated by law enforcement agency; (ii) the total number of facial recognition searches 
performed by the department of state police, disaggregated by law enforcement agency on whose 
behalf the search was performed; (iii) the total number of facial recognition searches requested and 
performed by the state police; (iv) the total number of facial recognition search requests made by 
the department of state police to the Federal Bureau of Investigation, disaggregated by law 
enforcement agency on whose behalf the requests were made; and (v) the total number of facial 
recognition searches performed by the Federal Bureau of Investigation on behalf of Massachusetts 
law enforcement agencies, disaggregated by law enforcement agency on whose behalf the search 
was performed. For each category of data and each law enforcement agency, the published 
information shall specify the number of requests made or searches performed pursuant to a court 
order, the number of emergency requests made or searches performed, and the reason for 
requesting the search, including, but not limited to, any underlying suspected crime.  
(e)  Notwithstanding subsection (b), a law enforcement agency may: (i) acquire and possess 
personal electronic devices, such as a cell phone or tablet, that utilizes facial recognition 
technology for the sole purpose of user authentication; (ii) acquire, possess and use automated"
8,,"Page 2 of 3 
ALM GL ch. 93H, § 3  
 Trayce Hockstad   shall file a report with the attorney general and the director of consumer affairs and business 
regulation certifying their credit monitoring services comply with section 3 A.  
Upon receipt of this notice, the director of consumer affairs and business regulation shall identify 
any relevant consumer reporting agency or state agency, as deemed appropriate by said director, 
and forward the names of the identified consumer reporting agencies and state agencies to the 
notifying person or agency. Such person or agency shall, as soon as practicable and without 
unreasonable delay, also provide notice, in accordance with this chapter, to the consumer reporting 
agencies and state agencies identified by the director of consumer affairs and business regulation.  
The notice to be provided to the resident shall include, but shall not be limited to: (i) the resident’s 
right to obtain a police report; (ii) how a resident may request a sec urity freeze and the necessary 
information to be provided when requesting the security freeze; (iii) that there shall be no charge 
for a security freeze; and (iv) mitigation services to be provided pursuant to this chapter; provided, 
however, that said not ice shall not include the nature of the breach of security or unauthorized 
acquisition or use, or the number of residents of the commonwealth affected by said breach of 
security or unauthorized access or use. The person or agency that experienced the breac h of 
security shall provide a sample copy of the notice it sent to consumers to the attorney general and 
the office of consumer affairs and business regulation. A notice provided pursuant to this section 
shall not be delayed on grounds that the total numbe r of residents affected is not yet ascertained. In 
such case, and where otherwise necessary to update or correct the information required, a person 
or agency shall provide additional notice as soon as practicable and without unreasonable delay 
upon learnin g such additional information.  
(c)  As practicable and as not to impede active investigation by the attorney general or other law 
enforcement agency, the office of consumer affairs and business regulation shall: (i) make 
available electronic copies of the  sample notice sent to consumers on its website and post such 
notice within 1 business day upon receipt from the person that experienced a breach of security; 
(ii) update the breach of security notification report on its website as soon as practically poss ible 
after the information has been verified by said office but not more than 10 business days after 
receipt unless the information provided is not verifiable; provided, however, that the office shall 
post said notice as soon as verified; (iii) amend, on a  recurring basis, the breach of security 
notification report to include new information discovered through the investigation process or new 
subsequent findings from a previously reported breach of security; and (iv) instruct consumers on 
how they may file a public records request to obtain a copy of the notice provided to the attorney 
general and said director from the person who experienced a breach of security.  
(d)  If the person or agency that experienced a breach of security is owned by another person or 
corporation, the notice to the consumer shall include the name of the parent or affiliated 
corporation.  
(e)  If an agency is within the executive department, it shall provide written notification of the 
nature and circumstances of the breach of securit y or unauthorized acquisition or use to the 
executive office of technology services and security and the division of public records in the office 
of the state secretary as soon as practicable and without unreasonable delay following the 
discovery of a brea ch of security or unauthorized acquisition or use, and shall comply with all 
policies and procedures adopted by the executive office of technology services and security 
pertaining to the reporting and investigation of such an incident."
9,,"Trayce Hockstad   
ALM GL ch. 93H, § 3  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 3. Notice of Security Breach Required.   
 
(a)  A person or agency that maintains or stores, but does not own or license data that includes 
personal information about a resident of the commonwealth, shall provide notice, as soon as 
practicable and  without unreasonable delay, when such person or agency (1) knows or has reason 
to know of a breach of security or (2) when the person or agency knows or has reason to know that 
the personal information of such resident was acquired or used by an unauthori zed person or used 
for an unauthorized purpose, to the owner or licensor in accordance with this chapter. In addition 
to providing notice as provided herein, such person or agency shall cooperate with the owner or 
licensor of such information. Such coopera tion shall include, but not be limited to, informing the 
owner or licensor of the breach of security or unauthorized acquisition or use, the date or 
approximate date of such incident and the nature thereof, and any steps the person or agency has 
taken or p lans to take relating to the incident, except that such cooperation shall not be deemed to 
require the disclosure of confidential business information or trade secrets, or to provide notice to 
a resident that may have been affected by the breach of securit y or unauthorized acquisition or use.  
(b)  A person or agency that owns or licenses data that includes personal information about a 
resident of the commonwealth, shall provide notice, as soon as practicable and without 
unreasonable delay, when such person or agency (1) knows or has reason to know of a breach of 
security or (2) when the person or agency knows or has reason to know that the personal 
information of such resident was acquired or used by an unauthorized person or used for an 
unauthorized purpose , to the attorney general, the director of consumer affairs and business 
regulation and to such resident, in accordance with this chapter. The notice to be provided to the 
attorney general and said director, and consumer reporting agencies or state agencie s if any, shall 
include, but not be limited to: (i) the nature of the breach of security or unauthorized acquisition or 
use; (ii) the number of residents of the commonwealth affected by such incident at the time of 
notification; (iii) the name and address of the person or agency that experienced the breach of 
security; (iv) name and title of the person or agency reporting the breach of security, and their 
relationship to the person or agency that experienced the breach of security ; (v) the type of person 
or agency reporting the breach of security; (vi) the person responsible for the breach of security, if 
known; (vii) the type of personal information compromised, including, but not limited to, social 
security number, driver’s license number, financial accou nt number, credit or debit card number or 
other data; (viii) whether the person or agency maintains a written information security program; 
and (ix) any steps the person or agency has taken or plans to take relating to the incident, including 
updating the written information security program. A person who experienced a breach of security"
