,question,chunks
0,"Are there any gaps in regulatory enforcement mechanisms, such as limited authority or resources for regulatory agencies to investigate and penalize non-compliance effectively?","Page 2 of 3 
§ 1349.34 Examination of records; investigations; remedies for violations; federally chartered financial institutions or 
operating subsidiaries.  
   superintendent, the superintendent may, in accordance with Chapter 119. of the Revised Code, 
suspend, revoke, or deny the renewal of such license, registration, charter, or other authority.  
(F)  If a person fails to comply with section 1349. 26 or 1349.27 of the Revised Code, the 
superintendent may, in accordance with Chapter 119. of the Revised Code, impose a fine of not 
more than two thousand five hundred dollars per compliance failure. If the person fails to comply 
two or more times, the su perintendent may, in accordance with Chapter 119. of the Revised Code, 
impose a fine of not more than five thousand dollars per compliance failure. If the person injured 
by the failure to comply is sixty -five years of age or older, the superintendent may d ouble the 
amount of the fine.  
An order to pay a fine pursuant to this division shall be enforceable in any court of common pleas 
in this state. All fines collected under this division shall be paid to the superintendent and shall be 
deposited by the superi ntendent into the state treasury to the credit of the consumer finance fund 
created under section 1321.21 of the Revised Code.  
In determining the amount of a fine to be imposed under this division, the superintendent shall 
consider all of the following:  
(1)  The seriousness of the conduct;  
(2)  The person’s good faith efforts to prevent the conduct;  
(3)  The person’s history regarding violations and compliance with the superintendent’s orders;  
(4)  The person’s financial resources;  
(5)  Any other matter the  superintendent considers appropriate in enforcing sections 1349.26 
and 1349.27 of the Revised Code.  
The superintendent shall not impose a fine under this division if the superintendent has 
imposed or will impose a fine under another provision of the Revis ed Code for the same 
conduct.  
(G)   
(1)  The superintendent may take any of the actions set forth in this section with respect to any 
person other than a federally chartered financial institution or its operating subsidiaries. 
Whenever it appears to the su perintendent that a federally chartered financial institution or its 
operating subsidiary has engaged in, is engaging in, or is about to engage in, any activity that 
may constitute a failure to comply with section 1349.26 or 1349.27 of the Revised Code, th e 
superintendent may present any evidence of such activity to the institution’s appropriate 
federal regulatory authority, along with any recommendations regarding the imposition of 
specific sanctions.  
(2)  Any action taken by the superintendent under this section shall be commenced within three 
years after the alleged compliance failure.  
(H)  The remedies available to the superintendent under this section are cumulative and 
concurrent, and the exercise of one remedy by the superintendent does not preclude o r require the 
exercise of any other remedy."
1,,"Page 2 of 2 
§ 1349.192 Civil action by attorney general; penalties; liability for costs of investigation and action.  
   political subdivision, or person has failed to comply with the section, a civil pe nalty of up 
to ten thousand dollars for each such day the agency or person fails to comply with the 
section.  
(2)  Any civil penalty that is assessed under division (A)(1) of this section shall be deposited 
into the consumer protection enforcement fund crea ted by section 1345.51 of the Revised 
Code.  
(3)  In determining the appropriate civil penalty to assess under division (A)(1) of this section, 
the court shall consider all relevant factors, including the following:  
(a)  If the defendant in the civil action is a state agency, an agency of a political 
subdivision, or a person that is a business entity, whether or not the high managerial 
officer, agent, or employee of the agency or business entity having supervisory 
responsi bility for compliance with section 1347.12 or 1349.19 of the Revised Code, 
whichever is applicable, acted in bad faith in failing to comply with the section.  
(b)  If the defendant in the civil action is a person other than a business entity, whether or 
not the person acted in bad faith in failing to comply with section 1349.19 of the Revised 
Code.  
(B)  Any state agency or agency of a political subdivision that is found by the court to have failed 
to comply with section 1347.12 of the Revised Code or any per son that is found by the court to 
have failed to comply with section 1349.19 of the Revised Code shall be liable to the attorney 
general for the attorney general’s costs in conducting an investigation under section 1349.191 of 
the Revised Code and bringing  an action under this section.  
(C)  The rights and remedies that are provided under this section are in addition to any other rights 
or remedies that are provided by law.  
History   
 
151 v H 104, §  1, eff. 2 -17-06. 
 
Page’s Ohio Revised Code Annotated  
Copyri ght © 2024 All rights reserved.  
 
 
End of Document"
2,,"Trayce Hockstad   
ORC Ann. 1349.31  
Current through File 26 of the 135th General Assembly (2023 -2024).  
 
Page’s Ohio Revised Code Annotated   >  Title 13: Commercial Transactions — Other Commercial Transactions 
(Chs. 1301 — 1355)   >  Chapter 1349: Consumer Protection (§§ 1349.01 — 1349.99)   >  Predatory Lending Act 
(§§ 1349.25 — 1349.37)  
 
§ 1349.31 Criminal proceedings; action to enjoin violation.   
 
(A)   
(1)  No creditor shall willfully and knowingly fail to comply with section 1349.26 or 1349.27 
of the Revised Code. For purposes of division (A)(1) of this section, “willfully and knowingly” 
has the same meaning as in section 112 of the “Truth in Lending Act,” 82 Stat. 146 (1968), 15 
U.S.C.A. 1611, as amended.  
(2)  Whoever violates division (A)(1) of this section is guilty of a felony of the fifth degree.  
(B)  The superintendent  of financial institutions may directly bring an action to enjoin a violation 
of this section. The attorney general may directly bring an action against a mortgage broker, loan 
officer, or nonbank mortgage lender to enjoin a violation of this section with the same rights, 
privileges, and powers as those described in section 1345.06 of the Revised Code. The prosecuting 
attorney of the county in which the action may be brought may bring an action against a mortgage 
broker, loan officer, or nonbank mortgage le nder to enjoin a violation of this section only if the 
prosecuting attorney first presents any evidence of the violation to the attorney general and, within 
a reasonable period of time, the attorney general has not agreed to bring the action.  
For purposes of this division, “loan officer,” “mortgage broker,” and “nonbank mortgage lender” 
have the same meanings as in section 1345.01 of the Revised Code.  
(C)   
(1)  The superintendent of financial institutions may initiate criminal proceedings under this 
sectio n by presenting any evidence of criminal violations to the prosecuting attorney of the 
county in which the offense may be prosecuted. If the prosecuting attorney does not prosecute 
the violations, or at the request of the prosecuting attorney, the superint endent shall present any 
evidence of criminal violations to the attorney general, who may proceed in the prosecution 
with all the rights, privileges, and powers conferred by law on prosecuting attorneys, including 
the power to appear before grand juries an d to interrogate witnesses before such grand juries. 
These powers of the attorney general shall be in addition to any other applicable powers of the 
attorney general.  
(2)  The prosecuting attorney of the county in which an alleged offense may be prosecuted  may 
initiate criminal proceedings under this section."
3,,"Page 3 of 3 
§ 1349.34 Examination of records; investigations; remedies for violations; federally chartered financial institutions or 
operating subsidiaries.  
   (I)  The remedies available to the superintendent under this section or to the appropriate federal 
regulatory authority, the right of rescission described in section 1349.29 of the Revised Code, and 
the criminal penalty provided in section 1349.31 of the Revised Code shall constitute the sole and 
exclusive remedies for any failure to comply with section 1349.26 or 1349.27 of the Revised 
Code.  
History   
 
149 v H 386. Eff 5 -24-2002.  
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
4,,"Page 3 of 4 
§ 1349.09. Responsibilities of operator of an online website that targets children.  
   chooses to withdraw consent for any reason, the parent or legal guardian shall notify the operator, 
and the operator shall terminate the child’s use of or access to the online web site, service, or 
product within thirty days after receiving such notificat ion. 
(G)  The attorney general shall investigate any noncompliance with this section in the same 
manner, by the same means, and with the same jurisdiction, powers, and duties as in section 
1349.191 of the Revised Code. Nothing in this section shall be inte rpreted to serve as the basis for 
a private right of action.  
(H)  If it appears that an operator of an online web site, service, or product failed to comply with 
this section, the attorney general has the exclusive authority to bring a civil action in a co urt of 
common pleas, or other appropriate court, for appropriate relief including a temporary restraining 
order, preliminary or permanent injunction, and civil penalties.  
(I)  If a court finds that an operator of an online web site, service, or product ent ered into a 
contract with a child without consent of the child’s parent or guardian, as required by this section, 
the court shall impose a civil penalty on the operator as follows:  
(1)  Up to one thousand dollars for each of the first sixty days the operat or failed to comply 
with this section;  
(2)  In addition to the civil penalty required by division (I)(1) of this section, up to five 
thousand dollars for each subsequent day the operator failed to comply with this section, 
commencing with the sixty -first d ay and ending with the ninetieth day;  
(3)  In addition to the civil penalties required by divisions (I)(1) and (2) of this section, up to 
ten thousand dollars for each subsequent day the operator failed to comply with this section, 
commencing with the ninety -first day.  
(J)  Any civil penalty that is imposed under division (I) of this section shall be deposited into the 
consumer protection enforcement fund created under section 1345.51 of the Revised Code.  
(K)  Any operator that is found by the court to have failed to comply with this section is liable to 
the attorney general for the attorney general’s costs in conducting an investigation and bringing an 
action under this section.  
(L)  The rights and remedies that are provided under this section are in ad dition to any other rights 
or remedies that are provided by law.  
(M)   
(1)  If an operator is in substantial compliance with this section, the attorney general shall 
provide written notice to the operator before commencing a civil action under this section . The 
notice must identify the specific provisions of this section that the attorney general alleges 
have been violated.  
(2)  The attorney general shall not commence a civil action under this section, and a court shall 
not impose a civil penalty, for a vio lation identified in a notice sent by the attorney general 
under division (M)(1) of this section if the operator does both of the following within ninety 
days after the date such notice is sent:  
(a)  Cures the violation;"
5,,"Trayce Hockstad   
ALM GL ch. 93H, § 2  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 2. Rules and Regulations.   
 
(a)  The department of consumer affairs and business regulation shall adopt regulations relative to 
any person that owns or licenses personal information about a resident of the commonwealth. Such 
regulations shall be  designed to safeguard the personal information of residents of the 
commonwealth and shall be consistent with the safeguards for protection of personal information 
set forth in the federal regulations by which the person is regulated. The objectives of the  
regulations shall be to: insure the security and confidentiality of customer information in a manner 
fully consistent with industry standards; protect against anticipated threats or hazards to the 
security or integrity of such information; and protect aga inst unauthorized access to or use of such 
information that may result in substantial harm or inconvenience to any consumer. The regulations 
shall take into account the person’s size, scope and type of business, the amount of resources 
available to such pe rson, the amount of stored data, and the need for security and confidentiality of 
both consumer and employee information.  
(b)  The supervisor of records, with the advice and consent of the information technology division 
to the extent of its jurisdiction t o set information technology standards under paragraph (d) of 
section 4A of chapter 7, shall establish rules or regulations designed to safeguard the personal 
information of residents of the commonwealth that is owned or licensed. Such rules or regulations  
shall be applicable to: (1) executive offices and any agencies, departments, boards, commissions 
and instrumentalities within an executive office; and (2) any authority created by the General 
Court, and the rules and regulations shall take into account th e size, scope and type of services 
provided thereby, the amount of resources available thereto, the amount of stored data, and the 
need for security and confidentiality of both consumer and employee information. The objectives 
of the rules or regulations s hall be to: insure the security and confidentiality of personal 
information; protect against anticipated threats or hazards to the security or integrity of such 
information; and to protect against unauthorized access to or use of such information that coul d 
result in substantial harm or inconvenience to any resident of the commonwealth.  
(c)  The legislative branch, the judicial branch, the attorney general, the state secretary, the state 
treasurer and the state auditor shall adopt rules or regulations designed to safeguard the personal 
information of residents of the commonwealth for their respective departments and shall take into 
account the size, scope and type of services provided by their departments, the amount of 
resources available thereto, the amount of stored data, and the need for security and confidentiality 
of both consumer and employee information. The objectives of the rules or regulations shall be to:"
6,,"Trayce Hockstad   
ALM GL ch. 93H, § 5  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 5. Compliance with Other Laws.   
 
This chapter does not relieve a person or agency from the duty to comply with requirements of any 
applicable general or special law or federal law regarding the protection and privacy of personal 
information; provided however, a person who maintains proced ures for responding to a breach of 
security pursuant to federal laws, rules, regulations, guidance, or guidelines, is deemed to be in 
compliance with this chapter if the person notifies affected Massachusetts residents in accordance 
with the maintained or required procedures when a breach occurs; provided further that the person 
also notifies the attorney general and the director of the office of consumer affairs and business 
regulation of the breach as soon as practicable and without unreasonable delay fol lowing the 
breach. The notice to be provided to the attorney general and the director of the office of consumer 
affairs and business regulation shall consist of, but not be limited to, any steps the person or 
agency has taken or plans to take relating to t he breach pursuant to the applicable federal law, rule, 
regulation, guidance or guidelines; provided further that if said person or agency does not comply 
with applicable federal laws, rules, regulations, guidance or guidelines, then it shall be subject to  
the provisions of this chapter.  
History   
 
2007, 82, § 16.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
7,,"Page 2 of 3 
ALM GL ch. 93H, § 3  
 Trayce Hockstad   shall file a report with the attorney general and the director of consumer affairs and business 
regulation certifying their credit monitoring services comply with section 3 A.  
Upon receipt of this notice, the director of consumer affairs and business regulation shall identify 
any relevant consumer reporting agency or state agency, as deemed appropriate by said director, 
and forward the names of the identified consumer reporting agencies and state agencies to the 
notifying person or agency. Such person or agency shall, as soon as practicable and without 
unreasonable delay, also provide notice, in accordance with this chapter, to the consumer reporting 
agencies and state agencies identified by the director of consumer affairs and business regulation.  
The notice to be provided to the resident shall include, but shall not be limited to: (i) the resident’s 
right to obtain a police report; (ii) how a resident may request a sec urity freeze and the necessary 
information to be provided when requesting the security freeze; (iii) that there shall be no charge 
for a security freeze; and (iv) mitigation services to be provided pursuant to this chapter; provided, 
however, that said not ice shall not include the nature of the breach of security or unauthorized 
acquisition or use, or the number of residents of the commonwealth affected by said breach of 
security or unauthorized access or use. The person or agency that experienced the breac h of 
security shall provide a sample copy of the notice it sent to consumers to the attorney general and 
the office of consumer affairs and business regulation. A notice provided pursuant to this section 
shall not be delayed on grounds that the total numbe r of residents affected is not yet ascertained. In 
such case, and where otherwise necessary to update or correct the information required, a person 
or agency shall provide additional notice as soon as practicable and without unreasonable delay 
upon learnin g such additional information.  
(c)  As practicable and as not to impede active investigation by the attorney general or other law 
enforcement agency, the office of consumer affairs and business regulation shall: (i) make 
available electronic copies of the  sample notice sent to consumers on its website and post such 
notice within 1 business day upon receipt from the person that experienced a breach of security; 
(ii) update the breach of security notification report on its website as soon as practically poss ible 
after the information has been verified by said office but not more than 10 business days after 
receipt unless the information provided is not verifiable; provided, however, that the office shall 
post said notice as soon as verified; (iii) amend, on a  recurring basis, the breach of security 
notification report to include new information discovered through the investigation process or new 
subsequent findings from a previously reported breach of security; and (iv) instruct consumers on 
how they may file a public records request to obtain a copy of the notice provided to the attorney 
general and said director from the person who experienced a breach of security.  
(d)  If the person or agency that experienced a breach of security is owned by another person or 
corporation, the notice to the consumer shall include the name of the parent or affiliated 
corporation.  
(e)  If an agency is within the executive department, it shall provide written notification of the 
nature and circumstances of the breach of securit y or unauthorized acquisition or use to the 
executive office of technology services and security and the division of public records in the office 
of the state secretary as soon as practicable and without unreasonable delay following the 
discovery of a brea ch of security or unauthorized acquisition or use, and shall comply with all 
policies and procedures adopted by the executive office of technology services and security 
pertaining to the reporting and investigation of such an incident."
8,,"Page 3 of 3 
ALM GL ch. 93H, § 3  
 Trayce Hockstad   (f)  The department  of consumer affairs and business regulation may promulgate regulations 
interpreting and applying this section.  
History   
 
2007, 82, § 16; 2018, 444, §§ 8 -10, effective April 10, 2019.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
9,,"Page 2 of 2 
ALM GL ch. 7D, § 7  
 Trayce Hockstad   (i)  ensuring effective project management and oversight configurations;  
(ii)  estab lishing strategic incentive and requirement structures;  
(iii)  increasing competition among information technology vendors, including, but not limited 
to, the undertaking of smaller, short -term information technology projects to provide improved 
programmat ic flexibility;  
(iv)  utilizing commercial off -the-shelf information technology products to achieve cost 
savings on information technology projects;  
(v)  increasing technology procurement innovation using pilot programming;  
(vi)  identifying which informat ion technology projects and procurements shall require the 
services of an independent verification and validation consultant;  
(vii)  creating a team of project managers to oversee and manage large information technology 
projects;  
(viii)  gathering and main taining relevant records, documents and information related to 
vendor performance on ongoing and completed projects to assist in assessing prospective 
vendors’ past performance; and  
(ix)  implementing other best practices which may include, but shall not b e limited to, those 
identified in legislative reports and legislatively -required reports.  
History   
 
2014, 165, § 22; 2014, 257, § 5; 2017, 64, §§ 19 -22, effective August 1, 2017.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
