,question,chunks
0,Who might be liable if a passenger's credit card details were accessed without authorization while using services from an autonomous vehicle?,"Page 2 of 2 
§ 1349.17 Restrictions on recording credit card, telephone or social security numbers.  
    
End of Document"
1,,"Page 2 of 2 
§ 1349.61 Gift card expiration dates, service charges, and fees.  
   (D)  Whoever violates division (A)(2) of  this section is liable to the holder for any amount that the 
redemption value of the gift card was reduced, any court costs incurred, and reasonable attorney’s 
fees. 
(E)  As used in this section:  
(1)  “Gift card” means a certificate, electronic card, or o ther medium issued by a merchant that 
evidences the giving of consideration in exchange for the right to redeem the certificate, 
electronic card, or other medium for goods, food, services, credit, or money of at least an equal 
value, including any electron ic card issued by a merchant with a monetary value where the 
issuer has received payment for the full monetary value for the future purchase or delivery of 
goods or services and any certificate issued by a merchant where the issuer has received 
payment for  the full monetary face value of the certificate for the future purchase or delivery of 
goods and services. “Gift card” does not include a prepaid calling card used to make telephone 
calls.  
(2)  “Employee” means every person who may be required or directed  by any employer, in 
consideration of direct or indirect gain or profit, to engage in any employment, or to go, or 
work, or be at any time in any place of employment.  
(3)  “Employer” means every person, firm, corporation, agent, manager, representative, or  
other person having control or custody of any employment, place of employment, or employee.  
History   
 
151 v S 33, §  1, eff. 6 -15-06; 2018 hb494, § 1, effective March 20, 2019; 2019 hb62, § 101.01, effective 
July 3, 2019.  
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
2,,"Page 2 of 2 
§ 1349.53 Civil action by consumer; liability of unauthorized person obtaining report.  
   (2)  Five years after the date a violation of division (C) or (J) of section 1349.52 of the Revised 
Code occurs.  
(F)  A consumer credit reporting agency is not liable in damages in a civil action brought pursuant 
to division (A ) of this section for any damages a consumer allegedly sustains as a result of the 
consumer credit reporting agency’s placement of a security freeze in violation of division (C) of 
section 1349.52 of the Revised Code on the consumer’s credit report if the consumer credit 
reporting agency establishes as an affirmative defense that the consumer credit reporting agency 
made a good faith effort to comply with that division and the consumer credit reporting agency 
placed a security freeze on the consumer’s credi t report as a result of a misrepresentation of fact by 
another consumer.  
History   
 
152 v H 46, §  1, eff. 9 -1-08. 
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
3,,"Trayce Hockstad   
ORC Ann. 1349.09  
Current through File 26 of the 135th General Assembly (2023 -2024).  
 
Page’s Ohio Revised Code Annotated   >  Title 13: Commercial Transactions — Other Commercial Transactions 
(Chs. 1301 — 1355)   >  Chapter 1349: Consumer Protection (§§ 1349.01 — 1349.99)  
 
§ 1349.09.  Responsibilities of operator of an online website that targets children.   
 
(A)  As used in this section:  
(1)  “Operator” means any business, entity, or person that operates an online web site, service, 
or product that has users in this state and that allows those users to do all of the following:  
(a)  Interact socially with other users within the confines of the o nline web site, service, or 
product;  
(b)  Construct a public or semipublic profile for the purpose of signing into and using the 
online web site, service, or product;  
(c)  Populate a list of other users with whom an individual shares or has the ability to share 
a social connection within the online web site, service, or product;  
(d)  Create or post content viewable by others, including on message boards, chat rooms, 
video channels, direct or private messages or chats, and a landing page or main feed that 
presents the user with content generated by other users.  
(2)  “Child” means any consumer of an online web site, service, or product who is under the 
age of sixteen and who is not emancipated.  
(B)  The operator of an online web site, service, or product that targets children, or is reasonably 
anticipated to be accessed by children, shall do all of the following:  
(1)  Obtain verifiable consent for any contract with a child, including terms of service, to 
register, sign up, or otherwise create a unique username to access or utilize the online web site, 
service, or product, from the child’s parent or legal guardian using any of the following 
methods:  
(a)  Requiring a parent or legal guardian to sign and return to the operator a form 
consenting to the contract by p ostal mail, facsimile, or electronic mail;  
(b)  Requiring a parent or legal guardian, in connection with a monetary transaction, to use 
a credit card, debit card, or other online payment system that provides notification of each 
discrete transaction to the  primary account holder;  
(c)  Requiring a parent or legal guardian to call a toll -free telephone number implemented 
by the operator and staffed by trained personnel;"
4,,"Page 2 of 4 
§ 1349.09. Responsibilities of operator of an online website that targets children.  
   (d)  Requiring a parent or legal guardian to connect to trained personnel by 
videoconferen ce; 
(e)  Verifying a parent’s or legal guardian’s identity by checking a form of government -
issued identification against databases of such information, and promptly deleting the 
parent’s or legal guardian’s identification from the operator’s records after  such 
verification is complete.  
(2)  Present to the child’s parent or legal guardian a list of the features offered by an operator’s 
online web site, service, or product related to censoring or moderating content, including any 
features that can be disable d for a particular profile.  
(3)  Provide to the child’s parent or guardian a web site link at which the parent or legal 
guardian may access and review the list of features described in division (B)(2) of this section 
at another time.  
(C)  In determining wh ether an operator’s online web site, service, or product targets children, or 
is reasonably anticipated to be accessed by children, the attorney general or a court may consider 
the following factors:  
(1)  Subject matter;  
(2)  Language;  
(3)  Design elements ; 
(4)  Visual content;  
(5)  Use of animated characters or child -oriented activities and incentives;  
(6)  Music or other audio content;  
(7)  Age of models;  
(8)  Presence of child celebrities or celebrities who appeal to children;  
(9)  Advertisements;  
(10)  Empirical evidence regarding audience composition; and  
(11)  Evidence regarding the intended audience.  
(D)   
(1)  Except as otherwise provided in division (D)(2) of this section, after obtaining consent 
from a child’s parent or legal guardian, an operator shall send written confirmation to the 
parent or legal guardian via electronic mail, postal mail, or facsimile.  
(2)  If an operator is unable to secure an address, electronic mail address, or facsimile number 
of the child’s parent or legal guardian, after making a reasonable effort to obtain such 
information, the operator may verify consent via telephone.  
(E)  If a child’s parent or legal guardian does not affirmatively consent to the terms of service or 
other contract, the operator shall deny the child acc ess to or use of the online web site, service, or 
product.  
(F)  If a parent or legal guardian receives confirmation of consent, as described in division (D) of 
this section, and determines that consent was given in error, or if the parent or legal guardian"
5,,"Page 2 of 3 
ALM GL ch. 93H, § 3  
 Trayce Hockstad   shall file a report with the attorney general and the director of consumer affairs and business 
regulation certifying their credit monitoring services comply with section 3 A.  
Upon receipt of this notice, the director of consumer affairs and business regulation shall identify 
any relevant consumer reporting agency or state agency, as deemed appropriate by said director, 
and forward the names of the identified consumer reporting agencies and state agencies to the 
notifying person or agency. Such person or agency shall, as soon as practicable and without 
unreasonable delay, also provide notice, in accordance with this chapter, to the consumer reporting 
agencies and state agencies identified by the director of consumer affairs and business regulation.  
The notice to be provided to the resident shall include, but shall not be limited to: (i) the resident’s 
right to obtain a police report; (ii) how a resident may request a sec urity freeze and the necessary 
information to be provided when requesting the security freeze; (iii) that there shall be no charge 
for a security freeze; and (iv) mitigation services to be provided pursuant to this chapter; provided, 
however, that said not ice shall not include the nature of the breach of security or unauthorized 
acquisition or use, or the number of residents of the commonwealth affected by said breach of 
security or unauthorized access or use. The person or agency that experienced the breac h of 
security shall provide a sample copy of the notice it sent to consumers to the attorney general and 
the office of consumer affairs and business regulation. A notice provided pursuant to this section 
shall not be delayed on grounds that the total numbe r of residents affected is not yet ascertained. In 
such case, and where otherwise necessary to update or correct the information required, a person 
or agency shall provide additional notice as soon as practicable and without unreasonable delay 
upon learnin g such additional information.  
(c)  As practicable and as not to impede active investigation by the attorney general or other law 
enforcement agency, the office of consumer affairs and business regulation shall: (i) make 
available electronic copies of the  sample notice sent to consumers on its website and post such 
notice within 1 business day upon receipt from the person that experienced a breach of security; 
(ii) update the breach of security notification report on its website as soon as practically poss ible 
after the information has been verified by said office but not more than 10 business days after 
receipt unless the information provided is not verifiable; provided, however, that the office shall 
post said notice as soon as verified; (iii) amend, on a  recurring basis, the breach of security 
notification report to include new information discovered through the investigation process or new 
subsequent findings from a previously reported breach of security; and (iv) instruct consumers on 
how they may file a public records request to obtain a copy of the notice provided to the attorney 
general and said director from the person who experienced a breach of security.  
(d)  If the person or agency that experienced a breach of security is owned by another person or 
corporation, the notice to the consumer shall include the name of the parent or affiliated 
corporation.  
(e)  If an agency is within the executive department, it shall provide written notification of the 
nature and circumstances of the breach of securit y or unauthorized acquisition or use to the 
executive office of technology services and security and the division of public records in the office 
of the state secretary as soon as practicable and without unreasonable delay following the 
discovery of a brea ch of security or unauthorized acquisition or use, and shall comply with all 
policies and procedures adopted by the executive office of technology services and security 
pertaining to the reporting and investigation of such an incident."
6,,"Trayce Hockstad   
ALM GL ch. 93H, § 3  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 3. Notice of Security Breach Required.   
 
(a)  A person or agency that maintains or stores, but does not own or license data that includes 
personal information about a resident of the commonwealth, shall provide notice, as soon as 
practicable and  without unreasonable delay, when such person or agency (1) knows or has reason 
to know of a breach of security or (2) when the person or agency knows or has reason to know that 
the personal information of such resident was acquired or used by an unauthori zed person or used 
for an unauthorized purpose, to the owner or licensor in accordance with this chapter. In addition 
to providing notice as provided herein, such person or agency shall cooperate with the owner or 
licensor of such information. Such coopera tion shall include, but not be limited to, informing the 
owner or licensor of the breach of security or unauthorized acquisition or use, the date or 
approximate date of such incident and the nature thereof, and any steps the person or agency has 
taken or p lans to take relating to the incident, except that such cooperation shall not be deemed to 
require the disclosure of confidential business information or trade secrets, or to provide notice to 
a resident that may have been affected by the breach of securit y or unauthorized acquisition or use.  
(b)  A person or agency that owns or licenses data that includes personal information about a 
resident of the commonwealth, shall provide notice, as soon as practicable and without 
unreasonable delay, when such person or agency (1) knows or has reason to know of a breach of 
security or (2) when the person or agency knows or has reason to know that the personal 
information of such resident was acquired or used by an unauthorized person or used for an 
unauthorized purpose , to the attorney general, the director of consumer affairs and business 
regulation and to such resident, in accordance with this chapter. The notice to be provided to the 
attorney general and said director, and consumer reporting agencies or state agencie s if any, shall 
include, but not be limited to: (i) the nature of the breach of security or unauthorized acquisition or 
use; (ii) the number of residents of the commonwealth affected by such incident at the time of 
notification; (iii) the name and address of the person or agency that experienced the breach of 
security; (iv) name and title of the person or agency reporting the breach of security, and their 
relationship to the person or agency that experienced the breach of security ; (v) the type of person 
or agency reporting the breach of security; (vi) the person responsible for the breach of security, if 
known; (vii) the type of personal information compromised, including, but not limited to, social 
security number, driver’s license number, financial accou nt number, credit or debit card number or 
other data; (viii) whether the person or agency maintains a written information security program; 
and (ix) any steps the person or agency has taken or plans to take relating to the incident, including 
updating the written information security program. A person who experienced a breach of security"
7,,"Page 3 of 3 
ALM GL ch. 6, § 220  
 Trayce Hockstad   video or image redaction software; provided, that such software does not have the capability of 
performing facial recognition or other remote biometric recognition; and (iii) receive evidence 
related to the investigation of a crim e derived from a biometric surveillance system; provided, that 
the use of a biometric surveillance system was not knowingly solicited by or obtained with the 
assistance of a public agency or any public official in violation of said subsection (b).  
History   
 
2020, 253, § 26, effective July 1, 2021.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
8,,"Page 2 of 2 
ALM GL ch. 93H, § 1  
 Trayce Hockstad   Massachusetts residents to be notified exceeds 500,000 residents, or that the person or agency 
does not have sufficient contact information to provide notice.  
“Person”, a natural person, c orporation, association, partnership or other legal entity.  
“Personal information” a resident’s first name and last name or first initial and last name in 
combination with any 1 or more of the following data elements that relate to such resident:  
(a)  Social Security number;  
(b)  driver’s license number or state -issued identification card number; or  
(c)  financial account number, or credit or debit card number, with or without any required security 
code, access code, personal identification number or passwo rd, that would permit access to a 
resident’s financial account; provided, however, that “Personal information” shall not include 
information that is lawfully obtained from publicly available information, or from federal, state or 
local government records l awfully made available to the general public.  
“Substitute notice”, shall consist of all of the following: — 
(i)  electronic mail notice, if the person or agency has electronic mail addresses for the 
members of the affected class of Massachusetts residents;  
(ii)  clear and conspicuous posting of the notice on the home page of the person or agency if 
the person or agency maintains a website; and  
(iii)  publication in or broadcast through media or medium that provides notice throughout the 
commonwealth.  
(b)  The department of consumer affairs and business regulation may adopt regulations, from time 
to time, to revise the definition of “encrypted”, as used in this chapter, to reflect applicable 
technological advancements.  
History   
 
2007, 82, § 16.  
 
Annotated Laws of Massachusetts  
Copyright © 2024 Matthew Bender & Company, Inc.,  
a member of the LexisNexis Group All rights reserved.  
 
 
End of Document"
9,,"Trayce Hockstad   
ALM GL ch. 106, § 4 -406 
Current through Chapter 59 of the 2024 Legislative Session of the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 106 Uniform Comme rcial Code (Arts. 1 — 9)  >  Article 4 Bank Deposits And Collections 
(§§ 4 -101 — 4-504) 
 
§ 4-406. Customer’s Duty to Discover and Report Unauthorized Signature or 
Alteration.   
 
(a)  A bank that sends or makes available to a customer a statement of account  showing payment 
of items for the account shall either return or make available to the customer the items paid or 
provide information in the statement of account sufficient to allow the customer reasonably to 
identify the items paid. The statement of accou nt provides sufficient information if the item is 
described by item number, amount, and date of payment.  
(b)  If the items are not returned to the customer, the person retaining the items shall either retain 
the items or, if the items are destroyed, maintain the capacity to furnish legible copies of the items 
until the expiration of seven years after receipt of the items. A customer may request an item from 
the bank that paid the item, and that bank must provide in a reasonable time either the item or , if 
the item has been destroyed or is not otherwise obtainable, a legible copy of the item.  
(c)  If a bank sends or makes available a statement of account or items pursuant to subsection (a), 
the customer must exercise reasonable promptness in examining t he statement or the items to 
determine whether any payment was not authorized because of an alteration of an item or because 
a purported signature by or on behalf of the customer was not authorized. If, based on the 
statement or items provided, the custome r should reasonably have discovered the unauthorized 
payment, the customer must promptly notify the bank of the relevant facts.  
(d)  If the bank proves that the customer failed, with respect to an item, to comply with the duties 
imposed on the customer by subsection (c), the customer is precluded from asserting against the 
bank:  
(1)  the customer’s unauthorized signature or any alteration on the item, if the bank also proves 
that it suffered a loss by reason of the failure; and  
(2)  the customer’s unauthori zed signature or alteration by the same wrongdoer on any other 
item paid in good faith by the bank if the payment was made before the bank received notice 
from the customer of the unauthorized signature or alteration and after the customer had been 
afforde d a reasonable period of time, not exceeding 30 days, in which to examine the item or 
statement of account and notify the bank.  
(e)  If subsection (d) applies and the customer proves that the bank failed to exercise ordinary care 
in paying the item and tha t the failure substantially contributed to loss, the loss is allocated"
