,question,chunks
0,Are there any exemptions or carve-outs in the regulations that could be exploited to avoid compliance or accountability for cybersecurity breaches?,"Page 1 of 2 
ORC Ann. 3965.07  
    
ORC Ann. 3965.07  
Current through File 21 of the 135th General Assembly (2023 -2024).  
 
Page’s Ohio Revised Code Annotated   >  Title 39: Insurance (Chs. 3901 — 3999)   >  Chapter 3965 Cybersecurity 
framework. (§§ 3965.01 — 3965.11)  
 
§ 3965.07 Exemptions.   
 
(A)  A licensee is exempt from the requirements of section 3965.02 of the Revised Code if it meets 
any of the following criteria:  
(1)  The licensee has fewer than twenty employees.  
(2)  The licensee has less than five million dollars in gross annual revenue.  
(3)  The licensee has less than ten million dollars in assets, measured at the end of the 
licensee’s fiscal  year.  
(B)   
(1)  A licensee subject to and in compliance with the privacy and security rules of 45 C.F.R. 
Parts 160 and 164 shall be deemed to meet the requirements of this chapter, except those 
pertaining to notification under section 3965.04 of the Revi sed Code. The licensee shall submit 
a written statement to the superintendent certifying its compliance with 45 C.F.R. Parts 160 
and 164. The information furnished by a licensee pursuant to section 3965.04 of the Revised 
Code shall be confidential in accor dance with section 3965.06 of the Revised Code.  
Each licensee shall maintain for examination by the superintendent all records, schedules, and 
data supporting the certificate of compliance for a period of five years. To the extent an insurer 
has identified  areas, systems, or processes that require material improvement, updating, or 
redesign, the insurer shall document the identification and the remedial efforts planned and 
underway to address such areas, systems, or processes. Such documentation shall be av ailable 
for inspection by the department.  
(2)  Notwithstanding any other provision of this chapter, a licensee subject to HIPAA shall 
comply with the requirements of any subsequent amendments to HIPAA in the timeframe 
established in the applicable amendments to HIPAA.  
(C)  An employee, agent, representative, independent contractor, or designee of a licensee, who is 
also a licensee, is exempt from section 3965.02 of the Revised Code and need not develop its own 
information security program to the ext ent that the employee, agent, representative, independent 
contractor, or designee is covered by the information security program of the other licensee.  
(D)  If a licensee ceases to qualify for an exemption, the licensee shall have one hundred eighty 
days a fter the date it ceases to qualify to comply with this chapter."
1,,"Page 1 of 2 
ORC Ann. 1354.02  
    
ORC Ann. 1354.02  
Current through File 21 of the 135th General Assembly (2023 -2024).  
 
Page’s Ohio Revised Code Annotated   >  Title 13: Commercial Transactions — Other Commercial Transactions 
(Chs. 1301 — 1355)   >  Chapter 1354: Safe Harbor for Cybersecurity Programs  (§§ 1354.01 — 1354.05)  
 
§ 1354.02 Cybersecurity requirements to seek affirmative defense.   
 
(A)  A covered entity seeking an affirmative defense under sections 1354.01 to 1354.05 of the 
Revised Code shall do one of the following:  
(1)  Create, maintain, and comply with a written cybersecurity program that contains 
administrative, technical, and physical  safeguards for the protection of personal information 
and that reasonably conforms to an industry recognized cybersecurity framework, as described 
in section 1354.03 of the Revised Code; or  
(2)  Create, maintain, and comply with a written cybersecurity pr ogram that contains 
administrative, technical, and physical safeguards for the protection of both personal 
information and restricted information and that reasonably conforms to an industry recognized 
cybersecurity framework, as described in section 1354.0 3 of the Revised Code.  
(B)  A covered entity’s cybersecurity program shall be designed to do all of the following with 
respect to the information described in division (A)(1) or (2) of this section, as applicable:  
(1)  Protect the security and confidential ity of the information;  
(2)  Protect against any anticipated threats or hazards to the security or integrity of the 
information;  
(3)  Protect against unauthorized access to and acquisition of the information that is likely to 
result in a material risk of identity theft or other fraud to the individual to whom the 
information relates.  
(C)  The scale and scope of a covered entity’s cybersecurity program under division (A)(1) or (2) 
of this section, as applicable, is appropriate if it is based on all of the f ollowing factors:  
(1)  The size and complexity of the covered entity;  
(2)  The nature and scope of the activities of the covered entity;  
(3)  The sensitivity of the information to be protected;  
(4)  The cost and availability of tools to improve information  security and reduce 
vulnerabilities;  
(5)  The resources available to the covered entity.  
(D)"
2,,"Page 4 of 5 
ORC Ann. 3965.02  
   (3)  Internal or external threats to information;  
(4)  The licensee’s own changing business arrangements, such as mergers and acquisitions, 
alliances and joint ventures, outsourcing arrangements, and changes to information systems.  
(H)   
(1)  As part of its information security program, each licensee shall establish a written incident 
response plan designed to promptly respond to, and recover from, any cybersecurity event that 
compromises the confidentiality, integrity, or availability of nonpublic information in its 
possession, the licensee’s information systems, or the continuing functionality of any aspect of 
the licensee’s business or opera tions.  
(2)  The incident response plan described in division (H) (1) of this section shall address all of 
the following areas:  
(a)  The internal process for responding to a cybersecurity event;  
(b)  The goals of the incident response plan;  
(c)  The definit ion of clear roles, responsibilities, and levels of decision -making authority;  
(d)  External and internal communications and information sharing;  
(e)  Identification of requirements for the remediation of any identified weaknesses in 
information systems an d associated controls;  
(f)  Documentation and reporting regarding cybersecurity events and related incident 
response activities;  
(g)  The evaluation and revision as necessary of the incident response plan following a 
cybersecurity event.  
(I)   
(1)  By the fifteenth day of February of each year, unless otherwise permitted to file on the first 
day of June in division (I)(2) of this section, each insurer domiciled in this state shall submit to 
the superintendent of insurance a written statement certifying that  the insurer is in compliance 
with the requirements set forth in this section. Each insurer shall maintain for examination by 
the department of insurance all records, schedules, and data supporting this certificate for a 
period of five years. To the extent  an insurer has identified areas, systems, or processes that 
require material improvement, updating, or redesign, the insurer shall document the 
identification and the remedial efforts planned and underway to address such areas, systems, or 
processes. Such  documentation must be available for inspection by the superintendent.  
(2)  Notwithstanding division (I)(1) of this section, an insurer domiciled in this state and 
licensed exclusively to conduct business in this state and no other state shall be permitted  to 
submit to the superintendent of insurance a written statement certifying that the insurer is in 
compliance with the requirements set forth in this section as part of the insurer’s corporate 
governance annual disclosure required by section 3901.073 of t he Revised Code.  
(J)  A licensee that meets the requirements of this chapter shall be deemed to have implemented a 
cybersecurity program that reasonably conforms to an industry -recognized cybersecurity 
framework for the purposes of Chapter 1354. of the Rev ised Code."
3,,"Page 2 of 2 
ORC Ann. 1354.02  
   (1)  A covered entity that satisfies divisions (A)(1), (B), and (C) of this section is entitled to an 
affirmative defense to any cause of action sounding in tor t that is brought under the laws of 
this state or in the courts of this state and that alleges that the failure to implement reasonable 
information security controls resulted in a data breach concerning personal information.  
(2)  A covered entity that sati sfies divisions (A)(2), (B), and (C) of this section is entitled to an 
affirmative defense to any cause of action sounding in tort that is brought under the laws of 
this state or in the courts of this state and that alleges that the failure to implement re asonable 
information security controls resulted in a data breach concerning personal information or 
restricted information.  
History   
 
2018 sb220, § 1, effective November 2, 2018.  
 
Page’s Ohio Revised Code Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
4,,"Page 3 of 5 
ORC Ann. 3965.02  
   (i)  Include audit trails within the information security program designed to detect and 
respond to cybersecurity events and designed to reconstruct material financial transactions 
sufficient to support normal oper ations and obligations of the licensee;  
(j)  Implement measures to protect against destruction, loss, or damage of nonpublic 
information due to environmental hazards, such as fire and water damage or other 
catastrophes or technological failures;  
(k)  Devel op, implement, and maintain procedures for the secure disposal of nonpublic 
information in any format.  
(3)  Include cybersecurity risks in the licensee’s enterprise risk management process;  
(4)  Stay informed regarding emerging threats or vulnerabilities a nd utilize reasonable security 
measures when sharing information relative to the character of the sharing and the type of 
information shared;  
(5)  Provide its personnel with cybersecurity awareness training that is updated as necessary to 
reflect risks ide ntified by the licensee in the risk assessment.  
(E)  If the licensee has a board of directors, the board or an appropriate committee of the board 
shall, at a minimum, do all of the following:  
(1)  Require the licensee’s executive management or its delegate s to develop, implement, and 
maintain the licensee’s information security program;  
(2)  Require the licensee’s executive management or its delegates to report in writing at least 
annually, all of the following information:  
(a)  The overall status of the information security program and the licensee’s compliance 
with this chapter;  
(b)  Material matters related to the information security program, addressing issues such as 
risk assessment, risk management and control decisions, third -party service provider 
arrangements, results of testing, cybersecurity events or violations and management’s 
responses thereto, and recommendations for changes in the information security program.  
(3)  If executive management delegates any of its responsibilities under this sect ion, it shall 
oversee the development, implementation, and maintenance of the licensee’s information 
security program prepared by the delegates and shall require the delegates to submit a report 
that complies with the requirements of division (E)(2) of thi s section.  
(F)   
(1)  A licensee shall exercise due diligence in selecting its third -party service provider.  
(2)  A licensee shall require a third -party service provider to implement appropriate 
administrative, technical, and physical measures to protect a nd secure the information systems 
and nonpublic information that are accessible to, or held by, the third -party service provider.  
(G)  The licensee shall monitor, evaluate, and adjust, as appropriate, the information security 
program consistent with all of  the following:  
(1)  Any relevant changes in technology;  
(2)  The sensitivity of its nonpublic information;"
5,,"Trayce Hockstad   
ALM GL ch. 93H, § 2  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 2. Rules and Regulations.   
 
(a)  The department of consumer affairs and business regulation shall adopt regulations relative to 
any person that owns or licenses personal information about a resident of the commonwealth. Such 
regulations shall be  designed to safeguard the personal information of residents of the 
commonwealth and shall be consistent with the safeguards for protection of personal information 
set forth in the federal regulations by which the person is regulated. The objectives of the  
regulations shall be to: insure the security and confidentiality of customer information in a manner 
fully consistent with industry standards; protect against anticipated threats or hazards to the 
security or integrity of such information; and protect aga inst unauthorized access to or use of such 
information that may result in substantial harm or inconvenience to any consumer. The regulations 
shall take into account the person’s size, scope and type of business, the amount of resources 
available to such pe rson, the amount of stored data, and the need for security and confidentiality of 
both consumer and employee information.  
(b)  The supervisor of records, with the advice and consent of the information technology division 
to the extent of its jurisdiction t o set information technology standards under paragraph (d) of 
section 4A of chapter 7, shall establish rules or regulations designed to safeguard the personal 
information of residents of the commonwealth that is owned or licensed. Such rules or regulations  
shall be applicable to: (1) executive offices and any agencies, departments, boards, commissions 
and instrumentalities within an executive office; and (2) any authority created by the General 
Court, and the rules and regulations shall take into account th e size, scope and type of services 
provided thereby, the amount of resources available thereto, the amount of stored data, and the 
need for security and confidentiality of both consumer and employee information. The objectives 
of the rules or regulations s hall be to: insure the security and confidentiality of personal 
information; protect against anticipated threats or hazards to the security or integrity of such 
information; and to protect against unauthorized access to or use of such information that coul d 
result in substantial harm or inconvenience to any resident of the commonwealth.  
(c)  The legislative branch, the judicial branch, the attorney general, the state secretary, the state 
treasurer and the state auditor shall adopt rules or regulations designed to safeguard the personal 
information of residents of the commonwealth for their respective departments and shall take into 
account the size, scope and type of services provided by their departments, the amount of 
resources available thereto, the amount of stored data, and the need for security and confidentiality 
of both consumer and employee information. The objectives of the rules or regulations shall be to:"
6,,"Trayce Hockstad   
ALM GL ch. 93H, § 3  
Current through Chapter 59 of the 2024 Legislative Session of  the 193rd General Court  
 
Annotated Laws of Massachusetts   >  PART I ADMINISTRATION OF THE GOVERNMENT (Chs. 1 - 182)  >  
TITLE XV REGULATION OF TRADE (Chs. 93 - 110H)   >  TITLE XV REGULATION OF TRADE (Chs. 93 
— 110H)   >  Chapter 93H Security Breaches (§§ 1  — 6) 
 
§ 3. Notice of Security Breach Required.   
 
(a)  A person or agency that maintains or stores, but does not own or license data that includes 
personal information about a resident of the commonwealth, shall provide notice, as soon as 
practicable and  without unreasonable delay, when such person or agency (1) knows or has reason 
to know of a breach of security or (2) when the person or agency knows or has reason to know that 
the personal information of such resident was acquired or used by an unauthori zed person or used 
for an unauthorized purpose, to the owner or licensor in accordance with this chapter. In addition 
to providing notice as provided herein, such person or agency shall cooperate with the owner or 
licensor of such information. Such coopera tion shall include, but not be limited to, informing the 
owner or licensor of the breach of security or unauthorized acquisition or use, the date or 
approximate date of such incident and the nature thereof, and any steps the person or agency has 
taken or p lans to take relating to the incident, except that such cooperation shall not be deemed to 
require the disclosure of confidential business information or trade secrets, or to provide notice to 
a resident that may have been affected by the breach of securit y or unauthorized acquisition or use.  
(b)  A person or agency that owns or licenses data that includes personal information about a 
resident of the commonwealth, shall provide notice, as soon as practicable and without 
unreasonable delay, when such person or agency (1) knows or has reason to know of a breach of 
security or (2) when the person or agency knows or has reason to know that the personal 
information of such resident was acquired or used by an unauthorized person or used for an 
unauthorized purpose , to the attorney general, the director of consumer affairs and business 
regulation and to such resident, in accordance with this chapter. The notice to be provided to the 
attorney general and said director, and consumer reporting agencies or state agencie s if any, shall 
include, but not be limited to: (i) the nature of the breach of security or unauthorized acquisition or 
use; (ii) the number of residents of the commonwealth affected by such incident at the time of 
notification; (iii) the name and address of the person or agency that experienced the breach of 
security; (iv) name and title of the person or agency reporting the breach of security, and their 
relationship to the person or agency that experienced the breach of security ; (v) the type of person 
or agency reporting the breach of security; (vi) the person responsible for the breach of security, if 
known; (vii) the type of personal information compromised, including, but not limited to, social 
security number, driver’s license number, financial accou nt number, credit or debit card number or 
other data; (viii) whether the person or agency maintains a written information security program; 
and (ix) any steps the person or agency has taken or plans to take relating to the incident, including 
updating the written information security program. A person who experienced a breach of security"
7,,"Page 5 of 11 
ALM GL ch. 4, § 7  
 Trayce Hockstad   (g)  trade secrets or commercial or financial information voluntarily provid ed to an agency 
for use in developing governmental policy and upon a promise of confidentiality; but this 
subclause shall not apply to information submitted as required by law or as a condition of 
receiving a governmental contract or other benefit;  
(h)  proposals and bids to enter into any contract or agreement until the time for the 
opening of bids in the case of proposals or bids to be opened publicly, and until the time 
for the receipt of bids or proposals has expired in all other cases; and inter -agency  or intra -
agency communications made in connection with an evaluation process for reviewing bids 
or proposals, prior to a decision to enter into negotiations with or to award a contract to, a 
particular person;  
(i)  appraisals of real property acquired or to be acquired until (1) a final agreement is 
entered into; or (2) any litigation relative to such appraisal has been terminated; or (3) the 
time within which to commence such litigation has expired;  
(j)  the names and addresses of any persons contained in , or referred to in, any applications 
for any licenses to carry or possess firearms issued pursuant to chapter one hundred and 
forty or any firearms identification cards issued pursuant to said chapter one hundred and 
forty and the names and addresses on s ales or transfers of any firearms, rifles, shotguns, or 
machine guns or ammunition therefor, as defined in said chapter one hundred and forty and 
the names and addresses on said licenses or cards;  
(k)  [Stricken.]  
(l)  questions and answers, scoring keys a nd sheets and other materials used to develop, 
administer or score a test, examination or assessment instrument; provided, however, that 
such materials are intended to be used for another test, examination or assessment 
instrument;  
(m)  contracts for hospi tal or related health care services between (i) any hospital, clinic or 
other health care facility operated by a unit of state, county or municipal government and 
(ii) a health maintenance organization arrangement approved under chapter one hundred 
and sev enty-six I, a nonprofit hospital service corporation or medical service corporation 
organized pursuant to chapter one hundred and seventy -six A and chapter one hundred and 
seventy -six B, respectively, a health insurance corporation licensed under chapter o ne 
hundred and seventy -five or any legal entity that is self insured and provides health care 
benefits to its employees.  
(n)  records, including, but not limited to, blueprints, plans, policies, procedures and 
schematic drawings, which relate to internal layout and structural elements, security 
measures, emergency preparedness, threat or vulnerability assessments, or any other 
records relating to the security or safety of persons or buildings, structures, facilities, 
utilities, transportation, cyber security or other infrastructure located within the 
commonwealth, the disclosure of which, in the reasonable judgment of the record 
custodian, subject to review by the supervisor of public records under subsection (c) of 
section 10 of chapter 66, is likely to jeopardize public safety or cyber security.  
(o)  the home address, personal email address and home telephone number of an employe e 
of the judicial branch, an unelected employee of the general court, an agency, executive"
8,,"Page 2 of 2 
HRS § 431:3B -203 
   (H)  Regularly test and monitor systems and procedures to detect actual and attempte d 
attacks on, or intrusions into, information systems;  
(I)  Include audit trails within the information security program designed to detect and 
respond to cybersecurity events and reconstruct material financial transactions sufficient to 
support normal ope rations and obligations of the licensee;  
(J)  Implement measures to protect against destruction, loss, or damage of nonpublic 
information due to environmental hazards, such as fire and water damage or other 
catastrophes or technological failures; and  
(K)  Develop, implement, and maintain procedures for the secure disposal of nonpublic 
information in any format;  
(3)  Include cybersecurity risks in the licensee’s enterprise risk management process;  
(4)  Stay informed regarding emerging threats or vulnerabilit ies and use reasonable security 
measures when sharing information relative to the character of the sharing and the type of 
information shared; and  
(5)  Provide its personnel with cybersecurity awareness training that is updated as necessary to 
reflect risk s identified by the licensee in the risk assessment.  
History   
 
L 2021, c 112, § 2, effective July 1, 2021.  
 
Michie's™ Hawaii Revised Statutes Annotated  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
9,,"Page 1 of 2 
HRS § 431:3B -302 
    
HRS § 431:3B -302 
 This document is current through Act 2 of the 2024 Legislative Session. Subject to changes by Revisor 
pursuant to HRS 23G -15. 
 
Michie's™ Hawaii Revised Statutes Annotated   >  Division 2. Business (Titles 22 — 27)  >  Title 24 Insurance 
(Chs. 431 — 435H)   >  Chapter 431 Insurance Code (Arts. 1 — 31)  >  Article 3B Insurance Data Security Law 
(Pts. I — III)  >  Part III. Cybersecurity Events (§§ 431:3B -301 — 431:3B -306) 
 
[§ 431:3B -302.] Notification of a cybersecurity event.   
 
(a)  Each licensee shall notify the commissioner as promptly as possible, but in no event later than 
three business days from a determination that a cybersecurity event impacting two hundred fifty or 
more consumers has occurred. If law enforcement officials ins truct a licensee not to distribute 
information regarding a cybersecurity event, the licensee shall not be required to provide 
notification until instructed to do so by law enforcement officials. Notification shall be provided 
when either of the following c riteria has been met:  
(1)  The licensee is domiciled in the State, in the case of an insurer, or the licensee’s home 
state is Hawaii, in the case of an independent insurance producer; or  
(2)  The licensee reasonably believes that the nonpublic information involved is of two 
hundred fifty or more consumers residing in the State and is a cybersecurity event that has a 
reasonable likelihood of materially harming:  
(A)  Any consumer residing in the State; or  
(B)  Any material part of the normal operation of the licensee.  
(b)  The licensee shall provide as much of the following information as possible and practicable 
and as promptly as possible:  
(1)  The date of the cybersecurity event;  
(2)  The description of how the nonpublic information was exposed, lost, stole n, or breached, 
including the specific roles and responsibilities of third -party service providers, if any;  
(3)  How the cybersecurity event was discovered;  
(4)  Whether any lost, stolen, or breached information has been recovered and, if so, how it 
was re covered;  
(5)  The identity of the source of the cybersecurity event;  
(6)  Whether the licensee has filed a police report or has notified any regulatory, government, 
or law enforcement agencies and, if so, when the notification was provided;"
