,0,1,2,3,4,5,6,7,8,9
0,0.4950495049504951,0.4477611940298507,0.42187500000000006,0.38518518518518513,0.3571428571428571,0.4347826086956521,0.46875000000000006,0.3558282208588957,0.46153846153846156,0.5225225225225225
1,0.5050505050505051,0.6863905325443787,0.4814814814814815,0.5222929936305732,0.4114832535885168,0.3706563706563707,0.5609756097560976,0.27298050139275765,0.3493449781659389,0.5921052631578947
2,0.64,0.6025974025974025,0.6105263157894737,0.6689655172413793,0.7773851590106008,0.6402640264026402,0.6618705035971223,0.6363636363636364,0.6643356643356644,0.6235294117647059
3,0.1619047619047619,0.14022140221402216,0.21965317919075147,0.19251336898395724,0.1751152073732719,0.1596958174904943,0.19791666666666669,0.11461318051575932,0.1386861313868613,0.1743119266055046
4,0.4264264264264265,0.41899441340782123,0.4074074074074074,0.38575667655786344,0.4571428571428572,0.43979057591623033,0.4774193548387096,0.3583535108958838,0.42780748663101603,0.39247311827956993
5,0.32183908045977017,0.2188449848024316,0.41935483870967744,0.33628318584070793,0.24166666666666667,0.21754385964912282,0.3054187192118227,0.20689655172413793,0.27361563517915305,0.25468164794007486
6,0.4675834970530452,0.4239316239316239,0.5043103448275862,0.5054466230936819,0.5062240663900415,0.3893805309734514,0.6473684210526316,0.4572490706319703,0.47252747252747257,0.4990328820116055
7,0.38235294117647056,0.4242424242424242,0.5167785234899328,0.4778156996587031,0.4745762711864407,0.3818615751789976,0.5448028673835125,0.3271889400921659,0.4226044226044226,0.41711229946524064
8,0.43177189409368644,0.4523809523809524,0.44485981308411215,0.45714285714285713,0.41164241164241167,0.405857740585774,0.3501326259946949,0.3938814531548757,0.4439918533604888,0.4233009708737864
9,0.4903846153846154,0.5054545454545455,0.55470737913486,0.6157894736842106,0.5294117647058824,0.43678160919540227,0.45252525252525255,0.5302713987473904,0.556,0.5269016697588126
